rxn,r1_radius,r2_radius,alpha_angle,psi_1_dihedral,psi_2_dihedral,A_forward,A_unit_forward,n_forward,Ea_forward,Ea_unit_forward,T0_forward,T0_unit_forward,Tmin_forward,Tmin_unit_forward,Tmax_forward,Tmax_unit_forward,dA_forward,dn_forward,dEa_forward,E0_reactants_kJmol,E0_TS_kJmol,E0_products_kJmol,A_reverse,A_unit_reverse,n_reverse,Ea_reverse,Ea_unit_reverse,T0_reverse,T0_unit_reverse,Tmin_reverse,Tmin_unit_reverse,Tmax_reverse,Tmax_unit_reverse,dA_reverse,dn_reverse,dEa_reverse,group
rmg_rxn_201,1.3305026593817877,1.3576166905081315,173.51898410199817,359.95064799157643,301.3152857490419,7.06132e-05,cm^3/(mol*s),4.69311,20.9991,kJ/mol,1.0,K,300.0,K,3000.0,K,2.078,0.0952664,0.544802,21.42,64.54,0.0,0.000144913,cm^3/(mol*s),4.74492,43.7065,kJ/mol,1.0,K,300.0,K,3000.0,K,2.13204,0.0986106,0.563927,ATLAS
rxn_1434,1.27301374066317,1.4288589494738293,178.0554780095061,2.896918999546134,48.73580960091616,0.301194,cm^3/(mol*s),3.4291,12.9469,kJ/mol,1.0,K,300.0,K,3000.0,K,1.69106,0.0684281,0.391321,62.83,97.92,0.0,3.59299,cm^3/(mol*s),3.59639,77.7552,kJ/mol,1.0,K,300.0,K,3000.0,K,1.78705,0.0756192,0.432445,ZEUS
rxn_210,0.939010579328893,1.337469549812868,177.14844088544345,-10.0,0.044164733280828,496037.0,cm^3/(mol*s),2.63332,24.0659,kJ/mol,1.0,K,300.0,K,3000.0,K,1.43202,0.0467715,0.267474,13.04,50.77,0.0,791.727,cm^3/(mol*s),2.69753,31.3271,kJ/mol,1.0,K,300.0,K,3000.0,K,1.09005,0.0112302,0.0642225,ZEUS
rmg_rxn_15442,1.1442177509166498,1.4254742853687965,178.3981855399649,35.207804171133546,76.70344679448232,5.27548,cm^3/(mol*s),3.42524,-4.64127,kJ/mol,1.0,K,300.0,K,3000.0,K,1.08057,0.0100933,0.0577209,137.44,138.86,0.0,1.06052,cm^3/(mol*s),3.95328,133.275,kJ/mol,1.0,K,300.0,K,3000.0,K,1.11519,0.0142002,0.0812069,ZEUS
rmg_rxn_16771,1.1971912454274178,1.3046392557509852,172.7490520474627,36.16971983878706,78.28458451849733,0.0370097,cm^3/(mol*s),4.06698,0.124327,kJ/mol,1.0,K,300.0,K,3000.0,K,1.23082,0.0270503,0.154693,39.54,56.28,0.0,0.0160475,cm^3/(mol*s),4.16702,39.1429,kJ/mol,1.0,K,300.0,K,3000.0,K,1.20901,0.0247215,0.141375,ZEUS
rxn_1210,1.2860727955132212,1.4496562945030738,173.25822661130155,263.87091417161287,240.31849844212888,4.49575e-05,cm^3/(mol*s),4.86401,16.3646,kJ/mol,1.0,K,300.0,K,3000.0,K,2.05334,0.0937112,0.535909,66.49,101.54,0.0,0.000410683,cm^3/(mol*s),4.5774,83.4266,kJ/mol,1.0,K,300.0,K,3000.0,K,1.94414,0.0865932,0.495203,ZEUS
rxn_733,0.9184532023486444,1.370555195907369,177.08302256556445,-10.0,307.76512483814696,672860.0,cm^3/(mol*s),2.44527,27.6447,kJ/mol,1.0,K,300.0,K,3000.0,K,1.32246,0.036404,0.208184,0.0,38.93,3.54,2396.35,cm^3/(mol*s),2.65181,18.7844,kJ/mol,1.0,K,300.0,K,3000.0,K,1.08225,0.0102952,0.0588756,ZEUS
rmg_rxn_15466,1.2834285265225935,1.398660567410034,174.38809792034502,34.835519105602955,313.7446651896275,0.000355527,cm^3/(mol*s),4.46458,11.6837,kJ/mol,1.0,K,300.0,K,3000.0,K,1.61226,0.0622126,0.355777,31.93,62.09,0.0,0.000565258,cm^3/(mol*s),4.35732,43.5455,kJ/mol,1.0,K,300.0,K,3000.0,K,1.54883,0.0569852,0.325883,ZEUS
rxn_996,1.2685357518944955,1.4401462082017662,177.8472250818303,266.3101685518898,165.62655124447664,0.0144061,cm^3/(mol*s),4.51284,14.349,kJ/mol,1.0,K,300.0,K,3000.0,K,1.78856,0.0757295,0.433076,76.43,113.57,0.0,0.0360443,cm^3/(mol*s),4.67867,92.0233,kJ/mol,1.0,K,300.0,K,3000.0,K,1.9052,0.0839584,0.480135,ZEUS
kfir_rxn_9205,1.1442952612571669,1.3149942585054673,159.4996008215747,314.89558438538074,297.7430547071136,0.00787808,cm^3/(mol*s),4.3911,10.8363,kJ/mol,1.0,K,300.0,K,3000.0,K,1.48749,0.0517211,0.295779,15.24,46.56,0.0,1.01226,cm^3/(mol*s),3.97781,29.0064,kJ/mol,1.0,K,300.0,K,3000.0,K,1.65214,0.0653952,0.373977,KFIR_ZEUS
rxn_275,0.8645319099913256,1.4478075914898734,179.99637023829953,-10.0,197.59145094239503,23838500.0,cm^3/(mol*s),2.20876,51.6522,kJ/mol,1.0,K,300.0,K,3000.0,K,1.19735,0.0234598,0.13416,0.0,59.85,37.56,12203.0,cm^3/(mol*s),2.62951,9.23126,kJ/mol,1.0,K,300.0,K,3000.0,K,1.08304,0.0103905,0.0594202,ZEUS
rxn_1420,1.3415497353739796,1.3563676211777165,177.14237698731282,100.8055135858759,313.09142520588915,3.81957e-07,cm^3/(mol*s),5.07949,27.1871,kJ/mol,1.0,K,300.0,K,3000.0,K,2.61486,0.125199,0.715979,14.19,63.61,0.0,9.54979e-08,cm^3/(mol*s),5.08225,40.9327,kJ/mol,1.0,K,300.0,K,3000.0,K,2.65854,0.127357,0.728317,ZEUS
rxn_62,1.070105261126134,1.472391443703685,161.57112420254074,0.0,0.0,37.9295,cm^3/(mol*s),3.13707,183.624,kJ/mol,1.0,K,300.0,K,3000.0,K,1.07848,0.0098409,0.0562774,0.0,194.14,151.91,58.7459,cm^3/(mol*s),3.02473,31.8103,kJ/mol,1.0,K,300.0,K,3000.0,K,1.06145,0.00776757,0.0444206,ZEUS
rxn_131,1.4257572537845846,1.4538415762216357,180.0,-10.0,300.00039371399305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxn_1048,1.3366030100618311,1.353930521206527,175.3316157459879,69.90958415717151,121.20078855159691,1.21129e-07,cm^3/(mol*s),5.33259,34.5781,kJ/mol,1.0,K,300.0,K,3000.0,K,3.19503,0.151299,0.865239,2.4,63.49,0.0,4.73305e-07,cm^3/(mol*s),5.2755,38.306,kJ/mol,1.0,K,300.0,K,3000.0,K,3.17432,0.150452,0.860395,ZEUS
rmg_rxn_15469,1.301493315214619,1.354929880108556,178.0908998714114,0.2363910145271342,179.77578206268342,0.0291374,cm^3/(mol*s),4.36829,7.21966,kJ/mol,1.0,K,300.0,K,3000.0,K,1.48614,0.0516036,0.295107,13.8,39.13,0.0,0.0790169,cm^3/(mol*s),4.07728,20.146,kJ/mol,1.0,K,300.0,K,3000.0,K,1.34463,0.03857,0.220571,ZEUS
rmg_rxn_659,1.33301268636071,1.37855092946842,172.4282123733423,40.05491273074626,355.1754717039514,1.35728e-06,cm^3/(mol*s),4.79656,19.0084,kJ/mol,1.0,K,300.0,K,3000.0,K,2.14034,0.0991164,0.566819,12.52,54.25,0.0,3.62965e-06,cm^3/(mol*s),4.82794,32.2338,kJ/mol,1.0,K,300.0,K,3000.0,K,2.09742,0.0964779,0.551731,ATLAS
rmg_rxn_388,1.239609736741051,1.2968953142528434,173.27886359279663,355.4897756170943,21.57735499477626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxn_223,1.2181174764307867,1.2898502139432644,177.20971830586774,-10.0,70.53522069535859,4893.28,cm^3/(mol*s),3.00162,6.57623,kJ/mol,1.0,K,300.0,K,3000.0,K,1.43601,0.0471336,0.269544,4.44,23.42,0.0,37.3784,cm^3/(mol*s),3.04871,6.22132,kJ/mol,1.0,K,300.0,K,3000.0,K,1.0402,0.00513406,0.0293602,ZEUS
rxn_16,1.290837031720952,1.4220815655242516,173.5450641996127,178.3491048593121,213.84388078731385,2.58097e-05,cm^3/(mol*s),4.66295,13.9402,kJ/mol,1.0,K,300.0,K,3000.0,K,1.92605,0.085376,0.488242,59.86,96.25,0.0,0.000110778,cm^3/(mol*s),4.74861,75.2366,kJ/mol,1.0,K,300.0,K,3000.0,K,1.99511,0.0899646,0.514483,ZEUS
rxn_16,1.290837031720952,1.4220815655242516,173.5450641996127,178.3491048593121,213.84388078731385,2.58097e-05,cm^3/(mol*s),4.66295,13.9402,kJ/mol,1.0,K,300.0,K,3000.0,K,1.92605,0.085376,0.488242,59.86,96.25,0.0,0.000110942,cm^3/(mol*s),4.74849,75.2375,kJ/mol,1.0,K,300.0,K,3000.0,K,1.99501,0.089958,0.514445,ZEUS
rxn_16,1.290837031720952,1.4220815655242516,173.5450641996127,178.3491048593121,213.84388078731385,2.57642e-05,cm^3/(mol*s),4.66267,13.9351,kJ/mol,1.0,K,300.0,K,3000.0,K,1.92566,0.0853494,0.488089,59.86,96.25,0.0,0.000110778,cm^3/(mol*s),4.74861,75.2366,kJ/mol,1.0,K,300.0,K,3000.0,K,1.99511,0.0899646,0.514483,ZEUS
rxn_16,1.290837031720952,1.4220815655242516,173.5450641996127,178.3491048593121,213.84388078731385,2.57642e-05,cm^3/(mol*s),4.66267,13.9351,kJ/mol,1.0,K,300.0,K,3000.0,K,1.92566,0.0853494,0.488089,59.86,96.25,0.0,0.000110942,cm^3/(mol*s),4.74849,75.2375,kJ/mol,1.0,K,300.0,K,3000.0,K,1.99501,0.089958,0.514445,ZEUS
rmg_rxn_16806,1.313077617881618,1.323454374635884,179.9903005884919,194.55737369528515,165.44333191835028,0.000159168,cm^3/(mol*s),4.68271,24.7178,kJ/mol,1.0,K,300.0,K,3000.0,K,1.92518,0.0853171,0.487905,30.11,74.71,0.0,0.000196467,cm^3/(mol*s),4.6296,55.8719,kJ/mol,1.0,K,300.0,K,3000.0,K,1.96469,0.0879629,0.503036,ZEUS
rmg_rxn_348,1.2850425693125398,1.3966005930524974,169.93802014327363,269.76445228381215,3.684263329557756,0.000823184,cm^3/(mol*s),4.22413,5.26453,kJ/mol,1.0,K,300.0,K,3000.0,K,1.38011,0.0419624,0.239971,41.27,62.31,0.0,0.0017097,cm^3/(mol*s),4.02013,46.097,kJ/mol,1.0,K,300.0,K,3000.0,K,1.29739,0.033911,0.193928,ATLAS
rmg_rxn_341,1.3681702487759408,1.3700033780912533,175.80737502765652,328.95899368356805,37.143170559201536,2.61453e-07,cm^3/(mol*s),4.75913,15.7258,kJ/mol,1.0,K,300.0,K,3000.0,K,1.95534,0.087342,0.499485,1.98,39.5,0.0,2.92533e-07,cm^3/(mol*s),4.7511,17.6663,kJ/mol,1.0,K,300.0,K,3000.0,K,1.96059,0.0876908,0.501479,ATLAS
rxn_1016,1.2769860282946153,1.4115586426998703,174.44194466156412,326.64478252144266,199.02641167124244,3.93513e-05,cm^3/(mol*s),4.69678,19.7105,kJ/mol,1.0,K,300.0,K,3000.0,K,2.06979,0.0947509,0.541854,45.99,89.45,0.0,0.000363545,cm^3/(mol*s),4.75955,69.2172,kJ/mol,1.0,K,300.0,K,3000.0,K,2.15353,0.0999169,0.571397,ZEUS
rxn_129,1.229619680858701,1.3719303371938807,177.43435850008436,0.0577256821351463,179.96148595010376,5.38449,cm^3/(mol*s),4.14383,38.1869,kJ/mol,1.0,K,300.0,K,3000.0,K,1.67648,0.0673001,0.384871,0.0,57.39,29.76,0.0347429,cm^3/(mol*s),4.07679,4.83172,kJ/mol,1.0,K,300.0,K,3000.0,K,1.37038,0.0410406,0.2347,ZEUS
rxn_1254,1.3462427660111052,1.3692316958276751,175.4215764102082,179.99760719368405,0.0029578749859008,6.60319e-07,cm^3/(mol*s),5.59217,37.5621,kJ/mol,1.0,K,300.0,K,3000.0,K,3.34853,0.157411,0.900191,0.0,64.85,8.18,8.01124e-06,cm^3/(mol*s),5.15324,29.9444,kJ/mol,1.0,K,300.0,K,3000.0,K,3.04105,0.144866,0.828447,ZEUS
rmg_rxn_169,1.3165394520366345,1.342301630534475,176.37108591673396,353.66469787698634,290.4413904169497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxn_1273,1.32772053562369,1.3631322828515444,177.6460431414692,326.9508128235758,117.22738126964757,2.03055e-06,cm^3/(mol*s),5.01841,33.706,kJ/mol,1.0,K,300.0,K,3000.0,K,2.48692,0.118665,0.67861,0.0,56.02,3.83,1.05948e-06,cm^3/(mol*s),4.9388,29.4973,kJ/mol,1.0,K,300.0,K,3000.0,K,2.39384,0.113696,0.650197,ZEUS
rmg_rxn_205,1.3349152608115875,1.3532282977066772,174.80992529612084,312.8141883671195,319.79106913607853,7.36486e-06,cm^3/(mol*s),4.78056,27.8271,kJ/mol,1.0,K,300.0,K,3000.0,K,2.28319,0.107532,0.614944,6.13,56.6,0.0,4.73891e-06,cm^3/(mol*s),4.88239,33.8742,kJ/mol,1.0,K,300.0,K,3000.0,K,2.33454,0.110429,0.631511,ATLAS
rmg_rxn_16497,1.2536987893626854,1.3457884297787823,176.93929701489677,326.27891379424284,19.293851171942222,1.79917e-05,cm^3/(mol*s),4.64929,9.27961,kJ/mol,1.0,K,300.0,K,3000.0,K,1.77432,0.0746881,0.427121,15.66,47.5,0.0,2.2667e-05,cm^3/(mol*s),4.7573,25.9346,kJ/mol,1.0,K,300.0,K,3000.0,K,1.85867,0.0807373,0.461714,ZEUS
rxn_571,1.2837101182992177,1.4004959215828654,177.76255150867362,8.710248126204501,57.87329350176688,0.00231119,cm^3/(mol*s),4.03354,46.9909,kJ/mol,1.0,K,300.0,K,3000.0,K,1.27821,0.0319717,0.182838,0.0,58.84,43.43,0.000893286,cm^3/(mol*s),4.03186,3.12086,kJ/mol,1.0,K,300.0,K,3000.0,K,1.26125,0.0302316,0.172886,ZEUS
rmg_rxn_596,1.272233546001637,1.6530715385690955,167.55411463793217,271.4174207394464,46.88409426353493,1.94113,cm^3/(mol*s),3.79105,4.53413,kJ/mol,1.0,K,300.0,K,3000.0,K,1.38394,0.0423229,0.242033,98.73,118.65,0.0,0.167629,cm^3/(mol*s),4.01623,102.312,kJ/mol,1.0,K,300.0,K,3000.0,K,1.30214,0.0343875,0.196653,ATLAS
rxn_3217,1.2371708557443069,1.4414364364481822,166.48937688679473,276.2001398313807,16.18497994432365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxn_1786,1.2634051128334118,1.4396716589912142,173.4630901859373,204.6917420877729,94.53703532700784,0.000138733,cm^3/(mol*s),4.41191,75.6177,kJ/mol,1.0,K,300.0,K,3000.0,K,1.60554,0.061669,0.352668,0.0,91.51,61.61,0.000329448,cm^3/(mol*s),4.19476,12.2047,kJ/mol,1.0,K,300.0,K,3000.0,K,1.50166,0.0529563,0.302842,ZEUS
rxn_1861,1.3377680144546913,1.3704757384414643,172.19702567088405,19.775328682763718,207.88199181700605,1.70086e-06,cm^3/(mol*s),5.22203,53.3922,kJ/mol,1.0,K,300.0,K,3000.0,K,2.82287,0.135169,0.772993,0.0,80.44,32.54,1.79961e-06,cm^3/(mol*s),5.08743,19.9222,kJ/mol,1.0,K,300.0,K,3000.0,K,2.72429,0.130539,0.746515,ZEUS
rxn_891,1.24749863213596,1.475484222198484,176.44114366990644,40.65585398069657,294.33480454264725,0.079819,cm^3/(mol*s),4.27888,88.8943,kJ/mol,1.0,K,300.0,K,3000.0,K,1.38598,0.0425152,0.243132,0.0,102.71,79.41,0.0197866,cm^3/(mol*s),3.87884,7.4247,kJ/mol,1.0,K,300.0,K,3000.0,K,1.25025,0.0290912,0.166364,ZEUS
rxn_974,1.3392034396376926,1.3503368310693926,178.05635552994073,23.369429068162013,283.12927532288904,5.33914e-05,cm^3/(mol*s),4.7766,28.2268,kJ/mol,1.0,K,300.0,K,3000.0,K,2.02292,0.0917674,0.524792,0.0,48.74,9.15,1.55666e-05,cm^3/(mol*s),4.77661,18.3827,kJ/mol,1.0,K,300.0,K,3000.0,K,2.08215,0.0955265,0.54629,ZEUS
rxn_1093,1.3345092366435958,1.3647294973275306,175.04823978106168,202.8802790650428,99.34339116687904,3.05588e-06,cm^3/(mol*s),5.11904,43.2951,kJ/mol,1.0,K,300.0,K,3000.0,K,2.81455,0.134784,0.770793,0.0,66.46,10.31,9.63648e-07,cm^3/(mol*s),5.12759,32.3872,kJ/mol,1.0,K,300.0,K,3000.0,K,2.83366,0.135666,0.775834,ZEUS
rxn_556,1.2989044396488676,1.3779113898086364,176.0116141667875,46.40216460588904,21.2113139852119,0.000250205,cm^3/(mol*s),4.44509,15.1152,kJ/mol,1.0,K,300.0,K,3000.0,K,1.72152,0.0707533,0.404618,18.91,53.72,0.0,0.000568295,cm^3/(mol*s),4.64211,34.1901,kJ/mol,1.0,K,300.0,K,3000.0,K,1.82556,0.0783962,0.448326,ZEUS
rmg_rxn_16528,1.2729207962310451,1.34207536897346,167.48922434518437,350.13343952732333,40.58275641714673,0.000141599,cm^3/(mol*s),4.37266,5.29117,kJ/mol,1.0,K,300.0,K,3000.0,K,1.48987,0.0519294,0.29697,20.29,45.13,0.0,0.000499083,cm^3/(mol*s),4.50924,26.1896,kJ/mol,1.0,K,300.0,K,3000.0,K,1.58883,0.0603058,0.344872,ZEUS
rxn_656,0.990685444862025,1.1267741307429036,176.67346798823021,-10.0,0.0,552586.0,cm^3/(mol*s),2.3077,-1.63993,kJ/mol,1.0,K,300.0,K,3000.0,K,1.06449,0.00813983,0.0465494,103.22,115.22,0.0,979.855,cm^3/(mol*s),2.90838,97.0584,kJ/mol,1.0,K,300.0,K,3000.0,K,1.13084,0.0160158,0.0915902,ZEUS
rmg_rxn_255,1.3291180656580122,1.3591844710199943,168.9810855834558,333.4468707175798,130.07296378865453,3.76457e-07,cm^3/(mol*s),4.99201,22.5831,kJ/mol,1.0,K,300.0,K,3000.0,K,2.45619,0.117045,0.669348,20.0,67.03,0.0,2.16361e-07,cm^3/(mol*s),5.15151,42.8007,kJ/mol,1.0,K,300.0,K,3000.0,K,2.55416,0.12214,0.698483,ATLAS
rmg_rxn_1485,1.2639957820604666,1.356971720969387,171.9674607287246,350.7376738468449,88.77129150117916,0.000136003,cm^3/(mol*s),4.33371,3.60249,kJ/mol,1.0,K,300.0,K,3000.0,K,1.44503,0.0479492,0.274208,80.07,106.68,0.0,4.95331e-05,cm^3/(mol*s),4.98862,85.7544,kJ/mol,1.0,K,300.0,K,3000.0,K,1.83566,0.0791153,0.452439,ATLAS
rxn_1864,1.278753267062163,1.415561787454996,176.9589607301866,244.32802800054083,275.7370925793921,0.140824,cm^3/(mol*s),4.39558,12.4992,kJ/mol,1.0,K,300.0,K,3000.0,K,1.6563,0.0657232,0.375853,52.56,86.0,0.0,0.0214552,cm^3/(mol*s),4.61934,64.1706,kJ/mol,1.0,K,300.0,K,3000.0,K,1.76077,0.07369,0.421413,ZEUS
rxn_300,1.2343254079393453,1.292776410413091,172.3684614797864,61.84879733589376,13.119539260963927,0.201843,cm^3/(mol*s),4.01351,6.86886,kJ/mol,1.0,K,300.0,K,3000.0,K,1.31055,0.0352258,0.201447,17.71,38.27,0.0,0.0202084,cm^3/(mol*s),3.81818,21.6323,kJ/mol,1.0,K,300.0,K,3000.0,K,1.15304,0.0185481,0.106071,ZEUS
rmg_rxn_1487,1.2372001959102807,1.3828710769919044,174.36782012735716,24.41651107031554,265.48930744376435,2.28976e-05,cm^3/(mol*s),4.71251,6.67116,kJ/mol,1.0,K,300.0,K,3000.0,K,1.77208,0.0745237,0.42618,83.7,116.23,0.0,5.39242e-06,cm^3/(mol*s),5.35731,92.1348,kJ/mol,1.0,K,300.0,K,3000.0,K,2.24524,0.105349,0.60246,ATLAS
rmg_rxn_1147,1.165226399275786,1.3128400089729733,180.0,-10.0,180.0,368.869,cm^3/(mol*s),3.39988,11.8025,kJ/mol,1.0,K,300.0,K,3000.0,K,1.81807,0.0778607,0.445264,29.93,58.89,0.0,1.7676,cm^3/(mol*s),3.51781,36.984,kJ/mol,1.0,K,300.0,K,3000.0,K,1.34155,0.0382715,0.218864,ATLAS
rmg_rxn_677,1.2254520419109107,1.3924472313955274,161.4745219930585,343.9025276564571,337.9073170475222,0.00788339,cm^3/(mol*s),3.68482,-3.22839,kJ/mol,1.0,K,300.0,K,3000.0,K,1.04223,0.0053878,0.0308113,43.19,55.91,0.0,0.00584364,cm^3/(mol*s),4.02826,40.8068,kJ/mol,1.0,K,300.0,K,3000.0,K,1.22007,0.0259085,0.148163,ATLAS
rxn_610,1.3032853592745066,1.3896914145069477,178.64707097537027,77.35110737534258,201.4354448117688,0.000201676,cm^3/(mol*s),4.28472,56.2645,kJ/mol,1.0,K,300.0,K,3000.0,K,1.43248,0.0468135,0.267714,0.0,72.63,51.66,0.000996875,cm^3/(mol*s),4.16826,6.24667,kJ/mol,1.0,K,300.0,K,3000.0,K,1.3831,0.0422444,0.241584,ZEUS
rmg_rxn_647,1.2900168383039057,1.3845122069140652,173.97553671111353,359.5574625748981,320.5357631052194,0.00693303,cm^3/(mol*s),4.34295,7.31632,kJ/mol,1.0,K,300.0,K,3000.0,K,1.46447,0.0496901,0.284164,35.99,59.45,0.0,0.00494389,cm^3/(mol*s),4.13184,43.2227,kJ/mol,1.0,K,300.0,K,3000.0,K,1.3745,0.0414314,0.236935,ATLAS
rmg_rxn_1154,1.165205119498177,1.3145327947769148,179.98098408877524,-10.0,43.52032608142145,2809.8,cm^3/(mol*s),3.11522,7.61386,kJ/mol,1.0,K,300.0,K,3000.0,K,1.50701,0.0534194,0.305491,8.2,28.61,0.0,2.21329,cm^3/(mol*s),3.15855,9.723,kJ/mol,1.0,K,300.0,K,3000.0,K,1.07526,0.00945113,0.0540484,ATLAS
rmg_rxn_652,1.3350714391531702,1.3591293463776497,176.11535603896257,106.4853730279344,225.97463280768417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxn_818,1.1177829676036375,1.2072570490817929,177.196448322129,-10.0,231.00961085940983,4426.24,cm^3/(mol*s),2.7441,100.81,kJ/mol,1.0,K,300.0,K,3000.0,K,1.06356,0.00802579,0.0458973,0.0,117.77,91.77,315423.0,cm^3/(mol*s),2.43706,13.975,kJ/mol,1.0,K,300.0,K,3000.0,K,1.29467,0.0336382,0.192368,ZEUS
rxn_1922,1.344715791546937,1.3469856694683324,175.48789618969494,3.8454494552844993,84.47916803622341,7.0136e-05,cm^3/(mol*s),4.83142,30.7402,kJ/mol,1.0,K,300.0,K,3000.0,K,2.24107,0.105107,0.601075,0.0,51.16,4.5,1.3649e-07,cm^3/(mol*s),5.00236,23.1387,kJ/mol,1.0,K,300.0,K,3000.0,K,2.35578,0.111608,0.638257,ZEUS
rmg_rxn_15719,1.3450499168691208,1.355357624522719,171.88167661738882,351.0221816738336,277.0951837303417,1.7302e-06,cm^3/(mol*s),4.90489,22.8699,kJ/mol,1.0,K,300.0,K,3000.0,K,2.29997,0.108486,0.6204,6.22,53.15,0.0,4.32163e-06,cm^3/(mol*s),4.88478,30.2069,kJ/mol,1.0,K,300.0,K,3000.0,K,2.26395,0.10643,0.608643,ZEUS
rxn_1104,1.29019706965492,1.415753191602647,176.61608844562195,348.2199080081203,304.84937834582854,1.85145e-05,cm^3/(mol*s),4.57939,13.7599,kJ/mol,1.0,K,300.0,K,3000.0,K,1.79668,0.0763197,0.436451,48.58,81.66,0.0,1.80612e-05,cm^3/(mol*s),4.57442,62.8553,kJ/mol,1.0,K,300.0,K,3000.0,K,1.82548,0.0783907,0.448295,ZEUS
rxn_3239,1.278691085770873,1.3539551740943,162.9095031907721,62.74560524184102,44.67294589263416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rmg_rxn_188,1.310973778678494,1.3562019409946626,176.06817126523293,283.1934640339707,135.24583500301335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rmg_rxn_234,1.3342246513624851,1.3543215247398446,174.0076168475396,278.8022410212035,349.11821380729225,7.41285e-07,cm^3/(mol*s),4.81801,28.1337,kJ/mol,1.0,K,300.0,K,3000.0,K,2.12821,0.0983765,0.562588,0.0,51.7,5.21,2.30139e-06,cm^3/(mol*s),4.7946,23.0904,kJ/mol,1.0,K,300.0,K,3000.0,K,2.14428,0.0993558,0.568188,ATLAS
rxn_1835,1.2899575103001732,1.397622963438059,176.70853634218344,5.548982417209963,9.64525158557836,0.00192256,cm^3/(mol*s),4.36535,6.43159,kJ/mol,1.0,K,300.0,K,3000.0,K,1.49598,0.052463,0.300021,52.03,76.16,0.0,0.00246746,cm^3/(mol*s),4.22211,57.7968,kJ/mol,1.0,K,300.0,K,3000.0,K,1.40944,0.0447008,0.255632,ZEUS
rxn_1280,1.3292330887719406,1.364319414237572,172.183005274294,29.52398759652568,270.8870821231352,3.21618e-06,cm^3/(mol*s),4.91506,18.4155,kJ/mol,1.0,K,300.0,K,3000.0,K,2.2158,0.10363,0.592629,25.13,66.41,0.0,4.61854e-06,cm^3/(mol*s),4.8397,43.803,kJ/mol,1.0,K,300.0,K,3000.0,K,2.21242,0.103431,0.591492,ZEUS
rmg_rxn_1337,1.2863358762376067,1.4085792324949291,164.43507342395725,9.366001604864516,17.24492997778779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxn_1327,1.2917214915217756,1.4038125424536856,174.77594259400374,102.63232434175151,99.17880534183796,2.21638e-05,cm^3/(mol*s),4.75752,52.9778,kJ/mol,1.0,K,300.0,K,3000.0,K,1.98536,0.089326,0.510831,0.0,71.1,31.49,5.25481e-06,cm^3/(mol*s),4.57695,19.4364,kJ/mol,1.0,K,300.0,K,3000.0,K,1.93377,0.085897,0.491221,ZEUS
rmg_rxn_256,1.3252754159104676,1.3632814686072756,174.92552190395594,36.08549275898601,345.7033439193766,7.12229e-07,cm^3/(mol*s),4.90486,24.3429,kJ/mol,1.0,K,300.0,K,3000.0,K,2.34289,0.110894,0.634171,8.99,56.56,0.0,3.04162e-06,cm^3/(mol*s),5.05031,34.3749,kJ/mol,1.0,K,300.0,K,3000.0,K,2.4048,0.114291,0.653599,ATLAS
rxn_2007,1.2917802309544912,1.4037713565034071,174.78902682162104,102.61420037191104,99.19106811757916,5.07616e-06,cm^3/(mol*s),4.57859,19.365,kJ/mol,1.0,K,300.0,K,3000.0,K,1.91813,0.0848395,0.485174,31.49,71.11,0.0,2.14103e-05,cm^3/(mol*s),4.75916,52.9065,kJ/mol,1.0,K,300.0,K,3000.0,K,1.96967,0.0882931,0.504924,ZEUS
rmg_rxn_268,1.3359383030939198,1.350589159163841,170.01138031576372,289.5554856259917,25.968780828827036,3.87148e-06,cm^3/(mol*s),4.95605,25.0315,kJ/mol,1.0,K,300.0,K,3000.0,K,2.4157,0.11488,0.656967,13.31,60.56,0.0,2.31549e-06,cm^3/(mol*s),5.08403,38.8079,kJ/mol,1.0,K,300.0,K,3000.0,K,2.44371,0.116382,0.665555,ATLAS
rxn_877,1.2752304560755283,1.4268731103952257,176.72847478579206,275.9255653792094,31.395591143077084,0.0272973,cm^3/(mol*s),4.37108,78.2297,kJ/mol,1.0,K,300.0,K,3000.0,K,1.50657,0.0533819,0.305277,0.0,95.17,71.19,0.0169339,cm^3/(mol*s),4.18877,7.59324,kJ/mol,1.0,K,300.0,K,3000.0,K,1.426,0.0462229,0.264336,ZEUS
rxn_1217,1.3393680183915793,1.3489438305324348,175.50738454352387,179.98467529268586,0.0132797433910008,0.000158776,cm^3/(mol*s),4.78094,18.2144,kJ/mol,1.0,K,300.0,K,3000.0,K,2.05491,0.093811,0.536479,19.27,58.98,0.0,0.00250514,cm^3/(mol*s),4.6474,39.1994,kJ/mol,1.0,K,300.0,K,3000.0,K,1.94664,0.0867606,0.49616,ZEUS
