rxn,r1_radius,r2_radius,alpha_angle,psi_1_dihedral,psi_2_dihedral,A_forward,A_unit_forward,n_forward,Ea_forward,Ea_unit_forward,T0_forward,T0_unit_forward,Tmin_forward,Tmin_unit_forward,Tmax_forward,Tmax_unit_forward,dA_forward,dn_forward,dEa_forward,E0_reactants_kJmol,E0_TS_kJmol,E0_products_kJmol,A_reverse,A_unit_reverse,n_reverse,Ea_reverse,Ea_unit_reverse,T0_reverse,T0_unit_reverse,Tmin_reverse,Tmin_unit_reverse,Tmax_reverse,Tmax_unit_reverse,dA_reverse,dn_reverse,dEa_reverse,group
rmg_rxn_86,1.4640955120260977,1.531798361857647,176.08501315888785,313.5503004056642,65.81991799606672,35.0182,cm^3/(mol*s),3.29395,-4.41292,kJ/mol,1.0,K,300.0,K,3000.0,K,1.04614,0.00587575,0.0336018,13.01,16.24,0.0,492.682,cm^3/(mol*s),3.31431,10.9829,kJ/mol,1.0,K,300.0,K,3000.0,K,1.13041,0.0159666,0.0913086,ATLAS
rxn_191,1.0226510790176155,1.2734056714532709,177.63282274146894,-10.0,339.359225510418,424557.0,cm^3/(mol*s),2.46562,13.4666,kJ/mol,1.0,K,300.0,K,3000.0,K,1.28952,0.0331189,0.189398,36.14,62.41,0.0,4391.91,cm^3/(mol*s),2.63266,44.9493,kJ/mol,1.0,K,300.0,K,3000.0,K,1.10377,0.0128596,0.0735402,ZEUS
rxn_618,1.2611863279574926,1.4283798991965804,173.40182501792899,292.58088416314115,244.91117188785617,0.000291905,cm^3/(mol*s),4.49305,36.3007,kJ/mol,1.0,K,300.0,K,3000.0,K,1.89344,0.0831516,0.475521,9.59,63.45,0.0,0.000552576,cm^3/(mol*s),4.50201,46.3449,kJ/mol,1.0,K,300.0,K,3000.0,K,1.91306,0.0844948,0.483202,ZEUS
rxn_1833,1.2596097154764132,1.430097093953895,176.84159382075958,233.01247254718052,348.3049608203629,0.0653099,cm^3/(mol*s),4.14783,5.03483,kJ/mol,1.0,K,300.0,K,3000.0,K,1.34665,0.0387657,0.22169,66.87,87.73,0.0,0.106318,cm^3/(mol*s),4.09432,70.5989,kJ/mol,1.0,K,300.0,K,3000.0,K,1.29099,0.0332676,0.190248,ZEUS
rmg_rxn_182,1.4644465607348214,1.5408735125130586,176.15200232519445,34.46877833266311,62.45575859426765,15.2844,cm^3/(mol*s),3.39171,3.26603,kJ/mol,1.0,K,300.0,K,3000.0,K,1.02687,0.00345353,0.0197498,38.9,52.33,0.0,121.683,cm^3/(mol*s),3.61982,44.566,kJ/mol,1.0,K,300.0,K,3000.0,K,1.22532,0.0264677,0.151361,ATLAS
rxn_1240,1.2611011138992163,1.463960508460119,169.81884705776824,202.7556705334487,330.0489835112712,0.000177896,cm^3/(mol*s),4.74934,91.9582,kJ/mol,1.0,K,300.0,K,3000.0,K,1.845,0.079776,0.456217,0.0,110.72,76.58,0.00103292,cm^3/(mol*s),4.41993,15.9971,kJ/mol,1.0,K,300.0,K,3000.0,K,1.71512,0.0702679,0.401843,ZEUS
rmg_rxn_157,1.233108450173843,1.5044061003490568,171.37105856716633,248.90381744537916,90.47705573001328,0.0805213,cm^3/(mol*s),3.79854,9.75479,kJ/mol,1.0,K,300.0,K,3000.0,K,1.22043,0.0259459,0.148378,149.4,171.58,0.0,0.0175564,cm^3/(mol*s),4.33134,160.174,kJ/mol,1.0,K,300.0,K,3000.0,K,1.37236,0.0412289,0.235777,ATLAS
rxn_563,1.2432712649550537,1.4728671866401264,176.82316964673893,217.09112626192967,210.65248063227435,0.451772,cm^3/(mol*s),3.59049,97.526,kJ/mol,1.0,K,300.0,K,3000.0,K,1.05161,0.00655489,0.0374856,0.0,101.25,99.26,0.137999,cm^3/(mol*s),3.57421,-2.57832,kJ/mol,1.0,K,300.0,K,3000.0,K,1.05536,0.0070184,0.0401363,ZEUS
rmg_rxn_521,1.3236886372811023,1.376920182936512,173.12377339260289,113.41947804209993,275.438777780662,7.80555e-07,cm^3/(mol*s),4.79716,17.1332,kJ/mol,1.0,K,300.0,K,3000.0,K,2.13706,0.0989169,0.565678,22.93,63.27,0.0,2.22722e-06,cm^3/(mol*s),4.8494,40.6695,kJ/mol,1.0,K,300.0,K,3000.0,K,2.09422,0.0962792,0.550594,ATLAS
rmg_rxn_16785,0.9393372969887815,1.2497764387483812,173.33216970137673,-10.0,359.9143859910476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kfir_rxn_13503,1.2771713653807235,1.4880683326105393,172.8037409273508,281.4006835365249,356.7250255294129,2.94427e-06,cm^3/(mol*s),5.01081,182.889,kJ/mol,1.0,K,300.0,K,3000.0,K,1.76514,0.0740128,0.423259,0.0,203.14,178.23,4.10629e-06,cm^3/(mol*s),4.82267,3.98751,kJ/mol,1.0,K,300.0,K,3000.0,K,1.69539,0.0687613,0.393227,KFIR_ZEUS
rxn_1423,1.3266124414898917,1.373171197029904,176.56011059584102,164.593765882083,24.606029076852614,7.67446e-07,cm^3/(mol*s),5.27663,26.1763,kJ/mol,1.0,K,300.0,K,3000.0,K,2.93341,0.140172,0.801605,25.23,75.76,0.0,4.07628e-08,cm^3/(mol*s),5.27201,50.4868,kJ/mol,1.0,K,300.0,K,3000.0,K,3.0101,0.143533,0.820826,ZEUS
rxn_1605,1.2483774144462627,1.4658859411055598,171.48173256640547,179.9877159758429,0.0100183622416871,0.455174,cm^3/(mol*s),3.94903,88.0191,kJ/mol,1.0,K,300.0,K,3000.0,K,1.13736,0.0167646,0.095872,0.0,97.03,91.86,1.27788,cm^3/(mol*s),3.59285,-3.22643,kJ/mol,1.0,K,300.0,K,3000.0,K,1.05165,0.00655912,0.0375098,ZEUS
rxn_1794,1.2997834557132626,1.4046324009426645,170.95298589252613,359.97140962768805,180.02217873623,9.69668e-05,cm^3/(mol*s),4.62117,62.95,kJ/mol,1.0,K,300.0,K,3000.0,K,1.86469,0.0811591,0.464127,0.0,82.59,47.98,0.00010503,cm^3/(mol*s),4.47028,12.8943,kJ/mol,1.0,K,300.0,K,3000.0,K,1.80277,0.07676,0.438969,ZEUS
rxn_1827,1.323046635328417,1.378390121043533,172.30696490163734,13.012548569802393,306.7879245948483,8.62158e-06,cm^3/(mol*s),5.05011,42.1532,kJ/mol,1.0,K,300.0,K,3000.0,K,2.60078,0.124495,0.711955,0.0,67.3,16.94,1.9264e-07,cm^3/(mol*s),5.0008,22.1114,kJ/mol,1.0,K,300.0,K,3000.0,K,2.51266,0.120006,0.686281,ZEUS
rmg_rxn_320,1.2568647237591886,1.3648167136385336,176.7309202717301,354.3389780773605,194.714540750334,0.00698299,cm^3/(mol*s),3.90296,1.31301,kJ/mol,1.0,K,300.0,K,3000.0,K,1.17225,0.0207006,0.118381,35.69,52.67,0.0,0.00300949,cm^3/(mol*s),4.3426,38.5007,kJ/mol,1.0,K,300.0,K,3000.0,K,1.38213,0.0421527,0.24106,ATLAS
rxn_1362,1.2255487808735062,1.5121818050144056,173.92228403053724,356.37574322637136,0.4183449290412801,5.46255,cm^3/(mol*s),3.56461,-4.54539,kJ/mol,1.0,K,300.0,K,3000.0,K,1.04391,0.00559712,0.0320084,132.46,134.47,0.0,16.2672,cm^3/(mol*s),3.59959,127.969,kJ/mol,1.0,K,300.0,K,3000.0,K,1.04538,0.00578027,0.0330558,ZEUS
rxn_1169,1.1165364108813158,1.2089004117684945,173.9854440575854,-10.0,274.7618790803083,2466470.0,cm^3/(mol*s),2.23258,10.6775,kJ/mol,1.0,K,300.0,K,3000.0,K,1.15887,0.0192052,0.109829,131.26,150.82,0.0,29272.6,cm^3/(mol*s),2.51009,137.118,kJ/mol,1.0,K,300.0,K,3000.0,K,1.15197,0.0184271,0.10538,ZEUS
rxn_422,1.2773782334645605,1.435187013116764,165.92301091443534,255.11829875043423,318.26367517904663,0.00591259,cm^3/(mol*s),4.03868,2.40567,kJ/mol,1.0,K,300.0,K,3000.0,K,1.26934,0.0310643,0.177648,51.83,67.53,0.0,0.00781047,cm^3/(mol*s),3.99607,54.58,kJ/mol,1.0,K,300.0,K,3000.0,K,1.23373,0.0273585,0.156456,ZEUS
rmg_rxn_15515,1.2958444844263908,1.4297566214773496,165.40912919100015,47.632725044083394,343.6000086101136,0.0224943,cm^3/(mol*s),3.78905,-2.16267,kJ/mol,1.0,K,300.0,K,3000.0,K,1.11963,0.0147181,0.0841688,59.43,70.95,0.0,0.00339421,cm^3/(mol*s),3.79547,57.0168,kJ/mol,1.0,K,300.0,K,3000.0,K,1.10493,0.0129973,0.0743279,ZEUS
rxn_3226,1.2645717523956843,1.381777402898377,163.23962336550912,57.249213984308085,51.69607570815128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxn_144,1.3754169958869813,1.3771173473933953,144.84830580794258,-10.0,301.66707517819464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxn_37,1.1633302574517832,1.1929481909278783,165.91094208361727,35.143859694951665,297.83971786381323,4.36809e-05,cm^3/(mol*s),4.76918,13.2501,kJ/mol,1.0,K,300.0,K,3000.0,K,1.77561,0.0747831,0.427664,0.0,38.48,5.72,3.50158e-05,cm^3/(mol*s),4.75714,7.36758,kJ/mol,1.0,K,300.0,K,3000.0,K,1.80425,0.076867,0.439581,ZEUS
rxn_51,1.4691325561983457,1.5356092876520122,178.3472465883156,179.87607438352305,0.1266452874042613,586.198,cm^3/(mol*s),3.49649,35.4558,kJ/mol,1.0,K,300.0,K,3000.0,K,1.15945,0.0192697,0.110198,0.0,43.01,37.42,15.9975,cm^3/(mol*s),3.22131,-5.03314,kJ/mol,1.0,K,300.0,K,3000.0,K,1.06729,0.00848211,0.0485069,ZEUS
rxn_629,1.2425595572030808,1.31287982531041,165.5768562329851,306.3951356458447,97.121363000042,0.304421,cm^3/(mol*s),4.10553,24.7041,kJ/mol,1.0,K,300.0,K,3000.0,K,1.41885,0.0455682,0.260592,0.0,47.62,18.43,0.0690534,cm^3/(mol*s),4.36069,6.26777,kJ/mol,1.0,K,300.0,K,3000.0,K,1.45977,0.0492709,0.281767,ZEUS
rxn_1897,1.318936370046526,1.3772586564702378,171.98934633091582,101.20754411866751,319.637996662732,3.0999e-05,cm^3/(mol*s),4.62716,56.7415,kJ/mol,1.0,K,300.0,K,3000.0,K,1.77792,0.0749525,0.428632,0.0,76.34,45.3,7.52846e-06,cm^3/(mol*s),4.57878,10.5165,kJ/mol,1.0,K,300.0,K,3000.0,K,1.75455,0.0732291,0.418777,ZEUS
rxn_1023,1.2828873662440865,1.432331912313361,174.55988689478525,194.6233279729478,152.2908413802918,1.29599e-05,cm^3/(mol*s),4.8585,82.2356,kJ/mol,1.0,K,300.0,K,3000.0,K,2.05561,0.0938556,0.536734,0.0,102.44,62.84,0.000267181,cm^3/(mol*s),4.60461,21.1267,kJ/mol,1.0,K,300.0,K,3000.0,K,1.96759,0.0881551,0.504135,ZEUS
rmg_rxn_214,1.3184698666082788,1.368867506792399,177.50490030345904,278.26986640711897,175.4224198454267,3.91136e-06,cm^3/(mol*s),4.77373,24.5128,kJ/mol,1.0,K,300.0,K,3000.0,K,2.09773,0.096497,0.55184,6.69,52.58,0.0,3.7586e-06,cm^3/(mol*s),4.80525,30.954,kJ/mol,1.0,K,300.0,K,3000.0,K,2.1565,0.100096,0.572421,ATLAS
rmg_rxn_206,1.3381984829848583,1.349583759423605,176.32853952346315,323.03346703172315,311.99449125747947,2.56495e-05,cm^3/(mol*s),4.94694,31.9502,kJ/mol,1.0,K,300.0,K,3000.0,K,2.43731,0.11604,0.663603,1.9,56.46,0.0,2.15364e-05,cm^3/(mol*s),4.97006,33.1512,kJ/mol,1.0,K,300.0,K,3000.0,K,2.49431,0.119051,0.68082,ATLAS
rmg_rxn_501,1.3301743796049714,1.3569071500493246,178.46237325119802,131.6368566176157,84.1713441501375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxn_1849,1.3230791617892337,1.335354326353272,171.54991719670264,299.8219776394508,318.15947603528406,1.502e-05,cm^3/(mol*s),4.89406,66.9755,kJ/mol,1.0,K,300.0,K,3000.0,K,2.3879,0.113373,0.648347,0.0,88.34,14.37,1.69375e-05,cm^3/(mol*s),4.73076,51.4412,kJ/mol,1.0,K,300.0,K,3000.0,K,2.2957,0.108244,0.619015,ZEUS
rxn_1438,1.3358895811889815,1.3697870445415226,174.13086318715585,48.4672620539175,334.06084437032706,6.59189e-08,cm^3/(mol*s),5.47058,45.8022,kJ/mol,1.0,K,300.0,K,3000.0,K,3.56263,0.165484,0.946357,0.0,74.74,13.59,3.14289e-07,cm^3/(mol*s),5.47203,32.9362,kJ/mol,1.0,K,300.0,K,3000.0,K,3.53443,0.164449,0.940437,ZEUS
rxn_1287,1.3389784351432803,1.3550958037907033,175.27934572409427,120.373010348979,86.23439632573887,1.64013e-07,cm^3/(mol*s),5.63648,57.2925,kJ/mol,1.0,K,300.0,K,3000.0,K,3.91336,0.177714,1.0163,0.0,84.4,22.1,3.42244e-08,cm^3/(mol*s),5.55403,34.1099,kJ/mol,1.0,K,300.0,K,3000.0,K,3.91369,0.177725,1.01636,ZEUS
rxn_1170,1.240274503764556,1.4904205086032634,174.61636033124188,255.065841051985,307.36819554872085,0.499292,cm^3/(mol*s),3.98912,8.9901,kJ/mol,1.0,K,300.0,K,3000.0,K,1.29665,0.0338376,0.193508,137.36,161.39,0.0,0.264911,cm^3/(mol*s),4.23174,146.492,kJ/mol,1.0,K,300.0,K,3000.0,K,1.40938,0.0446958,0.255603,ZEUS
rxn_1496,1.2380062724556966,1.4823375974479016,172.35579478278603,46.10819445884202,142.99952857344215,0.0037307,cm^3/(mol*s),4.19633,33.8142,kJ/mol,1.0,K,300.0,K,3000.0,K,1.58789,0.060229,0.344433,46.71,94.68,0.0,0.0121002,cm^3/(mol*s),4.28627,80.9572,kJ/mol,1.0,K,300.0,K,3000.0,K,1.62682,0.063384,0.362476,ZEUS
rxn_921,1.2903801859025588,1.4178866107784431,172.7906667889171,28.67688589178112,38.39044146628521,0.0975881,cm^3/(mol*s),4.10562,81.316,kJ/mol,1.0,K,300.0,K,3000.0,K,1.29902,0.0340748,0.194864,0.0,94.02,77.6,0.0134791,cm^3/(mol*s),3.98504,2.04972,kJ/mol,1.0,K,300.0,K,3000.0,K,1.2649,0.0306085,0.175041,ZEUS
rmg_rxn_55,1.2598644602247944,1.4359885023023362,173.37823661074788,163.8502164629201,236.97953174970303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rmg_rxn_16786,0.8948480636415442,1.383830670880052,147.7205823511055,-10.0,6.85645510386119,434612.0,cm^3/(mol*s),2.35114,39.2596,kJ/mol,1.0,K,300.0,K,3000.0,K,1.27378,0.0315196,0.180252,21.33,71.92,0.0,3767.42,cm^3/(mol*s),2.62752,54.9819,kJ/mol,1.0,K,300.0,K,3000.0,K,1.10984,0.0135737,0.0776241,ZEUS
rmg_rxn_15423,1.2462524026065116,1.488913094069185,175.1829714359477,127.8807554615367,353.0921928133896,0.264731,cm^3/(mol*s),3.85094,3.66982,kJ/mol,1.0,K,300.0,K,3000.0,K,1.18041,0.0216034,0.123544,52.82,66.2,0.0,0.0894986,cm^3/(mol*s),3.88888,56.4538,kJ/mol,1.0,K,300.0,K,3000.0,K,1.17475,0.0209781,0.119968,ZEUS
rmg_rxn_16609,1.2926918032826815,1.4163877642730287,169.95720768054628,348.6296923396708,21.668041677009118,0.0173713,cm^3/(mol*s),4.10252,9.69458,kJ/mol,1.0,K,300.0,K,3000.0,K,1.32569,0.0367218,0.210002,112.29,135.95,0.0,0.020559,cm^3/(mol*s),4.33706,123.507,kJ/mol,1.0,K,300.0,K,3000.0,K,1.42764,0.0463722,0.26519,ZEUS
rxn_1657,1.25190018230979,1.4556746725711458,171.07366353188954,199.97699693177904,108.870020217209,0.000456457,cm^3/(mol*s),4.56472,80.6336,kJ/mol,1.0,K,300.0,K,3000.0,K,1.97389,0.0885715,0.506516,0.0,98.66,48.57,0.000626611,cm^3/(mol*s),4.50252,32.4719,kJ/mol,1.0,K,300.0,K,3000.0,K,1.91345,0.0845211,0.483353,ZEUS
rmg_rxn_15619,1.3234382962671472,1.3788164233810736,176.21286082856915,295.983661287064,35.143527899134824,2.076e-06,cm^3/(mol*s),4.71005,14.8154,kJ/mol,1.0,K,300.0,K,3000.0,K,1.99704,0.0900905,0.515203,23.06,61.89,0.0,5.59418e-06,cm^3/(mol*s),4.75434,38.2266,kJ/mol,1.0,K,300.0,K,3000.0,K,1.99171,0.0897422,0.513211,ZEUS
rxn_1040,1.2929336220386276,1.4129159399353397,173.15857660565302,49.85318200751743,27.28639391590064,6.35264e-05,cm^3/(mol*s),4.53062,11.5961,kJ/mol,1.0,K,300.0,K,3000.0,K,1.75981,0.0736185,0.421004,58.91,90.97,0.0,0.000425695,cm^3/(mol*s),4.59771,71.8405,kJ/mol,1.0,K,300.0,K,3000.0,K,1.79498,0.0761959,0.435744,ZEUS
rxn_1257,1.06955123893834,1.229242349439068,174.69475679358786,-10.0,150.782073761014,424927.0,cm^3/(mol*s),2.49813,12.1832,kJ/mol,1.0,K,300.0,K,3000.0,K,1.30653,0.0348262,0.199162,71.56,95.99,0.0,2079.6,cm^3/(mol*s),2.68142,78.1807,kJ/mol,1.0,K,300.0,K,3000.0,K,1.06884,0.0086714,0.0495893,ZEUS
rmg_rxn_504,1.3382137604468474,1.351304795938875,175.7718449609879,1.7615881767859056,25.771821468925875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rmg_rxn_1155,1.2248610826471087,1.2843502961170623,177.6538530931553,-10.0,306.8384712424181,19306.9,cm^3/(mol*s),2.82846,7.43354,kJ/mol,1.0,K,300.0,K,3000.0,K,1.40073,0.0438941,0.251018,7.05,24.95,0.0,39.8162,cm^3/(mol*s),2.95361,8.72471,kJ/mol,1.0,K,300.0,K,3000.0,K,1.02367,0.00304663,0.0174228,ATLAS
rxn_1220,1.293419750651279,1.409127618431759,172.93231482523535,193.02389487754664,345.9262853746266,7.38715e-06,cm^3/(mol*s),5.00652,62.8072,kJ/mol,1.0,K,300.0,K,3000.0,K,2.49441,0.119056,0.68085,0.0,86.45,38.46,3.3995e-05,cm^3/(mol*s),4.88024,24.8285,kJ/mol,1.0,K,300.0,K,3000.0,K,2.39721,0.113879,0.651243,ZEUS
rxn_253,1.266664196104016,1.4375213953167474,176.4628184975848,119.12368888860124,314.3088148668721,0.0821954,cm^3/(mol*s),4.28486,10.1117,kJ/mol,1.0,K,300.0,K,3000.0,K,1.52042,0.0545732,0.312089,77.69,107.37,0.0,0.0179834,cm^3/(mol*s),4.43325,87.1706,kJ/mol,1.0,K,300.0,K,3000.0,K,1.61389,0.062344,0.356528,ZEUS
rmg_rxn_60,1.254614229069952,1.28822539921551,178.26126537762943,14.74610450176917,3.33933498637998,5.25155e-05,cm^3/(mol*s),4.19266,5.42681,kJ/mol,1.0,K,300.0,K,3000.0,K,1.39159,0.0430415,0.246143,45.22,70.57,0.0,5.30945e-05,cm^3/(mol*s),4.59103,52.4321,kJ/mol,1.0,K,300.0,K,3000.0,K,1.61994,0.062832,0.359319,ATLAS
rxn_1027,1.3476164881051125,1.353048929450469,174.70700093427547,171.98967882907112,347.0080701306731,1.57774e-08,cm^3/(mol*s),5.6511,63.6907,kJ/mol,1.0,K,300.0,K,3000.0,K,3.88987,0.17693,1.01181,0.0,92.3,32.47,2.96162e-07,cm^3/(mol*s),5.55217,32.9035,kJ/mol,1.0,K,300.0,K,3000.0,K,3.82086,0.174598,0.99848,ZEUS
rmg_rxn_16633,1.2213095661579234,1.28992382519579,166.56385909075146,21.812294122488147,335.1759731883114,0.0558067,cm^3/(mol*s),3.72613,-3.20607,kJ/mol,1.0,K,300.0,K,3000.0,K,1.0631,0.00796981,0.0455771,43.07,50.59,0.0,0.037074,cm^3/(mol*s),3.78642,39.8692,kJ/mol,1.0,K,300.0,K,3000.0,K,1.07952,0.00996576,0.0569914,ZEUS
rmg_rxn_16469,1.2802553270166197,1.342551029166086,172.0448598472768,10.831031611867232,29.723058973883557,0.00103308,cm^3/(mol*s),4.35679,4.51293,kJ/mol,1.0,K,300.0,K,3000.0,K,1.43807,0.0473203,0.270612,24.62,46.51,0.0,0.001067,cm^3/(mol*s),4.40442,29.4228,kJ/mol,1.0,K,300.0,K,3000.0,K,1.50232,0.053014,0.303173,ZEUS
rxn_1414,1.3450052032228248,1.3485236873024364,174.0276763710924,83.18577624751863,134.21446016560313,9.21015e-07,cm^3/(mol*s),5.31959,28.9129,kJ/mol,1.0,K,300.0,K,3000.0,K,2.96515,0.141573,0.80962,24.49,77.54,0.0,1.06618e-07,cm^3/(mol*s),5.15775,51.3276,kJ/mol,1.0,K,300.0,K,3000.0,K,2.91001,0.139129,0.795638,ZEUS
rxn_776,1.2094168682884572,1.3675008360251708,165.68392722760672,25.15967892056869,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rmg_rxn_15405,1.2820402360097936,1.397463581927748,171.63276478936302,67.27355595236686,339.762852875408,0.000364508,cm^3/(mol*s),4.49194,12.7901,kJ/mol,1.0,K,300.0,K,3000.0,K,1.63939,0.0643864,0.368208,32.82,63.62,0.0,0.000214389,cm^3/(mol*s),4.37038,45.3558,kJ/mol,1.0,K,300.0,K,3000.0,K,1.56625,0.0584415,0.334211,ZEUS
rmg_rxn_1156,1.257995213097712,1.2635080033755688,176.55057713122594,321.82922437116486,-10.0,1082540.0,cm^3/(mol*s),2.52065,1.38671,kJ/mol,1.0,K,300.0,K,3000.0,K,1.19508,0.0232122,0.132744,16.93,23.67,0.0,1094.45,cm^3/(mol*s),2.59359,12.3662,kJ/mol,1.0,K,300.0,K,3000.0,K,1.17287,0.0207692,0.118774,ATLAS
rmg_rxn_16527,1.2096069901996045,1.482283876049651,167.72065425148594,30.095412758920546,354.24786730708587,0.00123857,cm^3/(mol*s),4.21325,51.9624,kJ/mol,1.0,K,300.0,K,3000.0,K,1.6439,0.0647442,0.370254,87.13,155.81,0.0,0.00146271,cm^3/(mol*s),4.41031,140.238,kJ/mol,1.0,K,300.0,K,3000.0,K,1.71211,0.0700393,0.400535,ZEUS
rmg_rxn_1160,1.1652428192231694,1.3140554294101123,180.0,-10.0,240.57181734725276,49972.4,cm^3/(mol*s),2.91667,4.96114,kJ/mol,1.0,K,300.0,K,3000.0,K,1.35411,0.0394845,0.225801,0.06,15.6,0.0,55.7591,cm^3/(mol*s),2.9254,-0.140809,kJ/mol,1.0,K,300.0,K,3000.0,K,1.04744,0.0060368,0.0345228,ATLAS
rmg_rxn_151,1.317638737143607,1.3486825766694306,173.83791005758502,8.718175629394123,324.91170424327004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxn_1586,1.2595926801860722,1.430035158005251,176.84239999370018,126.93059411999396,11.750877094233005,0.110587,cm^3/(mol*s),4.08775,70.6002,kJ/mol,1.0,K,300.0,K,3000.0,K,1.28105,0.0322605,0.184489,0.0,87.73,66.87,0.0679324,cm^3/(mol*s),4.14127,5.03619,kJ/mol,1.0,K,300.0,K,3000.0,K,1.33626,0.0377568,0.215921,ZEUS
rmg_rxn_28,1.3055735794248111,1.360571148656115,169.80624640811502,324.34927087244705,343.66038985509283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxn_798,1.178134679375103,1.1873893184278443,174.59260732842205,-10.0,119.98480609537512,1915.37,cm^3/(mol*s),2.49297,120.297,kJ/mol,1.0,K,300.0,K,3000.0,K,1.15584,0.0188635,0.107875,0.0,135.11,116.97,2569760.0,cm^3/(mol*s),2.19055,9.15172,kJ/mol,1.0,K,300.0,K,3000.0,K,1.13499,0.0164931,0.0943197,ZEUS
rxn_1880,1.3054195337703394,1.387010355632273,177.1397342345992,295.3666851454529,253.5985442990132,1.70017e-05,cm^3/(mol*s),4.73771,46.3423,kJ/mol,1.0,K,300.0,K,3000.0,K,2.00209,0.0904194,0.517084,0.0,66.29,28.96,6.17744e-06,cm^3/(mol*s),4.73345,16.7461,kJ/mol,1.0,K,300.0,K,3000.0,K,1.93152,0.0857452,0.490353,ZEUS
rxn_1320,1.2395058241688497,1.484425031923061,175.99480910401743,0.0181146194878975,179.98608527756926,0.00343791,cm^3/(mol*s),4.18104,29.5416,kJ/mol,1.0,K,300.0,K,3000.0,K,1.54645,0.0567849,0.324737,61.25,104.05,0.0,0.00131661,cm^3/(mol*s),4.30647,89.6036,kJ/mol,1.0,K,300.0,K,3000.0,K,1.6149,0.0624257,0.356996,ZEUS
rmg_rxn_506,1.194069159618217,1.4197082778649568,173.06217894518755,29.789680021561608,85.85412007193574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxn_927,1.2742761763888384,1.416441628403011,175.0521589355564,65.42346634056842,224.8911250566925,0.000314161,cm^3/(mol*s),4.65302,40.6248,kJ/mol,1.0,K,300.0,K,3000.0,K,2.13283,0.0986588,0.564202,4.74,64.72,0.0,7.0156e-05,cm^3/(mol*s),4.65427,44.1703,kJ/mol,1.0,K,300.0,K,3000.0,K,2.16924,0.100864,0.576811,ZEUS
rmg_rxn_63,1.33576901806746,1.3572980865459408,176.17308473143265,146.4639137117176,245.22756686078884,2.95864e-06,cm^3/(mol*s),4.77771,19.4656,kJ/mol,1.0,K,300.0,K,3000.0,K,2.13782,0.0989628,0.565941,25.03,66.55,0.0,5.23555e-06,cm^3/(mol*s),4.9122,44.7242,kJ/mol,1.0,K,300.0,K,3000.0,K,2.2093,0.103247,0.590442,ATLAS
rxn_682,0.9408474605255392,1.24026027862651,159.44763843524558,-10.0,300.8918398284777,59750.5,cm^3/(mol*s),2.67314,16.8595,kJ/mol,1.0,K,300.0,K,3000.0,K,1.46887,0.0500803,0.286396,22.86,56.44,0.0,625.728,cm^3/(mol*s),2.92824,35.2798,kJ/mol,1.0,K,300.0,K,3000.0,K,1.17849,0.0213919,0.122334,ZEUS
rxn_1369,1.320668911652933,1.3755699190363218,174.07901649035486,61.002087663821946,123.92044318284329,0.000634449,cm^3/(mol*s),4.27722,5.16601,kJ/mol,1.0,K,300.0,K,3000.0,K,1.42858,0.0464577,0.265679,53.15,73.42,0.0,0.0133255,cm^3/(mol*s),4.14546,59.6762,kJ/mol,1.0,K,300.0,K,3000.0,K,1.37318,0.0413061,0.236218,ZEUS
rmg_rxn_15701,1.213127518523018,1.4148467191836684,168.7619575765886,40.87812623170205,337.1321597387358,0.0222401,cm^3/(mol*s),3.78414,-1.35324,kJ/mol,1.0,K,300.0,K,3000.0,K,1.08614,0.0107632,0.0615515,77.39,89.35,0.0,0.00464917,cm^3/(mol*s),4.09615,75.7824,kJ/mol,1.0,K,300.0,K,3000.0,K,1.21962,0.0258596,0.147884,ZEUS
rxn_1969,1.2139514945990713,1.5335825068041762,174.61067909370146,324.0112063397671,21.326563851554543,1.15321,cm^3/(mol*s),3.61869,-2.06582,kJ/mol,1.0,K,300.0,K,3000.0,K,1.06439,0.00812781,0.0464807,119.59,127.24,0.0,2.03569,cm^3/(mol*s),3.875,118.532,kJ/mol,1.0,K,300.0,K,3000.0,K,1.11873,0.0146132,0.083569,ZEUS
rxn_660,1.1461675098817878,1.2638597304552022,158.16524117298266,73.82764680145404,308.1077529349132,43.2752,cm^3/(mol*s),3.25887,-7.35649,kJ/mol,1.0,K,300.0,K,3000.0,K,1.14624,0.0177771,0.101662,116.15,117.65,0.0,5.84722,cm^3/(mol*s),3.60003,108.646,kJ/mol,1.0,K,300.0,K,3000.0,K,1.08723,0.0108935,0.0622967,ZEUS
