rxn,label,A,A_units,n,Ea,Ea_units,T0,Tmin,Tmax,dA,dn,dEa,source_comment
rxn_1615,k_for (TST+T),0.676035,cm^3/(mol*s),3.69315,93.8471,kJ/mol,1.0 K,300.0 K,3000.0 K,1.08556,0.010693,0.0611503,"Fitted to 50 data points; dA = *|/ 1.08556, dn = +|- 0.010693, dEa = +|- 0.0611503 kJ/mol"
rxn_10,k_rev (TST),0.353665,cm^3/(mol*s),3.37259,32.8876,kJ/mol,1.0 K,300.0 K,3000.0 K,1.04177,0.00532981,0.0304797,"Fitted to 50 data points; dA = *|/ 1.04177, dn = +|- 0.00532981, dEa = +|- 0.0304797 kJ/mol"
rxn_10,k_rev (TST+T),9.69614e-06,cm^3/(mol*s),4.64218,17.0115,kJ/mol,1.0 K,300.0 K,3000.0 K,1.91989,0.0849587,0.485856,"Fitted to 50 data points; dA = *|/ 1.91989, dn = +|- 0.0849587, dEa = +|- 0.485856 kJ/mol"
rxn_10,k_for (TST+T),6.69241e-06,cm^3/(mol*s),4.80147,25.3124,kJ/mol,1.0 K,300.0 K,3000.0 K,2.01911,0.091522,0.523389,"Fitted to 50 data points; dA = *|/ 2.01911, dn = +|- 0.091522, dEa = +|- 0.523389 kJ/mol"
rxn_927,k_rev (TST),3.00677,cm^3/(mol*s),3.35946,59.2633,kJ/mol,1.0 K,300.0 K,3000.0 K,1.0353,0.00451809,0.0258377,"Fitted to 50 data points; dA = *|/ 1.0353, dn = +|- 0.00451809, dEa = +|- 0.0258377 kJ/mol"
rxn_927,k_rev (TST+T),7.0156e-05,cm^3/(mol*s),4.65427,44.1703,kJ/mol,1.0 K,300.0 K,3000.0 K,2.16924,0.100864,0.576811,"Fitted to 50 data points; dA = *|/ 2.16924, dn = +|- 0.100864, dEa = +|- 0.576811 kJ/mol"
rxn_927,k_for (TST+T),0.000314161,cm^3/(mol*s),4.65302,40.6248,kJ/mol,1.0 K,300.0 K,3000.0 K,2.13283,0.0986588,0.564202,"Fitted to 50 data points; dA = *|/ 2.13283, dn = +|- 0.0986588, dEa = +|- 0.564202 kJ/mol"
rxn_1979,k_rev (TST),3.00356,cm^3/(mol*s),3.5214,103.387,kJ/mol,1.0 K,300.0 K,3000.0 K,1.02786,0.00357869,0.0204655,"Fitted to 50 data points; dA = *|/ 1.02786, dn = +|- 0.00357869, dEa = +|- 0.0204655 kJ/mol"
rxn_1979,k_rev (TST+T),0.059582,cm^3/(mol*s),3.99022,96.6892,kJ/mol,1.0 K,300.0 K,3000.0 K,1.21619,0.0254936,0.145791,"Fitted to 50 data points; dA = *|/ 1.21619, dn = +|- 0.0254936, dEa = +|- 0.145791 kJ/mol"
rxn_1979,k_for (TST+T),0.0129351,cm^3/(mol*s),3.96119,1.73406,kJ/mol,1.0 K,300.0 K,3000.0 K,1.20936,0.0247595,0.141592,"Fitted to 50 data points; dA = *|/ 1.20936, dn = +|- 0.0247595, dEa = +|- 0.141592 kJ/mol"
rxn_1491,k_rev (TST),1.33785,cm^3/(mol*s),3.41252,28.1006,kJ/mol,1.0 K,300.0 K,3000.0 K,1.04781,0.0060828,0.0347859,"Fitted to 50 data points; dA = *|/ 1.04781, dn = +|- 0.0060828, dEa = +|- 0.0347859 kJ/mol"
rxn_1491,k_rev (TST+T),8.0228e-05,cm^3/(mol*s),4.5856,13.2038,kJ/mol,1.0 K,300.0 K,3000.0 K,1.77516,0.0747502,0.427476,"Fitted to 50 data points; dA = *|/ 1.77516, dn = +|- 0.0747502, dEa = +|- 0.427476 kJ/mol"
rxn_1491,k_for (TST+T),2.74422e-06,cm^3/(mol*s),4.67698,59.3705,kJ/mol,1.0 K,300.0 K,3000.0 K,1.86259,0.081012,0.463286,"Fitted to 50 data points; dA = *|/ 1.86259, dn = +|- 0.081012, dEa = +|- 0.463286 kJ/mol"
rxn_899,k_rev (TST),2.3023,cm^3/(mol*s),3.31936,6.92789,kJ/mol,1.0 K,300.0 K,3000.0 K,1.06254,0.00790125,0.0451851,"Fitted to 50 data points; dA = *|/ 1.06254, dn = +|- 0.00790125, dEa = +|- 0.0451851 kJ/mol"
rxn_899,k_rev (TST+T),0.0889856,cm^3/(mol*s),3.70808,1.3929,kJ/mol,1.0 K,300.0 K,3000.0 K,1.1196,0.0147147,0.0841494,"Fitted to 50 data points; dA = *|/ 1.1196, dn = +|- 0.0147147, dEa = +|- 0.0841494 kJ/mol"
rxn_899,k_for (TST+T),0.308131,cm^3/(mol*s),4.16331,141.627,kJ/mol,1.0 K,300.0 K,3000.0 K,1.27791,0.0319408,0.182661,"Fitted to 50 data points; dA = *|/ 1.27791, dn = +|- 0.0319408, dEa = +|- 0.182661 kJ/mol"
rxn_966,k_rev (TST),0.251365,cm^3/(mol*s),3.47468,30.3675,kJ/mol,1.0 K,300.0 K,3000.0 K,1.04391,0.00559742,0.0320101,"Fitted to 50 data points; dA = *|/ 1.04391, dn = +|- 0.00559742, dEa = +|- 0.0320101 kJ/mol"
rxn_966,k_rev (TST+T),9.59245e-06,cm^3/(mol*s),4.70455,15.0746,kJ/mol,1.0 K,300.0 K,3000.0 K,1.9722,0.0884603,0.50588,"Fitted to 50 data points; dA = *|/ 1.9722, dn = +|- 0.0884603, dEa = +|- 0.50588 kJ/mol"
rxn_966,k_for (TST+T),0.00256105,cm^3/(mol*s),4.64794,38.045,kJ/mol,1.0 K,300.0 K,3000.0 K,1.90547,0.0839765,0.480239,"Fitted to 50 data points; dA = *|/ 1.90547, dn = +|- 0.0839765, dEa = +|- 0.480239 kJ/mol"
rxn_686,k_rev (TST),106.77,cm^3/(mol*s),3.16564,44.8252,kJ/mol,1.0 K,300.0 K,3000.0 K,1.1716,0.0206275,0.117963,"Fitted to 50 data points; dA = *|/ 1.1716, dn = +|- 0.0206275, dEa = +|- 0.117963 kJ/mol"
rxn_686,k_rev (TST+T),0.283262,cm^3/(mol*s),3.87461,34.3178,kJ/mol,1.0 K,300.0 K,3000.0 K,1.14501,0.0176379,0.100867,"Fitted to 50 data points; dA = *|/ 1.14501, dn = +|- 0.0176379, dEa = +|- 0.100867 kJ/mol"
rxn_686,k_for (TST+T),0.354974,cm^3/(mol*s),3.87903,-1.40645,kJ/mol,1.0 K,300.0 K,3000.0 K,1.15319,0.018565,0.106168,"Fitted to 50 data points; dA = *|/ 1.15319, dn = +|- 0.018565, dEa = +|- 0.106168 kJ/mol"
rxn_422,k_rev (TST),1.00331,cm^3/(mol*s),3.41558,63.066,kJ/mol,1.0 K,300.0 K,3000.0 K,1.04443,0.00566178,0.0323782,"Fitted to 50 data points; dA = *|/ 1.04443, dn = +|- 0.00566178, dEa = +|- 0.0323782 kJ/mol"
rxn_422,k_rev (TST+T),0.00781047,cm^3/(mol*s),3.99607,54.58,kJ/mol,1.0 K,300.0 K,3000.0 K,1.23373,0.0273585,0.156456,"Fitted to 50 data points; dA = *|/ 1.23373, dn = +|- 0.0273585, dEa = +|- 0.156456 kJ/mol"
rxn_422,k_for (TST+T),0.00591259,cm^3/(mol*s),4.03868,2.40567,kJ/mol,1.0 K,300.0 K,3000.0 K,1.26934,0.0310643,0.177648,"Fitted to 50 data points; dA = *|/ 1.26934, dn = +|- 0.0310643, dEa = +|- 0.177648 kJ/mol"
rxn_1670,k_rev (TST),5.82974,cm^3/(mol*s),3.3159,43.4611,kJ/mol,1.0 K,300.0 K,3000.0 K,1.05751,0.00728275,0.0416481,"Fitted to 50 data points; dA = *|/ 1.05751, dn = +|- 0.00728275, dEa = +|- 0.0416481 kJ/mol"
rxn_1670,k_rev (TST+T),0.00139168,cm^3/(mol*s),4.32649,31.3617,kJ/mol,1.0 K,300.0 K,3000.0 K,1.72469,0.0709933,0.405991,"Fitted to 50 data points; dA = *|/ 1.72469, dn = +|- 0.0709933, dEa = +|- 0.405991 kJ/mol"
rxn_1670,k_for (TST+T),0.000107067,cm^3/(mol*s),4.58009,59.6672,kJ/mol,1.0 K,300.0 K,3000.0 K,1.86524,0.0811975,0.464346,"Fitted to 50 data points; dA = *|/ 1.86524, dn = +|- 0.0811975, dEa = +|- 0.464346 kJ/mol"
rxn_1322,k_rev (TST),1.31398,cm^3/(mol*s),3.46339,81.6091,kJ/mol,1.0 K,300.0 K,3000.0 K,1.03147,0.00403555,0.0230782,"Fitted to 50 data points; dA = *|/ 1.03147, dn = +|- 0.00403555, dEa = +|- 0.0230782 kJ/mol"
rxn_1322,k_rev (TST+T),0.00175287,cm^3/(mol*s),4.26099,71.2699,kJ/mol,1.0 K,300.0 K,3000.0 K,1.49528,0.0524021,0.299673,"Fitted to 50 data points; dA = *|/ 1.49528, dn = +|- 0.0524021, dEa = +|- 0.299673 kJ/mol"
rxn_1322,k_for (TST+T),0.00413997,cm^3/(mol*s),4.1526,10.4832,kJ/mol,1.0 K,300.0 K,3000.0 K,1.42786,0.0463921,0.265304,"Fitted to 50 data points; dA = *|/ 1.42786, dn = +|- 0.0463921, dEa = +|- 0.265304 kJ/mol"
rxn_1962,k_rev (TST),2.93052,cm^3/(mol*s),3.59414,72.3229,kJ/mol,1.0 K,300.0 K,3000.0 K,1.04539,0.00578244,0.0330682,"Fitted to 50 data points; dA = *|/ 1.04539, dn = +|- 0.00578244, dEa = +|- 0.0330682 kJ/mol"
rxn_1962,k_rev (TST+T),1.89256e-06,cm^3/(mol*s),5.3259,52.432,kJ/mol,1.0 K,300.0 K,3000.0 K,2.94399,0.140641,0.804286,"Fitted to 50 data points; dA = *|/ 2.94399, dn = +|- 0.140641, dEa = +|- 0.804286 kJ/mol"
rxn_1962,k_for (TST+T),1.43853e-06,cm^3/(mol*s),5.04493,29.6986,kJ/mol,1.0 K,300.0 K,3000.0 K,2.7762,0.132997,0.760574,"Fitted to 50 data points; dA = *|/ 2.7762, dn = +|- 0.132997, dEa = +|- 0.760574 kJ/mol"
rxn_347,k_rev (TST),80.5324,cm^3/(mol*s),3.52129,39.3508,kJ/mol,1.0 K,300.0 K,3000.0 K,1.0568,0.00719532,0.0411481,"Fitted to 50 data points; dA = *|/ 1.0568, dn = +|- 0.00719532, dEa = +|- 0.0411481 kJ/mol"
rxn_347,k_rev (TST+T),0.000826877,cm^3/(mol*s),4.91282,22.5865,kJ/mol,1.0 K,300.0 K,3000.0 K,2.17738,0.101351,0.579601,"Fitted to 50 data points; dA = *|/ 2.17738, dn = +|- 0.101351, dEa = +|- 0.579601 kJ/mol"
rxn_347,k_for (TST+T),0.00399775,cm^3/(mol*s),4.65004,29.1935,kJ/mol,1.0 K,300.0 K,3000.0 K,2.0124,0.0910884,0.520909,"Fitted to 50 data points; dA = *|/ 2.0124, dn = +|- 0.0910884, dEa = +|- 0.520909 kJ/mol"
rxn_795,k_rev (TST),69862800.0,cm^3/(mol*s),1.88095,20.1645,kJ/mol,1.0 K,300.0 K,3000.0 K,1.06241,0.00788538,0.0450943,"Fitted to 50 data points; dA = *|/ 1.06241, dn = +|- 0.00788538, dEa = +|- 0.0450943 kJ/mol"
rxn_795,k_rev (TST+T),413787.0,cm^3/(mol*s),2.49863,12.1167,kJ/mol,1.0 K,300.0 K,3000.0 K,1.29702,0.033874,0.193716,"Fitted to 50 data points; dA = *|/ 1.29702, dn = +|- 0.033874, dEa = +|- 0.193716 kJ/mol"
rxn_795,k_for (TST+T),2025.08,cm^3/(mol*s),2.68192,78.1142,kJ/mol,1.0 K,300.0 K,3000.0 K,1.07122,0.00896103,0.0512457,"Fitted to 50 data points; dA = *|/ 1.07122, dn = +|- 0.00896103, dEa = +|- 0.0512457 kJ/mol"
rxn_1903,k_rev (TST),2.51092,cm^3/(mol*s),3.30646,32.817,kJ/mol,1.0 K,300.0 K,3000.0 K,1.04963,0.0063089,0.0360788,"Fitted to 50 data points; dA = *|/ 1.04963, dn = +|- 0.0063089, dEa = +|- 0.0360788 kJ/mol"
rxn_1903,k_rev (TST+T),3.3561e-05,cm^3/(mol*s),4.66332,15.9873,kJ/mol,1.0 K,300.0 K,3000.0 K,1.99405,0.089895,0.514085,"Fitted to 50 data points; dA = *|/ 1.99405, dn = +|- 0.089895, dEa = +|- 0.514085 kJ/mol"
rxn_1903,k_for (TST+T),1.27942e-05,cm^3/(mol*s),4.96879,34.7557,kJ/mol,1.0 K,300.0 K,3000.0 K,2.14833,0.0996018,0.569595,"Fitted to 50 data points; dA = *|/ 2.14833, dn = +|- 0.0996018, dEa = +|- 0.569595 kJ/mol"
rxn_660,k_rev (TST),19.434,cm^3/(mol*s),3.46371,109.607,kJ/mol,1.0 K,300.0 K,3000.0 K,1.10624,0.0131515,0.0752096,"Fitted to 50 data points; dA = *|/ 1.10624, dn = +|- 0.0131515, dEa = +|- 0.0752096 kJ/mol"
rxn_660,k_rev (TST+T),5.84722,cm^3/(mol*s),3.60003,108.646,kJ/mol,1.0 K,300.0 K,3000.0 K,1.08723,0.0108935,0.0622967,"Fitted to 50 data points; dA = *|/ 1.08723, dn = +|- 0.0108935, dEa = +|- 0.0622967 kJ/mol"
rxn_660,k_for (TST+T),43.2752,cm^3/(mol*s),3.25887,-7.35649,kJ/mol,1.0 K,300.0 K,3000.0 K,1.14624,0.0177771,0.101662,"Fitted to 50 data points; dA = *|/ 1.14624, dn = +|- 0.0177771, dEa = +|- 0.101662 kJ/mol"
rxn_1413,k_rev (TST),0.188892,cm^3/(mol*s),3.44936,73.1721,kJ/mol,1.0 K,300.0 K,3000.0 K,1.03349,0.00429127,0.0245406,"Fitted to 50 data points; dA = *|/ 1.03349, dn = +|- 0.00429127, dEa = +|- 0.0245406 kJ/mol"
rxn_1413,k_rev (TST+T),0.00374382,cm^3/(mol*s),3.91602,65.9419,kJ/mol,1.0 K,300.0 K,3000.0 K,1.21618,0.0254917,0.14578,"Fitted to 50 data points; dA = *|/ 1.21618, dn = +|- 0.0254917, dEa = +|- 0.14578 kJ/mol"
rxn_1413,k_for (TST+T),0.00259619,cm^3/(mol*s),3.98829,0.93762,kJ/mol,1.0 K,300.0 K,3000.0 K,1.22824,0.0267775,0.153133,"Fitted to 50 data points; dA = *|/ 1.22824, dn = +|- 0.0267775, dEa = +|- 0.153133 kJ/mol"
rxn_1143,k_rev (TST),39.8788,cm^3/(mol*s),3.44354,144.62,kJ/mol,1.0 K,300.0 K,3000.0 K,1.03993,0.00510008,0.029166,"Fitted to 50 data points; dA = *|/ 1.03993, dn = +|- 0.00510008, dEa = +|- 0.029166 kJ/mol"
rxn_1143,k_rev (TST+T),1.53252,cm^3/(mol*s),3.83164,138.858,kJ/mol,1.0 K,300.0 K,3000.0 K,1.1377,0.016804,0.0960976,"Fitted to 50 data points; dA = *|/ 1.1377, dn = +|- 0.016804, dEa = +|- 0.0960976 kJ/mol"
rxn_1143,k_for (TST+T),0.0701732,cm^3/(mol*s),3.89282,0.739372,kJ/mol,1.0 K,300.0 K,3000.0 K,1.17309,0.0207935,0.118912,"Fitted to 50 data points; dA = *|/ 1.17309, dn = +|- 0.0207935, dEa = +|- 0.118912 kJ/mol"
rxn_1985,k_rev (TST),0.609978,cm^3/(mol*s),3.50956,60.9237,kJ/mol,1.0 K,300.0 K,3000.0 K,1.03813,0.00487475,0.0278774,"Fitted to 50 data points; dA = *|/ 1.03813, dn = +|- 0.00487475, dEa = +|- 0.0278774 kJ/mol"
rxn_1985,k_rev (TST+T),3.88005e-07,cm^3/(mol*s),5.24406,41.1322,kJ/mol,1.0 K,300.0 K,3000.0 K,2.97301,0.141918,0.811591,"Fitted to 50 data points; dA = *|/ 2.97301, dn = +|- 0.141918, dEa = +|- 0.811591 kJ/mol"
rxn_1985,k_for (TST+T),8.45634e-07,cm^3/(mol*s),5.08684,39.2363,kJ/mol,1.0 K,300.0 K,3000.0 K,2.84409,0.136144,0.77857,"Fitted to 50 data points; dA = *|/ 2.84409, dn = +|- 0.136144, dEa = +|- 0.77857 kJ/mol"
rxn_96,k_rev (TST),37.137,cm^3/(mol*s),3.14265,47.6395,kJ/mol,1.0 K,300.0 K,3000.0 K,1.21555,0.0254247,0.145397,"Fitted to 50 data points; dA = *|/ 1.21555, dn = +|- 0.0254247, dEa = +|- 0.145397 kJ/mol"
rxn_96,k_rev (TST+T),0.00143775,cm^3/(mol*s),4.37006,32.2465,kJ/mol,1.0 K,300.0 K,3000.0 K,1.58428,0.0599327,0.342738,"Fitted to 50 data points; dA = *|/ 1.58428, dn = +|- 0.0599327, dEa = +|- 0.342738 kJ/mol"
rxn_96,k_for (TST+T),0.00584366,cm^3/(mol*s),4.54008,11.8701,kJ/mol,1.0 K,300.0 K,3000.0 K,1.77728,0.0749053,0.428363,"Fitted to 50 data points; dA = *|/ 1.77728, dn = +|- 0.0749053, dEa = +|- 0.428363 kJ/mol"
rxn_1862,k_rev (TST),10.0682,cm^3/(mol*s),3.2216,30.0048,kJ/mol,1.0 K,300.0 K,3000.0 K,1.09212,0.0114776,0.0656372,"Fitted to 50 data points; dA = *|/ 1.09212, dn = +|- 0.0114776, dEa = +|- 0.0656372 kJ/mol"
rxn_1862,k_rev (TST+T),0.000181126,cm^3/(mol*s),4.54249,13.7101,kJ/mol,1.0 K,300.0 K,3000.0 K,1.87071,0.0815783,0.466524,"Fitted to 50 data points; dA = *|/ 1.87071, dn = +|- 0.0815783, dEa = +|- 0.466524 kJ/mol"
rxn_1862,k_for (TST+T),0.00294213,cm^3/(mol*s),4.37681,61.9903,kJ/mol,1.0 K,300.0 K,3000.0 K,2.01378,0.0911778,0.52142,"Fitted to 50 data points; dA = *|/ 2.01378, dn = +|- 0.0911778, dEa = +|- 0.52142 kJ/mol"
rxn_1989,k_rev (TST),11.7599,cm^3/(mol*s),3.49292,76.8894,kJ/mol,1.0 K,300.0 K,3000.0 K,1.03649,0.0046684,0.0266973,"Fitted to 50 data points; dA = *|/ 1.03649, dn = +|- 0.0046684, dEa = +|- 0.0266973 kJ/mol"
rxn_1989,k_rev (TST+T),0.000775617,cm^3/(mol*s),4.6577,62.671,kJ/mol,1.0 K,300.0 K,3000.0 K,1.88653,0.0826752,0.472796,"Fitted to 50 data points; dA = *|/ 1.88653, dn = +|- 0.0826752, dEa = +|- 0.472796 kJ/mol"
rxn_1989,k_for (TST+T),0.000376345,cm^3/(mol*s),4.60581,17.0203,kJ/mol,1.0 K,300.0 K,3000.0 K,1.85211,0.0802771,0.459082,"Fitted to 50 data points; dA = *|/ 1.85211, dn = +|- 0.0802771, dEa = +|- 0.459082 kJ/mol"
rxn_482,k_rev (TST),237.333,cm^3/(mol*s),3.13318,51.5128,kJ/mol,1.0 K,300.0 K,3000.0 K,1.21067,0.024901,0.142402,"Fitted to 50 data points; dA = *|/ 1.21067, dn = +|- 0.024901, dEa = +|- 0.142402 kJ/mol"
rxn_482,k_rev (TST+T),0.0114818,cm^3/(mol*s),4.3337,36.4799,kJ/mol,1.0 K,300.0 K,3000.0 K,1.56981,0.0587375,0.335903,"Fitted to 50 data points; dA = *|/ 1.56981, dn = +|- 0.0587375, dEa = +|- 0.335903 kJ/mol"
rxn_482,k_for (TST+T),0.0944064,cm^3/(mol*s),4.529,11.9147,kJ/mol,1.0 K,300.0 K,3000.0 K,1.75355,0.0731547,0.418351,"Fitted to 50 data points; dA = *|/ 1.75355, dn = +|- 0.0731547, dEa = +|- 0.418351 kJ/mol"
rxn_938,k_rev (TST),1.16991,cm^3/(mol*s),3.41516,51.4568,kJ/mol,1.0 K,300.0 K,3000.0 K,1.03145,0.00403306,0.0230639,"Fitted to 50 data points; dA = *|/ 1.03145, dn = +|- 0.00403306, dEa = +|- 0.0230639 kJ/mol"
rxn_938,k_rev (TST+T),0.000601844,cm^3/(mol*s),4.33328,40.5738,kJ/mol,1.0 K,300.0 K,3000.0 K,1.71564,0.0703078,0.402071,"Fitted to 50 data points; dA = *|/ 1.71564, dn = +|- 0.0703078, dEa = +|- 0.402071 kJ/mol"
rxn_938,k_for (TST+T),0.00211228,cm^3/(mol*s),4.52867,68.4238,kJ/mol,1.0 K,300.0 K,3000.0 K,1.74809,0.0727484,0.416028,"Fitted to 50 data points; dA = *|/ 1.74809, dn = +|- 0.0727484, dEa = +|- 0.416028 kJ/mol"
rxn_2018,k_rev (TST),1.08911,cm^3/(mol*s),3.55254,97.4856,kJ/mol,1.0 K,300.0 K,3000.0 K,1.05403,0.00685379,0.0391949,"Fitted to 50 data points; dA = *|/ 1.05403, dn = +|- 0.00685379, dEa = +|- 0.0391949 kJ/mol"
rxn_2018,k_rev (TST+T),0.00117847,cm^3/(mol*s),4.37561,86.8964,kJ/mol,1.0 K,300.0 K,3000.0 K,1.48764,0.0517345,0.295855,"Fitted to 50 data points; dA = *|/ 1.48764, dn = +|- 0.0517345, dEa = +|- 0.295855 kJ/mol"
rxn_2018,k_for (TST+T),0.000644803,cm^3/(mol*s),4.10295,9.15423,kJ/mol,1.0 K,300.0 K,3000.0 K,1.37767,0.041732,0.238654,"Fitted to 50 data points; dA = *|/ 1.37767, dn = +|- 0.041732, dEa = +|- 0.238654 kJ/mol"
rxn_909,k_rev (TST),109101.0,cm^3/(mol*s),2.03668,44.4212,kJ/mol,1.0 K,300.0 K,3000.0 K,1.41949,0.0456269,0.260927,"Fitted to 50 data points; dA = *|/ 1.41949, dn = +|- 0.0456269, dEa = +|- 0.260927 kJ/mol"
rxn_909,k_rev (TST+T),936.56,cm^3/(mol*s),2.61012,36.9526,kJ/mol,1.0 K,300.0 K,3000.0 K,1.08759,0.010936,0.0625399,"Fitted to 50 data points; dA = *|/ 1.08759, dn = +|- 0.010936, dEa = +|- 0.0625399 kJ/mol"
rxn_909,k_for (TST+T),624253.0,cm^3/(mol*s),2.48777,15.5713,kJ/mol,1.0 K,300.0 K,3000.0 K,1.30065,0.0342387,0.195801,"Fitted to 50 data points; dA = *|/ 1.30065, dn = +|- 0.0342387, dEa = +|- 0.195801 kJ/mol"
rxn_1018,k_rev (TST),4.56495,cm^3/(mol*s),3.36628,68.8756,kJ/mol,1.0 K,300.0 K,3000.0 K,1.04719,0.00600645,0.0343492,"Fitted to 50 data points; dA = *|/ 1.04719, dn = +|- 0.00600645, dEa = +|- 0.0343492 kJ/mol"
rxn_1018,k_rev (TST+T),3.07797e-06,cm^3/(mol*s),5.0907,48.718,kJ/mol,1.0 K,300.0 K,3000.0 K,2.69229,0.129,0.737713,"Fitted to 50 data points; dA = *|/ 2.69229, dn = +|- 0.129, dEa = +|- 0.737713 kJ/mol"
rxn_1018,k_for (TST+T),1.87428e-07,cm^3/(mol*s),5.14862,22.7151,kJ/mol,1.0 K,300.0 K,3000.0 K,2.6817,0.128487,0.734779,"Fitted to 50 data points; dA = *|/ 2.6817, dn = +|- 0.128487, dEa = +|- 0.734779 kJ/mol"
rxn_566,k_rev (TST),0.666116,cm^3/(mol*s),3.48652,9.68867,kJ/mol,1.0 K,300.0 K,3000.0 K,1.04795,0.00610049,0.034887,"Fitted to 50 data points; dA = *|/ 1.04795, dn = +|- 0.00610049, dEa = +|- 0.034887 kJ/mol"
rxn_566,k_rev (TST+T),0.010777,cm^3/(mol*s),3.97789,2.13042,kJ/mol,1.0 K,300.0 K,3000.0 K,1.23526,0.0275191,0.157374,"Fitted to 50 data points; dA = *|/ 1.23526, dn = +|- 0.0275191, dEa = +|- 0.157374 kJ/mol"
rxn_566,k_for (TST+T),0.0076486,cm^3/(mol*s),3.96318,53.692,kJ/mol,1.0 K,300.0 K,3000.0 K,1.22547,0.0264835,0.151452,"Fitted to 50 data points; dA = *|/ 1.22547, dn = +|- 0.0264835, dEa = +|- 0.151452 kJ/mol"
rxn_128,k_rev (TST),1912.97,cm^3/(mol*s),2.9959,13.8107,kJ/mol,1.0 K,300.0 K,3000.0 K,1.25298,0.0293753,0.167989,"Fitted to 50 data points; dA = *|/ 1.25298, dn = +|- 0.0293753, dEa = +|- 0.167989 kJ/mol"
rxn_128,k_rev (TST+T),1.47498,cm^3/(mol*s),3.85773,2.25319,kJ/mol,1.0 K,300.0 K,3000.0 K,1.19945,0.0236884,0.135467,"Fitted to 50 data points; dA = *|/ 1.19945, dn = +|- 0.0236884, dEa = +|- 0.135467 kJ/mol"
rxn_128,k_for (TST+T),16.3112,cm^3/(mol*s),3.95408,53.9311,kJ/mol,1.0 K,300.0 K,3000.0 K,1.49609,0.0524722,0.300074,"Fitted to 50 data points; dA = *|/ 1.49609, dn = +|- 0.0524722, dEa = +|- 0.300074 kJ/mol"
rxn_415,k_rev (TST),12.2052,cm^3/(mol*s),3.2494,70.238,kJ/mol,1.0 K,300.0 K,3000.0 K,1.14502,0.0176388,0.100871,"Fitted to 50 data points; dA = *|/ 1.14502, dn = +|- 0.0176388, dEa = +|- 0.100871 kJ/mol"
rxn_415,k_rev (TST+T),0.0946532,cm^3/(mol*s),3.8308,61.8695,kJ/mol,1.0 K,300.0 K,3000.0 K,1.11624,0.0143231,0.0819099,"Fitted to 50 data points; dA = *|/ 1.11624, dn = +|- 0.0143231, dEa = +|- 0.0819099 kJ/mol"
rxn_415,k_for (TST+T),0.0168445,cm^3/(mol*s),3.93933,2.42362,kJ/mol,1.0 K,300.0 K,3000.0 K,1.22502,0.0264357,0.151178,"Fitted to 50 data points; dA = *|/ 1.22502, dn = +|- 0.0264357, dEa = +|- 0.151178 kJ/mol"
rxn_1309,k_rev (TST),0.387322,cm^3/(mol*s),3.44385,45.9931,kJ/mol,1.0 K,300.0 K,3000.0 K,1.03546,0.0045391,0.0259579,"Fitted to 50 data points; dA = *|/ 1.03546, dn = +|- 0.0045391, dEa = +|- 0.0259579 kJ/mol"
rxn_1309,k_rev (TST+T),1.85812e-07,cm^3/(mol*s),5.21061,25.5557,kJ/mol,1.0 K,300.0 K,3000.0 K,2.98077,0.142258,0.813535,"Fitted to 50 data points; dA = *|/ 2.98077, dn = +|- 0.142258, dEa = +|- 0.813535 kJ/mol"
rxn_1309,k_for (TST+T),7.29707e-06,cm^3/(mol*s),5.20058,68.1084,kJ/mol,1.0 K,300.0 K,3000.0 K,2.92396,0.139752,0.7992,"Fitted to 50 data points; dA = *|/ 2.92396, dn = +|- 0.139752, dEa = +|- 0.7992 kJ/mol"
rxn_34,k_rev (TST),8.98955,cm^3/(mol*s),3.15255,45.4882,kJ/mol,1.0 K,300.0 K,3000.0 K,1.14514,0.017652,0.100947,"Fitted to 50 data points; dA = *|/ 1.14514, dn = +|- 0.017652, dEa = +|- 0.100947 kJ/mol"
rxn_34,k_rev (TST+T),1.61831e-06,cm^3/(mol*s),5.03535,23.125,kJ/mol,1.0 K,300.0 K,3000.0 K,2.59237,0.124074,0.709544,"Fitted to 50 data points; dA = *|/ 2.59237, dn = +|- 0.124074, dEa = +|- 0.709544 kJ/mol"
rxn_34,k_for (TST+T),3.0022e-07,cm^3/(mol*s),5.53354,25.0817,kJ/mol,1.0 K,300.0 K,3000.0 K,3.06395,0.145843,0.834036,"Fitted to 50 data points; dA = *|/ 3.06395, dn = +|- 0.145843, dEa = +|- 0.834036 kJ/mol"
rxn_1791,k_rev (TST),34.2433,cm^3/(mol*s),3.40041,83.5703,kJ/mol,1.0 K,300.0 K,3000.0 K,1.06878,0.00866423,0.0495484,"Fitted to 50 data points; dA = *|/ 1.06878, dn = +|- 0.00866423, dEa = +|- 0.0495484 kJ/mol"
rxn_1791,k_rev (TST+T),0.0214634,cm^3/(mol*s),4.28772,71.8364,kJ/mol,1.0 K,300.0 K,3000.0 K,1.44074,0.0475621,0.271994,"Fitted to 50 data points; dA = *|/ 1.44074, dn = +|- 0.0475621, dEa = +|- 0.271994 kJ/mol"
rxn_1791,k_for (TST+T),0.0174232,cm^3/(mol*s),4.39051,8.0833,kJ/mol,1.0 K,300.0 K,3000.0 K,1.5278,0.0552044,0.315699,"Fitted to 50 data points; dA = *|/ 1.5278, dn = +|- 0.0552044, dEa = +|- 0.315699 kJ/mol"
