rxn,label,A,A_units,n,Ea,Ea_units,T0,Tmin,Tmax,dA,dn,dEa,source_comment
kfir_rxn_13712,k_rev (TST),14.8235,cm^3/(mol*s),3.49251,88.5207,kJ/mol,1.0 K,300.0 K,3000.0 K,1.03737,0.00477863,0.0273277,"Fitted to 50 data points; dA = *|/ 1.03737, dn = +|- 0.00477863, dEa = +|- 0.0273277 kJ/mol"
kfir_rxn_13712,k_rev (TST+T),0.0560434,cm^3/(mol*s),4.16021,79.0388,kJ/mol,1.0 K,300.0 K,3000.0 K,1.3425,0.0383637,0.219391,"Fitted to 50 data points; dA = *|/ 1.3425, dn = +|- 0.0383637, dEa = +|- 0.219391 kJ/mol"
kfir_rxn_13712,k_for (TST+T),0.0350151,cm^3/(mol*s),4.19628,4.50494,kJ/mol,1.0 K,300.0 K,3000.0 K,1.33959,0.0380806,0.217772,"Fitted to 50 data points; dA = *|/ 1.33959, dn = +|- 0.0380806, dEa = +|- 0.217772 kJ/mol"
kfir_rxn_10214,k_rev (TST),1.20995,cm^3/(mol*s),3.43877,36.092,kJ/mol,1.0 K,300.0 K,3000.0 K,1.16517,0.0199114,0.113868,"Fitted to 50 data points; dA = *|/ 1.16517, dn = +|- 0.0199114, dEa = +|- 0.113868 kJ/mol"
kfir_rxn_10214,k_rev (TST+T),0.00014367,cm^3/(mol*s),4.53308,22.8744,kJ/mol,1.0 K,300.0 K,3000.0 K,2.14336,0.0993,0.567869,"Fitted to 50 data points; dA = *|/ 2.14336, dn = +|- 0.0993, dEa = +|- 0.567869 kJ/mol"
kfir_rxn_10214,k_for (TST+T),7.02137e-05,cm^3/(mol*s),4.59187,82.6055,kJ/mol,1.0 K,300.0 K,3000.0 K,2.15515,0.100015,0.571957,"Fitted to 50 data points; dA = *|/ 2.15515, dn = +|- 0.100015, dEa = +|- 0.571957 kJ/mol"
kfir_rxn_13503,k_rev (TST),0.0909541,cm^3/(mol*s),3.62495,20.6828,kJ/mol,1.0 K,300.0 K,3000.0 K,1.05733,0.00726158,0.041527,"Fitted to 50 data points; dA = *|/ 1.05733, dn = +|- 0.00726158, dEa = +|- 0.041527 kJ/mol"
kfir_rxn_13503,k_rev (TST+T),4.10629e-06,cm^3/(mol*s),4.82267,3.98751,kJ/mol,1.0 K,300.0 K,3000.0 K,1.69539,0.0687613,0.393227,"Fitted to 50 data points; dA = *|/ 1.69539, dn = +|- 0.0687613, dEa = +|- 0.393227 kJ/mol"
kfir_rxn_13503,k_for (TST+T),2.94427e-06,cm^3/(mol*s),5.01081,182.889,kJ/mol,1.0 K,300.0 K,3000.0 K,1.76514,0.0740128,0.423259,"Fitted to 50 data points; dA = *|/ 1.76514, dn = +|- 0.0740128, dEa = +|- 0.423259 kJ/mol"
kfir_rxn_9205,k_rev (TST),3539.0,cm^3/(mol*s),2.99329,41.6535,kJ/mol,1.0 K,300.0 K,3000.0 K,1.03551,0.00454528,0.0259932,"Fitted to 50 data points; dA = *|/ 1.03551, dn = +|- 0.00454528, dEa = +|- 0.0259932 kJ/mol"
kfir_rxn_9205,k_rev (TST+T),1.01226,cm^3/(mol*s),3.97781,29.0064,kJ/mol,1.0 K,300.0 K,3000.0 K,1.65214,0.0653952,0.373977,"Fitted to 50 data points; dA = *|/ 1.65214, dn = +|- 0.0653952, dEa = +|- 0.373977 kJ/mol"
kfir_rxn_9205,k_for (TST+T),0.00787808,cm^3/(mol*s),4.3911,10.8363,kJ/mol,1.0 K,300.0 K,3000.0 K,1.48749,0.0517211,0.295779,"Fitted to 50 data points; dA = *|/ 1.48749, dn = +|- 0.0517211, dEa = +|- 0.295779 kJ/mol"
kfir_rxn_8057,k_rev (TST),0.779889,cm^3/(mol*s),3.47656,5.51261,kJ/mol,1.0 K,300.0 K,3000.0 K,1.09443,0.0117527,0.0672104,"Fitted to 50 data points; dA = *|/ 1.09443, dn = +|- 0.0117527, dEa = +|- 0.0672104 kJ/mol"
kfir_rxn_8057,k_rev (TST+T),0.0208839,cm^3/(mol*s),3.9049,-1.60201,kJ/mol,1.0 K,300.0 K,3000.0 K,1.0804,0.0100724,0.0576015,"Fitted to 50 data points; dA = *|/ 1.0804, dn = +|- 0.0100724, dEa = +|- 0.0576015 kJ/mol"
kfir_rxn_8057,k_for (TST+T),222.517,cm^3/(mol*s),2.76961,83.1126,kJ/mol,1.0 K,300.0 K,3000.0 K,1.09457,0.0117699,0.0673086,"Fitted to 50 data points; dA = *|/ 1.09457, dn = +|- 0.0117699, dEa = +|- 0.0673086 kJ/mol"
kfir_rxn_9652,k_rev (TST),20.7525,cm^3/(mol*s),3.25133,7.77976,kJ/mol,1.0 K,300.0 K,3000.0 K,1.10311,0.0127819,0.0730962,"Fitted to 50 data points; dA = *|/ 1.10311, dn = +|- 0.0127819, dEa = +|- 0.0730962 kJ/mol"
kfir_rxn_9652,k_rev (TST+T),0.237539,cm^3/(mol*s),3.7853,0.0236892,kJ/mol,1.0 K,300.0 K,3000.0 K,1.13829,0.0168715,0.0964836,"Fitted to 50 data points; dA = *|/ 1.13829, dn = +|- 0.0168715, dEa = +|- 0.0964836 kJ/mol"
kfir_rxn_9652,k_for (TST+T),10.7165,cm^3/(mol*s),3.39894,95.0113,kJ/mol,1.0 K,300.0 K,3000.0 K,1.03727,0.00476662,0.027259,"Fitted to 50 data points; dA = *|/ 1.03727, dn = +|- 0.00476662, dEa = +|- 0.027259 kJ/mol"
kfir_rxn_9248,k_rev (TST),8.83517,cm^3/(mol*s),3.24267,94.5828,kJ/mol,1.0 K,300.0 K,3000.0 K,1.17946,0.0214993,0.122949,"Fitted to 50 data points; dA = *|/ 1.17946, dn = +|- 0.0214993, dEa = +|- 0.122949 kJ/mol"
kfir_rxn_9248,k_rev (TST+T),9.59141e-28,cm^3/(mol*s),11.0414,5.00145,kJ/mol,1.0 K,300.0 K,3000.0 K,29.8502,0.442358,2.52972,"Fitted to 50 data points; dA = *|/ 29.8502, dn = +|- 0.442358, dEa = +|- 2.52972 kJ/mol"
kfir_rxn_9248,k_for (TST+T),4.85685e-30,cm^3/(mol*s),11.5887,28.2725,kJ/mol,1.0 K,300.0 K,3000.0 K,32.7563,0.454459,2.59892,"Fitted to 50 data points; dA = *|/ 32.7563, dn = +|- 0.454459, dEa = +|- 2.59892 kJ/mol"
kfir_rxn_7559,k_rev (TST),1.57735,cm^3/(mol*s),3.34144,57.9372,kJ/mol,1.0 K,300.0 K,3000.0 K,1.05449,0.00691015,0.0395172,"Fitted to 50 data points; dA = *|/ 1.05449, dn = +|- 0.00691015, dEa = +|- 0.0395172 kJ/mol"
kfir_rxn_7559,k_rev (TST+T),2.98172e-06,cm^3/(mol*s),4.93684,38.5755,kJ/mol,1.0 K,300.0 K,3000.0 K,2.49175,0.118917,0.680055,"Fitted to 50 data points; dA = *|/ 2.49175, dn = +|- 0.118917, dEa = +|- 0.680055 kJ/mol"
kfir_rxn_7559,k_for (TST+T),1.54661e-08,cm^3/(mol*s),5.56092,15.657,kJ/mol,1.0 K,300.0 K,3000.0 K,2.54517,0.12168,0.695857,"Fitted to 50 data points; dA = *|/ 2.54517, dn = +|- 0.12168, dEa = +|- 0.695857 kJ/mol"
kfir_rxn_7125,k_rev (TST),0.225748,cm^3/(mol*s),3.62057,32.0498,kJ/mol,1.0 K,300.0 K,3000.0 K,1.03959,0.00505694,0.0289193,"Fitted to 50 data points; dA = *|/ 1.03959, dn = +|- 0.00505694, dEa = +|- 0.0289193 kJ/mol"
kfir_rxn_7125,k_rev (TST+T),7.8337e-08,cm^3/(mol*s),5.41392,9.29308,kJ/mol,1.0 K,300.0 K,3000.0 K,2.41949,0.115084,0.658136,"Fitted to 50 data points; dA = *|/ 2.41949, dn = +|- 0.115084, dEa = +|- 0.658136 kJ/mol"
kfir_rxn_7125,k_for (TST+T),7.00611e-07,cm^3/(mol*s),5.15511,97.718,kJ/mol,1.0 K,300.0 K,3000.0 K,2.35376,0.111497,0.637618,"Fitted to 50 data points; dA = *|/ 2.35376, dn = +|- 0.111497, dEa = +|- 0.637618 kJ/mol"
kfir_rxn_7531,k_rev (TST),81.1984,cm^3/(mol*s),3.29591,12.0764,kJ/mol,1.0 K,300.0 K,3000.0 K,1.02665,0.00342515,0.0195875,"Fitted to 50 data points; dA = *|/ 1.02665, dn = +|- 0.00342515, dEa = +|- 0.0195875 kJ/mol"
kfir_rxn_7531,k_rev (TST+T),72.4724,cm^3/(mol*s),3.30954,11.8906,kJ/mol,1.0 K,300.0 K,3000.0 K,1.02278,0.00293386,0.0167779,"Fitted to 50 data points; dA = *|/ 1.02278, dn = +|- 0.00293386, dEa = +|- 0.0167779 kJ/mol"
kfir_rxn_7531,k_for (TST+T),80.5029,cm^3/(mol*s),3.2258,100.215,kJ/mol,1.0 K,300.0 K,3000.0 K,1.04765,0.00606322,0.0346739,"Fitted to 50 data points; dA = *|/ 1.04765, dn = +|- 0.00606322, dEa = +|- 0.0346739 kJ/mol"
kfir_rxn_5429,k_rev (TST),1363.7,cm^3/(mol*s),2.54919,76.6247,kJ/mol,1.0 K,300.0 K,3000.0 K,1.15393,0.018648,0.106643,"Fitted to 50 data points; dA = *|/ 1.15393, dn = +|- 0.018648, dEa = +|- 0.106643 kJ/mol"
kfir_rxn_5429,k_rev (TST+T),1327.27,cm^3/(mol*s),2.55243,76.5802,kJ/mol,1.0 K,300.0 K,3000.0 K,1.15249,0.0184859,0.105716,"Fitted to 50 data points; dA = *|/ 1.15249, dn = +|- 0.0184859, dEa = +|- 0.105716 kJ/mol"
kfir_rxn_5429,k_for (TST+T),3.01287,cm^3/(mol*s),3.08239,38.3328,kJ/mol,1.0 K,300.0 K,3000.0 K,1.2036,0.0241377,0.138037,"Fitted to 50 data points; dA = *|/ 1.2036, dn = +|- 0.0241377, dEa = +|- 0.138037 kJ/mol"
kfir_rxn_11915,k_rev (TST),7.95198,cm^3/(mol*s),3.43804,38.1377,kJ/mol,1.0 K,300.0 K,3000.0 K,1.02928,0.00375841,0.0214933,"Fitted to 50 data points; dA = *|/ 1.02928, dn = +|- 0.00375841, dEa = +|- 0.0214933 kJ/mol"
kfir_rxn_11915,k_rev (TST+T),0.278625,cm^3/(mol*s),3.8344,31.1007,kJ/mol,1.0 K,300.0 K,3000.0 K,1.1538,0.0186336,0.106561,"Fitted to 50 data points; dA = *|/ 1.1538, dn = +|- 0.0186336, dEa = +|- 0.106561 kJ/mol"
kfir_rxn_11915,k_for (TST+T),0.00157828,cm^3/(mol*s),4.22538,-3.26923,kJ/mol,1.0 K,300.0 K,3000.0 K,1.04021,0.00513522,0.0293669,"Fitted to 50 data points; dA = *|/ 1.04021, dn = +|- 0.00513522, dEa = +|- 0.0293669 kJ/mol"
kfir_rxn_1752,k_rev (TST),8712.0,cm^3/(mol*s),2.28981,9.34247,kJ/mol,1.0 K,300.0 K,3000.0 K,1.10534,0.0130456,0.0746041,"Fitted to 50 data points; dA = *|/ 1.10534, dn = +|- 0.0130456, dEa = +|- 0.0746041 kJ/mol"
kfir_rxn_1752,k_rev (TST+T),77.27,cm^3/(mol*s),2.8545,1.35258,kJ/mol,1.0 K,300.0 K,3000.0 K,1.14425,0.0175513,0.100371,"Fitted to 50 data points; dA = *|/ 1.14425, dn = +|- 0.0175513, dEa = +|- 0.100371 kJ/mol"
kfir_rxn_1752,k_for (TST+T),12.6994,cm^3/(mol*s),3.38893,210.31,kJ/mol,1.0 K,300.0 K,3000.0 K,1.3658,0.0406044,0.232205,"Fitted to 50 data points; dA = *|/ 1.3658, dn = +|- 0.0406044, dEa = +|- 0.232205 kJ/mol"
kfir_rxn_10218,k_rev (TST),0.0567498,cm^3/(mol*s),3.77333,0.228803,kJ/mol,1.0 K,300.0 K,3000.0 K,1.02809,0.00360831,0.0206349,"Fitted to 50 data points; dA = *|/ 1.02809, dn = +|- 0.00360831, dEa = +|- 0.0206349 kJ/mol"
kfir_rxn_10218,k_rev (TST+T),0.00844396,cm^3/(mol*s),3.99555,-3.65062,kJ/mol,1.0 K,300.0 K,3000.0 K,1.07206,0.00906273,0.0518272,"Fitted to 50 data points; dA = *|/ 1.07206, dn = +|- 0.00906273, dEa = +|- 0.0518272 kJ/mol"
kfir_rxn_10218,k_for (TST+T),0.000664669,cm^3/(mol*s),4.4071,104.5,kJ/mol,1.0 K,300.0 K,3000.0 K,1.2384,0.0278501,0.159267,"Fitted to 50 data points; dA = *|/ 1.2384, dn = +|- 0.0278501, dEa = +|- 0.159267 kJ/mol"
kfir_rxn_10819,k_rev (TST),20.2946,cm^3/(mol*s),3.43316,135.052,kJ/mol,1.0 K,300.0 K,3000.0 K,1.02599,0.00334256,0.0191152,"Fitted to 50 data points; dA = *|/ 1.02599, dn = +|- 0.00334256, dEa = +|- 0.0191152 kJ/mol"
kfir_rxn_10819,k_rev (TST+T),2.02267,cm^3/(mol*s),3.70828,131.087,kJ/mol,1.0 K,300.0 K,3000.0 K,1.12369,0.0151901,0.0868682,"Fitted to 50 data points; dA = *|/ 1.12369, dn = +|- 0.0151901, dEa = +|- 0.0868682 kJ/mol"
kfir_rxn_10819,k_for (TST+T),0.566809,cm^3/(mol*s),3.85466,1.59716,kJ/mol,1.0 K,300.0 K,3000.0 K,1.14787,0.0179625,0.102722,"Fitted to 50 data points; dA = *|/ 1.14787, dn = +|- 0.0179625, dEa = +|- 0.102722 kJ/mol"
kfir_rxn_679,k_rev (TST),1.64274,cm^3/(mol*s),3.44391,2.15835,kJ/mol,1.0 K,300.0 K,3000.0 K,1.04285,0.00546443,0.0312496,"Fitted to 50 data points; dA = *|/ 1.04285, dn = +|- 0.00546443, dEa = +|- 0.0312496 kJ/mol"
kfir_rxn_679,k_rev (TST+T),0.140661,cm^3/(mol*s),3.73011,-2.94361,kJ/mol,1.0 K,300.0 K,3000.0 K,1.05583,0.00707559,0.0404634,"Fitted to 50 data points; dA = *|/ 1.05583, dn = +|- 0.00707559, dEa = +|- 0.0404634 kJ/mol"
kfir_rxn_679,k_for (TST+T),0.35644,cm^3/(mol*s),3.97997,178.958,kJ/mol,1.0 K,300.0 K,3000.0 K,1.15571,0.0188496,0.107795,"Fitted to 50 data points; dA = *|/ 1.15571, dn = +|- 0.0188496, dEa = +|- 0.107795 kJ/mol"
kfir_rxn_10391,k_rev (TST),8.233,cm^3/(mol*s),3.23252,57.1213,kJ/mol,1.0 K,300.0 K,3000.0 K,1.23626,0.0276253,0.157982,"Fitted to 50 data points; dA = *|/ 1.23626, dn = +|- 0.0276253, dEa = +|- 0.157982 kJ/mol"
kfir_rxn_10391,k_rev (TST+T),7.85227e-07,cm^3/(mol*s),5.1947,34.2568,kJ/mol,1.0 K,300.0 K,3000.0 K,2.63019,0.12596,0.720331,"Fitted to 50 data points; dA = *|/ 2.63019, dn = +|- 0.12596, dEa = +|- 0.720331 kJ/mol"
kfir_rxn_10391,k_for (TST+T),3.25133e-07,cm^3/(mol*s),5.53437,25.2001,kJ/mol,1.0 K,300.0 K,3000.0 K,3.18638,0.150946,0.86322,"Fitted to 50 data points; dA = *|/ 3.18638, dn = +|- 0.150946, dEa = +|- 0.86322 kJ/mol"
kfir_rxn_9400,k_rev (TST),771.899,cm^3/(mol*s),3.2595,15.8868,kJ/mol,1.0 K,300.0 K,3000.0 K,1.03944,0.00503866,0.0288147,"Fitted to 50 data points; dA = *|/ 1.03944, dn = +|- 0.00503866, dEa = +|- 0.0288147 kJ/mol"
kfir_rxn_9400,k_rev (TST+T),733.421,cm^3/(mol*s),3.26564,15.8032,kJ/mol,1.0 K,300.0 K,3000.0 K,1.03706,0.00474001,0.0271068,"Fitted to 50 data points; dA = *|/ 1.03706, dn = +|- 0.00474001, dEa = +|- 0.0271068 kJ/mol"
kfir_rxn_9400,k_for (TST+T),6324.51,cm^3/(mol*s),2.93952,107.993,kJ/mol,1.0 K,300.0 K,3000.0 K,1.13147,0.0160878,0.0920017,"Fitted to 50 data points; dA = *|/ 1.13147, dn = +|- 0.0160878, dEa = +|- 0.0920017 kJ/mol"
kfir_rxn_4836,k_rev (TST),799.006,cm^3/(mol*s),3.10928,28.6059,kJ/mol,1.0 K,300.0 K,3000.0 K,1.0734,0.00922571,0.0527593,"Fitted to 50 data points; dA = *|/ 1.0734, dn = +|- 0.00922571, dEa = +|- 0.0527593 kJ/mol"
kfir_rxn_4836,k_rev (TST+T),32.0037,cm^3/(mol*s),3.49701,23.5633,kJ/mol,1.0 K,300.0 K,3000.0 K,1.29114,0.0332821,0.190331,"Fitted to 50 data points; dA = *|/ 1.29114, dn = +|- 0.0332821, dEa = +|- 0.190331 kJ/mol"
kfir_rxn_4836,k_for (TST+T),245.666,cm^3/(mol*s),3.37309,49.8393,kJ/mol,1.0 K,300.0 K,3000.0 K,1.20903,0.0247243,0.141392,"Fitted to 50 data points; dA = *|/ 1.20903, dn = +|- 0.0247243, dEa = +|- 0.141392 kJ/mol"
kfir_rxn_7195,k_rev (TST),20.0924,cm^3/(mol*s),3.38811,42.6078,kJ/mol,1.0 K,300.0 K,3000.0 K,1.0533,0.00676408,0.0386819,"Fitted to 50 data points; dA = *|/ 1.0533, dn = +|- 0.00676408, dEa = +|- 0.0386819 kJ/mol"
kfir_rxn_7195,k_rev (TST+T),8.83375e-08,cm^3/(mol*s),5.71837,14.9027,kJ/mol,1.0 K,300.0 K,3000.0 K,3.35287,0.15758,0.901158,"Fitted to 50 data points; dA = *|/ 3.35287, dn = +|- 0.15758, dEa = +|- 0.901158 kJ/mol"
kfir_rxn_7195,k_for (TST+T),7.01074e-08,cm^3/(mol*s),6.03039,118.753,kJ/mol,1.0 K,300.0 K,3000.0 K,3.75882,0.172466,0.986286,"Fitted to 50 data points; dA = *|/ 3.75882, dn = +|- 0.172466, dEa = +|- 0.986286 kJ/mol"
kfir_rxn_5584,k_rev (TST),7.32124,cm^3/(mol*s),3.59203,75.0476,kJ/mol,1.0 K,300.0 K,3000.0 K,1.12799,0.0156877,0.0897134,"Fitted to 50 data points; dA = *|/ 1.12799, dn = +|- 0.0156877, dEa = +|- 0.0897134 kJ/mol"
kfir_rxn_5584,k_rev (TST+T),1.49638e-06,cm^3/(mol*s),5.46563,53.8733,kJ/mol,1.0 K,300.0 K,3000.0 K,3.72632,0.171335,0.979819,"Fitted to 50 data points; dA = *|/ 3.72632, dn = +|- 0.171335, dEa = +|- 0.979819 kJ/mol"
kfir_rxn_5584,k_for (TST+T),6.5123e-06,cm^3/(mol*s),5.07064,37.8683,kJ/mol,1.0 K,300.0 K,3000.0 K,3.07858,0.146463,0.837583,"Fitted to 50 data points; dA = *|/ 3.07858, dn = +|- 0.146463, dEa = +|- 0.837583 kJ/mol"
kfir_rxn_1154,k_rev (TST),5.48292,cm^3/(mol*s),3.41905,113.523,kJ/mol,1.0 K,300.0 K,3000.0 K,1.02192,0.0028247,0.0161537,"Fitted to 50 data points; dA = *|/ 1.02192, dn = +|- 0.0028247, dEa = +|- 0.0161537 kJ/mol"
kfir_rxn_1154,k_rev (TST+T),3.71882,cm^3/(mol*s),3.46551,112.915,kJ/mol,1.0 K,300.0 K,3000.0 K,1.02748,0.00353052,0.02019,"Fitted to 50 data points; dA = *|/ 1.02748, dn = +|- 0.00353052, dEa = +|- 0.02019 kJ/mol"
kfir_rxn_1154,k_for (TST+T),2.77872,cm^3/(mol*s),3.46545,0.171697,kJ/mol,1.0 K,300.0 K,3000.0 K,1.03691,0.00472078,0.0269969,"Fitted to 50 data points; dA = *|/ 1.03691, dn = +|- 0.00472078, dEa = +|- 0.0269969 kJ/mol"
kfir_rxn_13651,k_rev (TST),143.937,cm^3/(mol*s),3.22094,121.747,kJ/mol,1.0 K,300.0 K,3000.0 K,1.07891,0.00989264,0.0565733,"Fitted to 50 data points; dA = *|/ 1.07891, dn = +|- 0.00989264, dEa = +|- 0.0565733 kJ/mol"
kfir_rxn_13651,k_rev (TST+T),32.6185,cm^3/(mol*s),3.39873,119.299,kJ/mol,1.0 K,300.0 K,3000.0 K,1.01487,0.00192295,0.0109968,"Fitted to 50 data points; dA = *|/ 1.01487, dn = +|- 0.00192295, dEa = +|- 0.0109968 kJ/mol"
kfir_rxn_13651,k_for (TST+T),5.57207,cm^3/(mol*s),3.70602,3.05386,kJ/mol,1.0 K,300.0 K,3000.0 K,1.09266,0.0115425,0.0660085,"Fitted to 50 data points; dA = *|/ 1.09266, dn = +|- 0.0115425, dEa = +|- 0.0660085 kJ/mol"
kfir_rxn_1315,k_rev (TST),0.0250066,cm^3/(mol*s),3.5701,-4.03207,kJ/mol,1.0 K,300.0 K,3000.0 K,1.10653,0.0131849,0.0754007,"Fitted to 50 data points; dA = *|/ 1.10653, dn = +|- 0.0131849, dEa = +|- 0.0754007 kJ/mol"
kfir_rxn_1315,k_rev (TST+T),0.00672644,cm^3/(mol*s),3.72263,-7.07201,kJ/mol,1.0 K,300.0 K,3000.0 K,1.07179,0.00903081,0.0516447,"Fitted to 50 data points; dA = *|/ 1.07179, dn = +|- 0.00903081, dEa = +|- 0.0516447 kJ/mol"
kfir_rxn_1315,k_for (TST+T),0.004804,cm^3/(mol*s),3.8226,31.3046,kJ/mol,1.0 K,300.0 K,3000.0 K,1.06567,0.00828477,0.0473783,"Fitted to 50 data points; dA = *|/ 1.06567, dn = +|- 0.00828477, dEa = +|- 0.0473783 kJ/mol"
kfir_rxn_5389,k_rev (TST),632.058,cm^3/(mol*s),2.90568,121.044,kJ/mol,1.0 K,300.0 K,3000.0 K,1.08288,0.0103716,0.0593123,"Fitted to 50 data points; dA = *|/ 1.08288, dn = +|- 0.0103716, dEa = +|- 0.0593123 kJ/mol"
kfir_rxn_5389,k_rev (TST+T),0.933854,cm^3/(mol*s),3.69566,111.676,kJ/mol,1.0 K,300.0 K,3000.0 K,1.51989,0.0545285,0.311833,"Fitted to 50 data points; dA = *|/ 1.51989, dn = +|- 0.0545285, dEa = +|- 0.311833 kJ/mol"
kfir_rxn_5389,k_for (TST+T),0.000179739,cm^3/(mol*s),4.54079,45.2549,kJ/mol,1.0 K,300.0 K,3000.0 K,1.46654,0.0498743,0.285218,"Fitted to 50 data points; dA = *|/ 1.46654, dn = +|- 0.0498743, dEa = +|- 0.285218 kJ/mol"
kfir_rxn_5161,k_rev (TST),116.602,cm^3/(mol*s),3.3897,31.482,kJ/mol,1.0 K,300.0 K,3000.0 K,1.04055,0.00517685,0.029605,"Fitted to 50 data points; dA = *|/ 1.04055, dn = +|- 0.00517685, dEa = +|- 0.029605 kJ/mol"
kfir_rxn_5161,k_rev (TST+T),0.0149324,cm^3/(mol*s),4.47417,18.3029,kJ/mol,1.0 K,300.0 K,3000.0 K,1.78154,0.0752168,0.430144,"Fitted to 50 data points; dA = *|/ 1.78154, dn = +|- 0.0752168, dEa = +|- 0.430144 kJ/mol"
kfir_rxn_5161,k_for (TST+T),0.736156,cm^3/(mol*s),4.17151,106.594,kJ/mol,1.0 K,300.0 K,3000.0 K,1.76648,0.0741117,0.423824,"Fitted to 50 data points; dA = *|/ 1.76648, dn = +|- 0.0741117, dEa = +|- 0.423824 kJ/mol"
kfir_rxn_5172,k_rev (TST),7.06733,cm^3/(mol*s),3.56625,69.2422,kJ/mol,1.0 K,300.0 K,3000.0 K,1.05151,0.00654246,0.0374145,"Fitted to 50 data points; dA = *|/ 1.05151, dn = +|- 0.00654246, dEa = +|- 0.0374145 kJ/mol"
kfir_rxn_5172,k_rev (TST+T),7.58852e-09,cm^3/(mol*s),6.08339,41.6899,kJ/mol,1.0 K,300.0 K,3000.0 K,5.26867,0.216448,1.23781,"Fitted to 50 data points; dA = *|/ 5.26867, dn = +|- 0.216448, dEa = +|- 1.23781 kJ/mol"
kfir_rxn_5172,k_for (TST+T),2.422e-08,cm^3/(mol*s),5.90207,49.4413,kJ/mol,1.0 K,300.0 K,3000.0 K,5.18987,0.214486,1.22658,"Fitted to 50 data points; dA = *|/ 5.18987, dn = +|- 0.214486, dEa = +|- 1.22658 kJ/mol"
kfir_rxn_5172,k_rev (TST),7.09526,cm^3/(mol*s),3.56576,69.241,kJ/mol,1.0 K,300.0 K,3000.0 K,1.05165,0.00655917,0.0375101,"Fitted to 50 data points; dA = *|/ 1.05165, dn = +|- 0.00655917, dEa = +|- 0.0375101 kJ/mol"
kfir_rxn_5172,k_rev (TST+T),7.61964e-09,cm^3/(mol*s),6.08289,41.6889,kJ/mol,1.0 K,300.0 K,3000.0 K,5.26673,0.2164,1.23753,"Fitted to 50 data points; dA = *|/ 5.26673, dn = +|- 0.2164, dEa = +|- 1.23753 kJ/mol"
kfir_rxn_5172,k_for (TST+T),2.43176e-08,cm^3/(mol*s),5.90158,49.4432,kJ/mol,1.0 K,300.0 K,3000.0 K,5.18904,0.214465,1.22647,"Fitted to 50 data points; dA = *|/ 5.18904, dn = +|- 0.214465, dEa = +|- 1.22647 kJ/mol"
kfir_rxn_8291,k_rev (TST),0.34611,cm^3/(mol*s),3.96736,144.29,kJ/mol,1.0 K,300.0 K,3000.0 K,1.16476,0.0198654,0.113605,"Fitted to 50 data points; dA = *|/ 1.16476, dn = +|- 0.0198654, dEa = +|- 0.113605 kJ/mol"
kfir_rxn_8291,k_rev (TST+T),0.105296,cm^3/(mol*s),4.11005,142.36,kJ/mol,1.0 K,300.0 K,3000.0 K,1.23805,0.0278134,0.159057,"Fitted to 50 data points; dA = *|/ 1.23805, dn = +|- 0.0278134, dEa = +|- 0.159057 kJ/mol"
kfir_rxn_8291,k_for (TST+T),9.88779,cm^3/(mol*s),3.36146,7.55277,kJ/mol,1.0 K,300.0 K,3000.0 K,1.09144,0.0113973,0.065178,"Fitted to 50 data points; dA = *|/ 1.09144, dn = +|- 0.0113973, dEa = +|- 0.065178 kJ/mol"
kfir_rxn_4303,k_rev (TST),9.35062,cm^3/(mol*s),3.34246,37.0869,kJ/mol,1.0 K,300.0 K,3000.0 K,1.07916,0.0099229,0.0567463,"Fitted to 50 data points; dA = *|/ 1.07916, dn = +|- 0.0099229, dEa = +|- 0.0567463 kJ/mol"
kfir_rxn_4303,k_rev (TST+T),3.31807e-07,cm^3/(mol*s),5.41683,11.8215,kJ/mol,1.0 K,300.0 K,3000.0 K,2.74902,0.131716,0.753245,"Fitted to 50 data points; dA = *|/ 2.74902, dn = +|- 0.131716, dEa = +|- 0.753245 kJ/mol"
kfir_rxn_4303,k_for (TST+T),1.65427e-07,cm^3/(mol*s),5.73639,83.7834,kJ/mol,1.0 K,300.0 K,3000.0 K,3.09967,0.147352,0.842668,"Fitted to 50 data points; dA = *|/ 3.09967, dn = +|- 0.147352, dEa = +|- 0.842668 kJ/mol"
kfir_rxn_8536,k_rev (TST),11.7705,cm^3/(mol*s),3.62535,34.9334,kJ/mol,1.0 K,300.0 K,3000.0 K,1.05469,0.00693546,0.039662,"Fitted to 50 data points; dA = *|/ 1.05469, dn = +|- 0.00693546, dEa = +|- 0.039662 kJ/mol"
kfir_rxn_8536,k_rev (TST+T),0.00179655,cm^3/(mol*s),4.68612,21.3618,kJ/mol,1.0 K,300.0 K,3000.0 K,1.81139,0.0773814,0.442523,"Fitted to 50 data points; dA = *|/ 1.81139, dn = +|- 0.0773814, dEa = +|- 0.442523 kJ/mol"
kfir_rxn_8536,k_for (TST+T),0.00324074,cm^3/(mol*s),4.69582,20.0448,kJ/mol,1.0 K,300.0 K,3000.0 K,1.81033,0.0773056,0.442089,"Fitted to 50 data points; dA = *|/ 1.81033, dn = +|- 0.0773056, dEa = +|- 0.442089 kJ/mol"
kfir_rxn_11663,k_rev (TST),0.145636,cm^3/(mol*s),4.18374,56.5636,kJ/mol,1.0 K,300.0 K,3000.0 K,1.0488,0.00620608,0.0354908,"Fitted to 50 data points; dA = *|/ 1.0488, dn = +|- 0.00620608, dEa = +|- 0.0354908 kJ/mol"
