A,A_unit,n,Ea,Ea_unit,T0,T0_unit,Tmin,Tmin_unit,Tmax,Tmax_unit,dA,dn,dEa,folder,subfolder,E0_reactants_kJmol,E0_TS_kJmol,E0_products_kJmol
2.07071e-06,cm^3/(mol*s),5.05706,23.3283,kJ/mol,1.0,K,300.0,K,3000.0,K,2.61673,0.125292,0.71651,ZEUS,rxn_1140,54.95,101.4,0.0
18.7277,cm^3/(mol*s),4.20228,151.719,kJ/mol,1.0,K,300.0,K,3000.0,K,1.29785,0.0339578,0.194195,ZEUS,rxn_857,0.0,162.78,145.39
2.07368e-06,cm^3/(mol*s),4.91771,40.6199,kJ/mol,1.0,K,300.0,K,3000.0,K,2.32133,0.10969,0.627284,ZEUS,rxn_1555,0.0,61.97,16.33
0.0010948,cm^3/(mol*s),4.33719,14.6853,kJ/mol,1.0,K,300.0,K,3000.0,K,1.62095,0.0629126,0.35978,ZEUS,rxn_1058,62.34,95.73,0.0
4.11394e-06,cm^3/(mol*s),4.80386,18.7688,kJ/mol,1.0,K,300.0,K,3000.0,K,2.13027,0.098502,0.563306,ZEUS,rxn_1180,46.98,86.14,0.0
0.00197964,cm^3/(mol*s),4.67152,15.742,kJ/mol,1.0,K,300.0,K,3000.0,K,2.0059,0.090667,0.518499,ZEUS,rxn_1799,45.88,86.95,0.0
0.000177896,cm^3/(mol*s),4.74934,91.9582,kJ/mol,1.0,K,300.0,K,3000.0,K,1.845,0.079776,0.456217,ZEUS,rxn_1240,0.0,110.72,76.58
8.08694e-06,cm^3/(mol*s),5.09721,76.156,kJ/mol,1.0,K,300.0,K,3000.0,K,2.56401,0.122641,0.701349,ZEUS,rxn_1850,0.0,100.19,53.91
0.09066,cm^3/(mol*s),4.02515,107.542,kJ/mol,1.0,K,300.0,K,3000.0,K,1.25243,0.0293177,0.16766,ZEUS,rxn_917,0.0,118.07,103.49
1.38972e-06,cm^3/(mol*s),5.36527,30.3935,kJ/mol,1.0,K,300.0,K,3000.0,K,2.67479,0.12815,0.732856,ZEUS,rxn_429,0.0,58.22,14.38
0.0342804,cm^3/(mol*s),4.31873,12.7528,kJ/mol,1.0,K,300.0,K,3000.0,K,1.5916,0.0605332,0.346173,ZEUS,rxn_231,49.99,82.8,0.0
7.67446e-07,cm^3/(mol*s),5.27663,26.1763,kJ/mol,1.0,K,300.0,K,3000.0,K,2.93341,0.140172,0.801605,ZEUS,rxn_1423,25.23,75.76,0.0
7.86472e-05,cm^3/(mol*s),4.51879,12.5073,kJ/mol,1.0,K,300.0,K,3000.0,K,1.73363,0.0716667,0.409842,ZEUS,rxn_1405,41.56,71.28,0.0
0.0154951,cm^3/(mol*s),4.5379,14.8311,kJ/mol,1.0,K,300.0,K,3000.0,K,1.64554,0.064874,0.370996,ZEUS,rxn_180,4.15,34.58,0.0
6.93119e-06,cm^3/(mol*s),5.11634,89.6409,kJ/mol,1.0,K,300.0,K,3000.0,K,2.34419,0.110966,0.634585,ZEUS,rxn_1028,0.0,110.74,68.96
2.73758,cm^3/(mol*s),3.90114,7.90009,kJ/mol,1.0,K,300.0,K,3000.0,K,1.44118,0.0476016,0.27222,ZEUS,rxn_56,19.81,42.01,0.0
6.47771e-08,cm^3/(mol*s),5.57844,40.9154,kJ/mol,1.0,K,300.0,K,3000.0,K,3.72764,0.171381,0.980082,ZEUS,rxn_1151,8.92,75.81,0.0
0.000599349,cm^3/(mol*s),4.51099,32.4847,kJ/mol,1.0,K,300.0,K,3000.0,K,1.93295,0.0858416,0.490905,ZEUS,rxn_1276,48.57,98.66,0.0
9.69222e-06,cm^3/(mol*s),4.88338,19.2412,kJ/mol,1.0,K,300.0,K,3000.0,K,2.33103,0.110233,0.630392,ZEUS,rxn_1801,26.64,72.37,0.0
0.0342597,cm^3/(mol*s),4.31872,12.7525,kJ/mol,1.0,K,300.0,K,3000.0,K,1.5916,0.0605325,0.346169,ZEUS,rxn_773,49.99,82.8,0.0
2.69947e-07,cm^3/(mol*s),5.21405,33.045,kJ/mol,1.0,K,300.0,K,3000.0,K,2.89195,0.138318,0.791,ZEUS,rxn_2021,23.26,80.71,0.0
0.00933315,cm^3/(mol*s),3.37044,-7.37415,kJ/mol,1.0,K,300.0,K,3000.0,K,1.10893,0.0134677,0.0770183,ZEUS,rxn_1,58.67,65.85,0.0
0.0272973,cm^3/(mol*s),4.37108,78.2297,kJ/mol,1.0,K,300.0,K,3000.0,K,1.50657,0.0533819,0.305277,ZEUS,rxn_877,0.0,95.17,71.19
0.0200782,cm^3/(mol*s),3.876,7.41807,kJ/mol,1.0,K,300.0,K,3000.0,K,1.24525,0.0285691,0.163379,ZEUS,rxn_1952,79.36,102.66,0.0
0.0267325,cm^3/(mol*s),3.94276,72.3871,kJ/mol,1.0,K,300.0,K,3000.0,K,1.12191,0.0149835,0.0856867,ZEUS,rxn_229,0.0,83.79,78.21
2.06467e-06,cm^3/(mol*s),4.72212,52.9279,kJ/mol,1.0,K,300.0,K,3000.0,K,1.88719,0.0827213,0.47306,ZEUS,rxn_1900,0.0,72.71,39.48
3.41057e-07,cm^3/(mol*s),5.25314,28.9345,kJ/mol,1.0,K,300.0,K,3000.0,K,3.00964,0.143513,0.820714,ZEUS,rxn_1052,16.94,71.13,0.0
5.43369e-05,cm^3/(mol*s),4.44318,34.2064,kJ/mol,1.0,K,300.0,K,3000.0,K,1.61917,0.0627694,0.358961,ZEUS,rxn_613,0.0,52.52,24.12
3.23038e-06,cm^3/(mol*s),4.87431,17.2098,kJ/mol,1.0,K,300.0,K,3000.0,K,2.09851,0.0965455,0.552117,ZEUS,rxn_1281,19.37,57.35,0.0
1.53491e-06,cm^3/(mol*s),5.1736,25.7674,kJ/mol,1.0,K,300.0,K,3000.0,K,2.82786,0.135399,0.774307,ZEUS,rxn_1235,16.81,71.94,0.0
0.00555756,cm^3/(mol*s),4.43474,26.8775,kJ/mol,1.0,K,300.0,K,3000.0,K,1.64096,0.0645109,0.36892,ZEUS,rxn_99,0.0,48.8,18.27
0.0167659,cm^3/(mol*s),4.50195,14.0246,kJ/mol,1.0,K,300.0,K,3000.0,K,1.77054,0.0744101,0.425531,ZEUS,rxn_760,69.84,106.44,0.0
1.11412e-07,cm^3/(mol*s),5.76527,66.2099,kJ/mol,1.0,K,300.0,K,3000.0,K,3.90929,0.177579,1.01552,ZEUS,rxn_1377,0.0,92.59,33.92
2.6042e-09,cm^3/(mol*s),5.65212,39.1254,kJ/mol,1.0,K,300.0,K,3000.0,K,4.08727,0.183378,1.04869,ZEUS,rxn_1138,7.69,74.96,0.0
1.30228e-05,cm^3/(mol*s),5.31848,32.9822,kJ/mol,1.0,K,300.0,K,3000.0,K,2.84064,0.135986,0.777667,ZEUS,rxn_1834,0.0,57.2,1.03
1.33522e-05,cm^3/(mol*s),5.04893,33.5803,kJ/mol,1.0,K,300.0,K,3000.0,K,2.51283,0.120015,0.68633,ZEUS,rxn_331,0.0,58.75,8.38
6.07431e-05,cm^3/(mol*s),4.71509,57.3655,kJ/mol,1.0,K,300.0,K,3000.0,K,2.11848,0.0977795,0.559174,ZEUS,rxn_1669,0.0,76.94,23.44
0.000644187,cm^3/(mol*s),4.37095,89.7776,kJ/mol,1.0,K,300.0,K,3000.0,K,1.63252,0.0638394,0.36508,ZEUS,rxn_1683,0.0,103.57,62.93
0.047195,cm^3/(mol*s),3.95945,88.9367,kJ/mol,1.0,K,300.0,K,3000.0,K,1.17688,0.0212133,0.121313,ZEUS,rxn_935,0.0,98.45,87.99
0.0154993,cm^3/(mol*s),4.20486,56.6021,kJ/mol,1.0,K,300.0,K,3000.0,K,1.3944,0.0433039,0.247643,ZEUS,rxn_1604,0.0,75.05,51.43
0.0137633,cm^3/(mol*s),4.63973,62.7461,kJ/mol,1.0,K,300.0,K,3000.0,K,1.71587,0.0703254,0.402171,ZEUS,rxn_325,0.0,82.14,53.53
0.689414,cm^3/(mol*s),4.05005,1.99046,kJ/mol,1.0,K,300.0,K,3000.0,K,1.23412,0.0273992,0.156688,ZEUS,rxn_1795,89.13,102.03,0.0
9.11556e-05,cm^3/(mol*s),4.52198,26.3325,kJ/mol,1.0,K,300.0,K,3000.0,K,1.93862,0.0862231,0.493086,ZEUS,rxn_1967,22.77,68.99,0.0
26.9606,cm^3/(mol*s),3.33343,-6.94002,kJ/mol,1.0,K,300.0,K,3000.0,K,1.12034,0.0148007,0.0846412,ZEUS,rxn_694,98.68,103.13,0.0
0.00197216,cm^3/(mol*s),4.91785,30.5788,kJ/mol,1.0,K,300.0,K,3000.0,K,2.00712,0.0907459,0.518951,ZEUS,rxn_991,0.0,48.82,15.15
3.08215,cm^3/(mol*s),3.27973,12.2568,kJ/mol,1.0,K,300.0,K,3000.0,K,1.5463,0.0567718,0.324662,ZEUS,rxn_680,56.6,88.85,0.0
2.21638e-05,cm^3/(mol*s),4.75752,52.9778,kJ/mol,1.0,K,300.0,K,3000.0,K,1.98536,0.089326,0.510831,ZEUS,rxn_1327,0.0,71.1,31.49
0.00039281,cm^3/(mol*s),4.41672,19.3124,kJ/mol,1.0,K,300.0,K,3000.0,K,1.69367,0.0686288,0.392469,ZEUS,rxn_481,14.25,53.45,0.0
0.0984843,cm^3/(mol*s),3.8929,72.4313,kJ/mol,1.0,K,300.0,K,3000.0,K,1.14643,0.017799,0.101787,ZEUS,rxn_1587,0.0,85.24,73.55
1.88331e-06,cm^3/(mol*s),5.37734,59.1371,kJ/mol,1.0,K,300.0,K,3000.0,K,3.03745,0.144711,0.827564,ZEUS,rxn_1248,0.0,86.23,35.17
4.77018e-06,cm^3/(mol*s),5.21569,34.2573,kJ/mol,1.0,K,300.0,K,3000.0,K,2.55138,0.121998,0.69767,ZEUS,rxn_1859,0.0,58.73,12.8
0.0050477,cm^3/(mol*s),4.19868,4.64663,kJ/mol,1.0,K,300.0,K,3000.0,K,1.35378,0.039453,0.225621,ZEUS,rxn_617,44.87,63.78,0.0
31056.0,cm^3/(mol*s),2.32357,100.278,kJ/mol,1.0,K,300.0,K,3000.0,K,1.23729,0.0277334,0.1586,ZEUS,rxn_791,0.0,113.34,95.04
0.000249341,cm^3/(mol*s),4.56364,45.5398,kJ/mol,1.0,K,300.0,K,3000.0,K,1.88893,0.0828411,0.473745,ZEUS,rxn_552,0.0,64.34,26.55
52981.6,cm^3/(mol*s),2.65803,17.2751,kJ/mol,1.0,K,300.0,K,3000.0,K,1.46171,0.0494442,0.282758,ZEUS,rxn_113,22.54,56.47,0.0
8.62158e-06,cm^3/(mol*s),5.05011,42.1532,kJ/mol,1.0,K,300.0,K,3000.0,K,2.60078,0.124495,0.711955,ZEUS,rxn_1827,0.0,67.3,16.94
0.00167758,cm^3/(mol*s),4.29215,67.365,kJ/mol,1.0,K,300.0,K,3000.0,K,1.40028,0.043852,0.250777,ZEUS,rxn_987,0.0,80.82,62.58
0.00205656,cm^3/(mol*s),4.05013,67.1275,kJ/mol,1.0,K,300.0,K,3000.0,K,1.29065,0.0332328,0.190049,ZEUS,rxn_561,0.0,79.35,63.06
0.0673618,cm^3/(mol*s),3.42835,-5.64633,kJ/mol,1.0,K,300.0,K,3000.0,K,1.08683,0.0108458,0.062024,ZEUS,rxn_450,67.33,73.39,0.0
0.00029867,cm^3/(mol*s),4.18733,10.4989,kJ/mol,1.0,K,300.0,K,3000.0,K,1.44948,0.0483498,0.276499,ZEUS,rxn_1191,91.48,119.63,0.0
5.95164e-06,cm^3/(mol*s),4.75385,19.9544,kJ/mol,1.0,K,300.0,K,3000.0,K,2.1351,0.0987969,0.564992,ZEUS,rxn_2006,44.16,85.97,0.0
2.08392e-05,cm^3/(mol*s),4.82161,71.4727,kJ/mol,1.0,K,300.0,K,3000.0,K,2.22145,0.103961,0.594526,ZEUS,rxn_1529,0.0,90.84,49.26
0.00115017,cm^3/(mol*s),4.07124,3.18483,kJ/mol,1.0,K,300.0,K,3000.0,K,1.29063,0.0332313,0.19004,ZEUS,rxn_1412,70.53,87.85,0.0
7.34356e-07,cm^3/(mol*s),5.72102,69.2868,kJ/mol,1.0,K,300.0,K,3000.0,K,4.08497,0.183304,1.04827,ZEUS,rxn_1243,0.0,98.34,37.1
1.27965e-05,cm^3/(mol*s),4.87951,41.2344,kJ/mol,1.0,K,300.0,K,3000.0,K,2.38121,0.113007,0.646257,ZEUS,rxn_1155,70.53,131.06,0.0
0.000987898,cm^3/(mol*s),3.83264,28.1159,kJ/mol,1.0,K,300.0,K,3000.0,K,1.165,0.0198918,0.113756,ZEUS,rxn_424,0.0,40.68,26.85
9.03313e-05,cm^3/(mol*s),4.84162,48.9153,kJ/mol,1.0,K,300.0,K,3000.0,K,2.05947,0.0941,0.538132,ZEUS,rxn_889,0.0,71.68,33.38
0.00461763,cm^3/(mol*s),4.44911,97.8218,kJ/mol,1.0,K,300.0,K,3000.0,K,1.54376,0.0565579,0.323439,ZEUS,rxn_897,0.0,114.25,89.71
9.48686e-05,cm^3/(mol*s),5.21712,92.8214,kJ/mol,1.0,K,300.0,K,3000.0,K,2.85444,0.136617,0.781277,ZEUS,rxn_1221,0.0,117.34,68.09
1.26939e-05,cm^3/(mol*s),4.93555,68.0586,kJ/mol,1.0,K,300.0,K,3000.0,K,2.28703,0.107751,0.616196,ZEUS,rxn_1893,0.0,89.42,47.23
6.19091e-07,cm^3/(mol*s),5.40926,50.4356,kJ/mol,1.0,K,300.0,K,3000.0,K,3.37572,0.158465,0.906216,ZEUS,rxn_1049,0.0,76.61,18.69
1.01606e-05,cm^3/(mol*s),4.73891,24.7235,kJ/mol,1.0,K,300.0,K,3000.0,K,2.20692,0.103106,0.589637,ZEUS,rxn_1211,58.94,103.92,0.0
0.0180254,cm^3/(mol*s),4.18126,7.61047,kJ/mol,1.0,K,300.0,K,3000.0,K,1.41527,0.0452385,0.258707,ZEUS,rxn_1303,71.19,95.16,0.0
780050.0,cm^3/(mol*s),2.28879,6.16995,kJ/mol,1.0,K,300.0,K,3000.0,K,1.15889,0.0192077,0.109843,ZEUS,rxn_127,62.12,79.39,0.0
2576880.0,cm^3/(mol*s),2.30865,31.3134,kJ/mol,1.0,K,300.0,K,3000.0,K,1.24834,0.0288916,0.165223,ZEUS,rxn_732,0.0,40.88,14.37
0.99908,cm^3/(mol*s),3.88835,54.0801,kJ/mol,1.0,K,300.0,K,3000.0,K,1.21252,0.0250998,0.143539,ZEUS,rxn_356,0.0,68.32,50.66
0.00129497,cm^3/(mol*s),4.30869,32.5078,kJ/mol,1.0,K,300.0,K,3000.0,K,1.67755,0.0673833,0.385346,ZEUS,rxn_574,8.97,56.42,0.0
0.00502901,cm^3/(mol*s),4.28949,45.1596,kJ/mol,1.0,K,300.0,K,3000.0,K,1.51044,0.0537156,0.307185,ZEUS,rxn_1623,0.0,63.68,36.59
0.107459,cm^3/(mol*s),3.91552,0.906416,kJ/mol,1.0,K,300.0,K,3000.0,K,1.18491,0.0220989,0.126377,ZEUS,rxn_1495,81.99,93.22,0.0
9.70538,cm^3/(mol*s),3.591,114.923,kJ/mol,1.0,K,300.0,K,3000.0,K,1.04769,0.00606828,0.0347028,ZEUS,rxn_1616,0.0,120.09,117.63
0.287808,cm^3/(mol*s),3.85776,1.69385,kJ/mol,1.0,K,300.0,K,3000.0,K,1.18862,0.0225064,0.128708,ZEUS,rxn_98,49.58,65.65,0.0
2682430.0,cm^3/(mol*s),2.18997,7.62804,kJ/mol,1.0,K,300.0,K,3000.0,K,1.12353,0.0151705,0.0867559,ZEUS,rxn_624,42.92,63.75,0.0
4.14707e-05,cm^3/(mol*s),4.78313,79.7516,kJ/mol,1.0,K,300.0,K,3000.0,K,2.07547,0.0951075,0.543894,ZEUS,rxn_1266,0.0,98.75,59.66
1.04598e-07,cm^3/(mol*s),5.1561,51.2467,kJ/mol,1.0,K,300.0,K,3000.0,K,2.87833,0.137703,0.787484,ZEUS,rxn_1965,0.0,77.54,24.49
0.676035,cm^3/(mol*s),3.69315,93.8471,kJ/mol,1.0,K,300.0,K,3000.0,K,1.08556,0.010693,0.0611503,ZEUS,rxn_1615,0.0,101.59,96.53
6.69241e-06,cm^3/(mol*s),4.80147,25.3124,kJ/mol,1.0,K,300.0,K,3000.0,K,2.01911,0.091522,0.523389,ZEUS,rxn_10,0.0,46.08,8.02
0.000314161,cm^3/(mol*s),4.65302,40.6248,kJ/mol,1.0,K,300.0,K,3000.0,K,2.13283,0.0986588,0.564202,ZEUS,rxn_927,4.74,64.72,0.0
0.0129351,cm^3/(mol*s),3.96119,1.73406,kJ/mol,1.0,K,300.0,K,3000.0,K,1.20936,0.0247595,0.141592,ZEUS,rxn_1979,93.55,107.66,0.0
2.74422e-06,cm^3/(mol*s),4.67698,59.3705,kJ/mol,1.0,K,300.0,K,3000.0,K,1.86259,0.081012,0.463286,ZEUS,rxn_1491,0.0,78.67,47.26
0.308131,cm^3/(mol*s),4.16331,141.627,kJ/mol,1.0,K,300.0,K,3000.0,K,1.27791,0.0319408,0.182661,ZEUS,rxn_899,0.0,150.84,138.55
0.00256105,cm^3/(mol*s),4.64794,38.045,kJ/mol,1.0,K,300.0,K,3000.0,K,1.90547,0.0839765,0.480239,ZEUS,rxn_966,0.0,56.0,19.42
0.354974,cm^3/(mol*s),3.87903,-1.40645,kJ/mol,1.0,K,300.0,K,3000.0,K,1.15319,0.018565,0.106168,ZEUS,rxn_686,35.87,53.53,0.0
0.00591259,cm^3/(mol*s),4.03868,2.40567,kJ/mol,1.0,K,300.0,K,3000.0,K,1.26934,0.0310643,0.177648,ZEUS,rxn_422,51.83,67.53,0.0
0.000107067,cm^3/(mol*s),4.58009,59.6672,kJ/mol,1.0,K,300.0,K,3000.0,K,1.86524,0.0811975,0.464346,ZEUS,rxn_1670,0.0,76.14,29.2
0.00413997,cm^3/(mol*s),4.1526,10.4832,kJ/mol,1.0,K,300.0,K,3000.0,K,1.42786,0.0463921,0.265304,ZEUS,rxn_1322,59.94,86.21,0.0
1.43853e-06,cm^3/(mol*s),5.04493,29.6986,kJ/mol,1.0,K,300.0,K,3000.0,K,2.7762,0.132997,0.760574,ZEUS,rxn_1962,20.9,76.57,0.0
0.00399775,cm^3/(mol*s),4.65004,29.1935,kJ/mol,1.0,K,300.0,K,3000.0,K,2.0124,0.0910884,0.520909,ZEUS,rxn_347,0.0,52.59,6.16
2025.08,cm^3/(mol*s),2.68192,78.1142,kJ/mol,1.0,K,300.0,K,3000.0,K,1.07122,0.00896103,0.0512457,ZEUS,rxn_795,0.0,95.99,71.56
1.27942e-05,cm^3/(mol*s),4.96879,34.7557,kJ/mol,1.0,K,300.0,K,3000.0,K,2.14833,0.0996018,0.569595,ZEUS,rxn_1903,0.0,55.89,18.31
43.2752,cm^3/(mol*s),3.25887,-7.35649,kJ/mol,1.0,K,300.0,K,3000.0,K,1.14624,0.0177771,0.101662,ZEUS,rxn_660,116.15,117.65,0.0
0.00259619,cm^3/(mol*s),3.98829,0.93762,kJ/mol,1.0,K,300.0,K,3000.0,K,1.22824,0.0267775,0.153133,ZEUS,rxn_1413,64.77,76.86,0.0
0.0701732,cm^3/(mol*s),3.89282,0.739372,kJ/mol,1.0,K,300.0,K,3000.0,K,1.17309,0.0207935,0.118912,ZEUS,rxn_1143,136.94,147.69,0.0
8.45634e-07,cm^3/(mol*s),5.08684,39.2363,kJ/mol,1.0,K,300.0,K,3000.0,K,2.84409,0.136144,0.77857,ZEUS,rxn_1985,0.74,65.79,0.0
0.00584366,cm^3/(mol*s),4.54008,11.8701,kJ/mol,1.0,K,300.0,K,3000.0,K,1.77728,0.0749053,0.428363,ZEUS,rxn_96,21.65,56.64,0.0
0.00294213,cm^3/(mol*s),4.37681,61.9903,kJ/mol,1.0,K,300.0,K,3000.0,K,2.01378,0.0911778,0.52142,ZEUS,rxn_1862,0.0,84.07,48.01
0.000376345,cm^3/(mol*s),4.60581,17.0203,kJ/mol,1.0,K,300.0,K,3000.0,K,1.85211,0.0802771,0.459082,ZEUS,rxn_1989,44.5,82.31,0.0
0.0944064,cm^3/(mol*s),4.529,11.9147,kJ/mol,1.0,K,300.0,K,3000.0,K,1.75355,0.0731547,0.418351,ZEUS,rxn_482,26.05,60.69,0.0
0.00211228,cm^3/(mol*s),4.52867,68.4238,kJ/mol,1.0,K,300.0,K,3000.0,K,1.74809,0.0727484,0.416028,ZEUS,rxn_938,0.0,83.29,26.38
0.000644803,cm^3/(mol*s),4.10295,9.15423,kJ/mol,1.0,K,300.0,K,3000.0,K,1.37767,0.041732,0.238654,ZEUS,rxn_2018,75.98,103.04,0.0
624253.0,cm^3/(mol*s),2.48777,15.5713,kJ/mol,1.0,K,300.0,K,3000.0,K,1.30065,0.0342387,0.195801,ZEUS,rxn_909,27.71,54.78,0.0
1.87428e-07,cm^3/(mol*s),5.14862,22.7151,kJ/mol,1.0,K,300.0,K,3000.0,K,2.6817,0.128487,0.734779,ZEUS,rxn_1018,23.86,73.47,0.0
0.0076486,cm^3/(mol*s),3.96318,53.692,kJ/mol,1.0,K,300.0,K,3000.0,K,1.22547,0.0264835,0.151452,ZEUS,rxn_566,0.0,65.15,52.28
16.3112,cm^3/(mol*s),3.95408,53.9311,kJ/mol,1.0,K,300.0,K,3000.0,K,1.49609,0.0524722,0.300074,ZEUS,rxn_128,0.0,72.8,48.95
0.0168445,cm^3/(mol*s),3.93933,2.42362,kJ/mol,1.0,K,300.0,K,3000.0,K,1.22502,0.0264357,0.151178,ZEUS,rxn_415,59.29,75.44,0.0
7.29707e-06,cm^3/(mol*s),5.20058,68.1084,kJ/mol,1.0,K,300.0,K,3000.0,K,2.92396,0.139752,0.7992,ZEUS,rxn_1309,0.0,91.01,40.41
3.0022e-07,cm^3/(mol*s),5.53354,25.0817,kJ/mol,1.0,K,300.0,K,3000.0,K,3.06395,0.145843,0.834036,ZEUS,rxn_34,0.0,53.15,0.91
0.0174232,cm^3/(mol*s),4.39051,8.0833,kJ/mol,1.0,K,300.0,K,3000.0,K,1.5278,0.0552044,0.315699,ZEUS,rxn_1791,63.81,88.58,0.0
5.03741e-06,cm^3/(mol*s),4.70194,17.4523,kJ/mol,1.0,K,300.0,K,3000.0,K,2.03244,0.0923789,0.528289,ZEUS,rxn_578,17.56,58.74,0.0
0.0923836,cm^3/(mol*s),3.76774,0.120862,kJ/mol,1.0,K,300.0,K,3000.0,K,1.12648,0.0155123,0.0887107,ZEUS,rxn_1391,103.9,115.9,0.0
0.00520507,cm^3/(mol*s),4.58102,87.6624,kJ/mol,1.0,K,300.0,K,3000.0,K,1.69962,0.0690859,0.395083,ZEUS,rxn_866,0.0,108.84,78.42
1.64743e-06,cm^3/(mol*s),4.90329,17.3885,kJ/mol,1.0,K,300.0,K,3000.0,K,2.22629,0.104245,0.596147,ZEUS,rxn_1060,40.21,81.09,0.0
1.88202e-05,cm^3/(mol*s),4.65652,72.6188,kJ/mol,1.0,K,300.0,K,3000.0,K,1.9484,0.0868784,0.496834,ZEUS,rxn_1811,0.0,93.49,55.23
3642640.0,cm^3/(mol*s),2.19325,50.5457,kJ/mol,1.0,K,300.0,K,3000.0,K,1.19237,0.0229168,0.131055,ZEUS,rxn_183,0.0,58.8,37.2
3.87783e-06,cm^3/(mol*s),5.19071,44.0555,kJ/mol,1.0,K,300.0,K,3000.0,K,2.8844,0.137977,0.789054,ZEUS,rxn_1228,0.0,69.57,13.14
4474.83,cm^3/(mol*s),2.79424,67.1922,kJ/mol,1.0,K,300.0,K,3000.0,K,1.07175,0.0090258,0.0516161,ZEUS,rxn_799,0.0,84.68,56.75
1.86883e-06,cm^3/(mol*s),5.32834,52.4376,kJ/mol,1.0,K,300.0,K,3000.0,K,2.95392,0.141079,0.806793,ZEUS,rxn_1282,0.0,76.57,20.9
59750.5,cm^3/(mol*s),2.67314,16.8595,kJ/mol,1.0,K,300.0,K,3000.0,K,1.46887,0.0500803,0.286396,ZEUS,rxn_682,22.86,56.44,0.0
8.08303e-05,cm^3/(mol*s),4.80723,27.8527,kJ/mol,1.0,K,300.0,K,3000.0,K,2.16033,0.100327,0.573744,ZEUS,rxn_973,0.0,50.76,2.47
0.239099,cm^3/(mol*s),3.34629,-6.41008,kJ/mol,1.0,K,300.0,K,3000.0,K,1.13306,0.0162714,0.0930518,ZEUS,rxn_453,83.41,88.35,0.0
0.245673,cm^3/(mol*s),3.86096,-1.4164,kJ/mol,1.0,K,300.0,K,3000.0,K,1.14487,0.017622,0.100775,ZEUS,rxn_119,35.55,52.9,0.0
4.71576e-05,cm^3/(mol*s),4.51256,55.4966,kJ/mol,1.0,K,300.0,K,3000.0,K,1.74557,0.0725601,0.414951,ZEUS,rxn_1914,0.0,73.37,42.83
6.79895e-06,cm^3/(mol*s),5.05403,48.5001,kJ/mol,1.0,K,300.0,K,3000.0,K,2.69139,0.128956,0.737466,ZEUS,rxn_1067,32.52,102.05,0.0
2.46204,cm^3/(mol*s),3.65164,-2.248,kJ/mol,1.0,K,300.0,K,3000.0,K,1.0704,0.00886112,0.0506743,ZEUS,rxn_1318,111.36,116.13,0.0
3.75865e-06,cm^3/(mol*s),4.91839,22.3884,kJ/mol,1.0,K,300.0,K,3000.0,K,2.37767,0.112813,0.645147,ZEUS,rxn_1803,12.01,60.04,0.0
39.0233,cm^3/(mol*s),3.28152,-7.57308,kJ/mol,1.0,K,300.0,K,3000.0,K,1.11619,0.0143171,0.0818754,ZEUS,rxn_710,99.62,103.1,0.0
1.30384e-07,cm^3/(mol*s),5.32461,40.6465,kJ/mol,1.0,K,300.0,K,3000.0,K,3.20844,0.151845,0.868358,ZEUS,rxn_1011,0.0,67.59,5.1
5.93552e-05,cm^3/(mol*s),4.81853,75.7982,kJ/mol,1.0,K,300.0,K,3000.0,K,1.9824,0.0891318,0.50972,ZEUS,rxn_1333,0.0,92.11,55.01
5.33914e-05,cm^3/(mol*s),4.7766,28.2268,kJ/mol,1.0,K,300.0,K,3000.0,K,2.02292,0.0917674,0.524792,ZEUS,rxn_974,0.0,48.74,9.15
0.0176928,cm^3/(mol*s),4.39866,8.23055,kJ/mol,1.0,K,300.0,K,3000.0,K,1.5577,0.057729,0.330136,ZEUS,rxn_388,16.16,48.92,0.0
1.31184,cm^3/(mol*s),3.63052,71.7365,kJ/mol,1.0,K,300.0,K,3000.0,K,1.06819,0.00859165,0.0491333,ZEUS,rxn_567,0.0,77.76,73.37
1.06359e-05,cm^3/(mol*s),5.34889,32.289,kJ/mol,1.0,K,300.0,K,3000.0,K,3.01469,0.143732,0.821961,ZEUS,rxn_1832,3.56,62.14,0.0
0.000115476,cm^3/(mol*s),5.00624,87.0874,kJ/mol,1.0,K,300.0,K,3000.0,K,2.29216,0.108043,0.617865,ZEUS,rxn_1808,0.0,107.84,64.21
53695.1,cm^3/(mol*s),2.74509,15.4618,kJ/mol,1.0,K,300.0,K,3000.0,K,1.49858,0.052689,0.301314,ZEUS,rxn_701,69.56,100.36,0.0
5.37351e-08,cm^3/(mol*s),5.23334,51.2914,kJ/mol,1.0,K,300.0,K,3000.0,K,2.75479,0.131989,0.754807,ZEUS,rxn_1293,0.0,76.41,28.32
4.46283e-06,cm^3/(mol*s),4.9091,18.9976,kJ/mol,1.0,K,300.0,K,3000.0,K,2.28627,0.107708,0.61595,ZEUS,rxn_1279,31.82,76.22,0.0
0.314846,cm^3/(mol*s),4.02215,109.423,kJ/mol,1.0,K,300.0,K,3000.0,K,1.23187,0.027162,0.155332,ZEUS,rxn_1632,0.0,120.11,105.95
7.92229e-05,cm^3/(mol*s),5.22313,105.101,kJ/mol,1.0,K,300.0,K,3000.0,K,2.50244,0.119475,0.683244,ZEUS,rxn_1246,0.0,125.9,82.7
4.02389e-06,cm^3/(mol*s),5.17932,34.6943,kJ/mol,1.0,K,300.0,K,3000.0,K,2.81237,0.134683,0.770217,ZEUS,rxn_1418,62.84,119.22,0.0
