reaction_type,A,A_unit,n,Ea,Ea_unit,T0,T0_unit,Tmin,Tmin_unit,Tmax,Tmax_unit,dA,dn,dEa,status,group,reaction_id,E0_reactants_kJmol,E0_TS_kJmol,E0_products_kJmol
forward,9.32805e-08,cm^3/(mol*s),5.31165,39.7207,kJ/mol,1.0,K,300.0,K,3000.0,K,2.94951,0.140885,0.805681,parsed,ZEUS,rmg_rxn_15603,0.0,65.79,9.69
reverse,1542.59,cm^3/(mol*s),2.74051,40.7423,kJ/mol,1.0,K,300.0,K,3000.0,K,1.08368,0.010467,0.0598576,parsed,ZEUS,rmg_rxn_15595,27.79,59.52,0.0
forward,113056.0,cm^3/(mol*s),2.62556,17.5388,kJ/mol,1.0,K,300.0,K,3000.0,K,1.41509,0.0452226,0.258616,parsed,ZEUS,rmg_rxn_15595,27.79,59.52,0.0
reverse,4.0922e-05,cm^3/(mol*s),4.99329,37.5315,kJ/mol,1.0,K,300.0,K,3000.0,K,2.40287,0.114186,0.653,parsed,ZEUS,rmg_rxn_15582,14.67,62.81,0.0
forward,4.86268e-06,cm^3/(mol*s),4.94034,21.646,kJ/mol,1.0,K,300.0,K,3000.0,K,2.40748,0.114436,0.654428,parsed,ZEUS,rmg_rxn_15582,14.67,62.81,0.0
reverse,0.000839959,cm^3/(mol*s),3.94809,147.104,kJ/mol,1.0,K,300.0,K,3000.0,K,1.15613,0.0188971,0.108067,parsed,ZEUS,rmg_rxn_16799,147.51,161.72,0.0
forward,0.000443319,cm^3/(mol*s),3.80899,-0.489405,kJ/mol,1.0,K,300.0,K,3000.0,K,1.16049,0.0193871,0.11087,parsed,ZEUS,rmg_rxn_16799,147.51,161.72,0.0
reverse,0.140881,cm^3/(mol*s),3.83104,57.6322,kJ/mol,1.0,K,300.0,K,3000.0,K,1.14379,0.0174992,0.100073,parsed,ZEUS,rmg_rxn_15409,55.08,65.85,0.0
forward,0.27368,cm^3/(mol*s),3.73474,2.4735,kJ/mol,1.0,K,300.0,K,3000.0,K,1.13488,0.0164802,0.0942454,parsed,ZEUS,rmg_rxn_15409,55.08,65.85,0.0
reverse,0.0526746,cm^3/(mol*s),4.00026,59.042,kJ/mol,1.0,K,300.0,K,3000.0,K,1.27,0.031132,0.178035,parsed,ZEUS,rmg_rxn_15443,50.52,72.03,0.0
forward,0.068472,cm^3/(mol*s),4.07121,8.32132,kJ/mol,1.0,K,300.0,K,3000.0,K,1.32024,0.0361857,0.206936,parsed,ZEUS,rmg_rxn_15443,50.52,72.03,0.0
reverse,3.77338e-05,cm^3/(mol*s),5.02969,45.9993,kJ/mol,1.0,K,300.0,K,3000.0,K,2.26021,0.106214,0.607411,parsed,ZEUS,rmg_rxn_16706,26.05,66.64,0.0
forward,2.20848e-05,cm^3/(mol*s),4.99016,18.9666,kJ/mol,1.0,K,300.0,K,3000.0,K,2.26231,0.106336,0.608104,parsed,ZEUS,rmg_rxn_16706,26.05,66.64,0.0
reverse,5.59418e-06,cm^3/(mol*s),4.75434,38.2266,kJ/mol,1.0,K,300.0,K,3000.0,K,1.99171,0.0897422,0.513211,parsed,ZEUS,rmg_rxn_15619,23.06,61.89,0.0
forward,2.076e-06,cm^3/(mol*s),4.71005,14.8154,kJ/mol,1.0,K,300.0,K,3000.0,K,1.99704,0.0900905,0.515203,parsed,ZEUS,rmg_rxn_15619,23.06,61.89,0.0
reverse,0.000420401,cm^3/(mol*s),4.34293,72.1158,kJ/mol,1.0,K,300.0,K,3000.0,K,1.4279,0.0463959,0.265325,parsed,ZEUS,rmg_rxn_15590,69.93,91.69,0.0
forward,0.00171491,cm^3/(mol*s),4.08825,2.07941,kJ/mol,1.0,K,300.0,K,3000.0,K,1.26994,0.0311262,0.178002,parsed,ZEUS,rmg_rxn_15590,69.93,91.69,0.0
reverse,0.00716016,cm^3/(mol*s),4.26249,20.7958,kJ/mol,1.0,K,300.0,K,3000.0,K,1.36278,0.0403164,0.230558,parsed,ZEUS,rmg_rxn_16765,19.27,43.19,0.0
forward,0.412526,cm^3/(mol*s),4.02707,4.14826,kJ/mol,1.0,K,300.0,K,3000.0,K,1.52217,0.0547237,0.31295,parsed,ZEUS,rmg_rxn_16765,19.27,43.19,0.0
reverse,1.80334e-06,cm^3/(mol*s),4.97293,31.0869,kJ/mol,1.0,K,300.0,K,3000.0,K,2.26902,0.106721,0.610309,parsed,ZEUS,rmg_rxn_15715,11.72,54.82,0.0
forward,5.91131e-06,cm^3/(mol*s),4.84618,20.2591,kJ/mol,1.0,K,300.0,K,3000.0,K,2.21163,0.103384,0.591226,parsed,ZEUS,rmg_rxn_15715,11.72,54.82,0.0
reverse,0.136953,cm^3/(mol*s),4.13709,88.7974,kJ/mol,1.0,K,300.0,K,3000.0,K,1.3312,0.0372627,0.213095,parsed,ZEUS,rmg_rxn_15504,80.23,99.98,0.0
forward,0.226373,cm^3/(mol*s),4.01455,7.88193,kJ/mol,1.0,K,300.0,K,3000.0,K,1.2787,0.0320218,0.183124,parsed,ZEUS,rmg_rxn_15504,80.23,99.98,0.0
reverse,1.71543e-06,cm^3/(mol*s),4.9938,25.6284,kJ/mol,1.0,K,300.0,K,3000.0,K,2.39034,0.113506,0.649107,parsed,ZEUS,rmg_rxn_15671,0.46,50.76,0.0
forward,1.16057e-06,cm^3/(mol*s),4.97875,25.2716,kJ/mol,1.0,K,300.0,K,3000.0,K,2.40354,0.114223,0.653208,parsed,ZEUS,rmg_rxn_15671,0.46,50.76,0.0
reverse,2.12496e-05,cm^3/(mol*s),4.46725,12.2897,kJ/mol,1.0,K,300.0,K,3000.0,K,1.69077,0.0684059,0.391195,parsed,ZEUS,rmg_rxn_16796,0.0,44.42,8.61
forward,6.46214e-05,cm^3/(mol*s),4.72113,21.8441,kJ/mol,1.0,K,300.0,K,3000.0,K,1.84951,0.0800939,0.458035,parsed,ZEUS,rmg_rxn_16796,0.0,44.42,8.61
reverse,7.85552e-06,cm^3/(mol*s),4.67141,25.2997,kJ/mol,1.0,K,300.0,K,3000.0,K,1.77461,0.0747093,0.427242,parsed,ZEUS,rmg_rxn_16525,17.26,47.53,0.0
forward,2.38309e-05,cm^3/(mol*s),4.48967,7.77506,kJ/mol,1.0,K,300.0,K,3000.0,K,1.6264,0.0633505,0.362284,parsed,ZEUS,rmg_rxn_16525,17.26,47.53,0.0
reverse,6.39224e-06,cm^3/(mol*s),4.61526,25.86,kJ/mol,1.0,K,300.0,K,3000.0,K,1.78618,0.0755561,0.432084,parsed,ZEUS,rmg_rxn_15679,13.67,47.67,0.0
forward,1.44993e-05,cm^3/(mol*s),4.47711,12.701,kJ/mol,1.0,K,300.0,K,3000.0,K,1.71762,0.0704578,0.402929,parsed,ZEUS,rmg_rxn_15679,13.67,47.67,0.0
reverse,2326.51,cm^3/(mol*s),2.93277,-1.59607,kJ/mol,1.0,K,300.0,K,3000.0,K,1.07698,0.00965994,0.0552425,parsed,ZEUS,rmg_rxn_15436,0.0,108.07,106.91
forward,22652.8,cm^3/(mol*s),2.77386,105.023,kJ/mol,1.0,K,300.0,K,3000.0,K,1.19593,0.0233046,0.133273,parsed,ZEUS,rmg_rxn_15436,0.0,108.07,106.91
reverse,0.0317347,cm^3/(mol*s),3.99108,68.6897,kJ/mol,1.0,K,300.0,K,3000.0,K,1.2287,0.0268265,0.153413,parsed,ZEUS,rmg_rxn_15395,62.46,81.8,0.0
forward,0.0196703,cm^3/(mol*s),4.02982,6.13648,kJ/mol,1.0,K,300.0,K,3000.0,K,1.27555,0.0316998,0.181282,parsed,ZEUS,rmg_rxn_15395,62.46,81.8,0.0
reverse,0.0061469,cm^3/(mol*s),4.40464,18.4022,kJ/mol,1.0,K,300.0,K,3000.0,K,1.46063,0.049348,0.282208,parsed,ZEUS,rmg_rxn_16489,15.53,37.1,0.0
forward,0.00291667,cm^3/(mol*s),4.26379,2.20209,kJ/mol,1.0,K,300.0,K,3000.0,K,1.35476,0.0395471,0.226159,parsed,ZEUS,rmg_rxn_16489,15.53,37.1,0.0
reverse,0.102855,cm^3/(mol*s),3.56444,25.9344,kJ/mol,1.0,K,300.0,K,3000.0,K,1.03513,0.00449723,0.0257184,parsed,ZEUS,rmg_rxn_15426,28.67,38.07,0.0
forward,0.0840008,cm^3/(mol*s),3.48684,-3.99356,kJ/mol,1.0,K,300.0,K,3000.0,K,1.08591,0.0107355,0.0613935,parsed,ZEUS,rmg_rxn_15426,28.67,38.07,0.0
reverse,0.00017775,cm^3/(mol*s),4.69216,21.0389,kJ/mol,1.0,K,300.0,K,3000.0,K,1.83394,0.0789929,0.451738,parsed,ZEUS,rmg_rxn_15434,1.27,39.26,0.0
forward,0.00126134,cm^3/(mol*s),4.54352,20.0374,kJ/mol,1.0,K,300.0,K,3000.0,K,1.75926,0.0735779,0.420771,parsed,ZEUS,rmg_rxn_15434,1.27,39.26,0.0
reverse,2.62306e-08,cm^3/(mol*s),6.18222,331.879,kJ/mol,1.0,K,300.0,K,3000.0,K,13.8368,0.342213,1.95702,parsed,ZEUS,rmg_rxn_16516,173.18,363.35,0.0
forward,4.20368e-10,cm^3/(mol*s),6.24722,156.406,kJ/mol,1.0,K,300.0,K,3000.0,K,12.3126,0.327012,1.87009,parsed,ZEUS,rmg_rxn_16516,173.18,363.35,0.0
reverse,3.88846e-05,cm^3/(mol*s),4.65136,21.172,kJ/mol,1.0,K,300.0,K,3000.0,K,1.74208,0.0722999,0.413463,parsed,ZEUS,rmg_rxn_16523,11.55,41.51,0.0
forward,1.986e-05,cm^3/(mol*s),4.54396,8.36323,kJ/mol,1.0,K,300.0,K,3000.0,K,1.6608,0.066076,0.377871,parsed,ZEUS,rmg_rxn_16523,11.55,41.51,0.0
reverse,0.000695862,cm^3/(mol*s),4.20044,21.6781,kJ/mol,1.0,K,300.0,K,3000.0,K,1.30258,0.0344318,0.196906,parsed,ZEUS,rmg_rxn_15651,21.04,38.12,0.0
forward,0.00281326,cm^3/(mol*s),3.93008,0.642462,kJ/mol,1.0,K,300.0,K,3000.0,K,1.14595,0.0177443,0.101475,parsed,ZEUS,rmg_rxn_15651,21.04,38.12,0.0
reverse,2.14065e-06,cm^3/(mol*s),4.92071,31.6618,kJ/mol,1.0,K,300.0,K,3000.0,K,2.1913,0.102181,0.584346,parsed,ZEUS,rmg_rxn_15618,14.14,54.99,0.0
forward,6.57833e-06,cm^3/(mol*s),4.80359,18.3779,kJ/mol,1.0,K,300.0,K,3000.0,K,2.11793,0.0977454,0.558979,parsed,ZEUS,rmg_rxn_15618,14.14,54.99,0.0
reverse,0.194771,cm^3/(mol*s),3.06364,2.1191,kJ/mol,1.0,K,300.0,K,3000.0,K,1.29296,0.0334663,0.191384,parsed,ZEUS,rmg_rxn_16803,0.0,109.08,90.12
forward,0.0827276,cm^3/(mol*s),3.19926,92.0742,kJ/mol,1.0,K,300.0,K,3000.0,K,1.31769,0.0359335,0.205494,parsed,ZEUS,rmg_rxn_16803,0.0,109.08,90.12
reverse,9.59725e-06,cm^3/(mol*s),5.11494,63.0927,kJ/mol,1.0,K,300.0,K,3000.0,K,2.51663,0.120212,0.687456,parsed,ZEUS,rmg_rxn_15728,43.49,86.57,0.0
forward,8.99264e-06,cm^3/(mol*s),4.8944,18.3325,kJ/mol,1.0,K,300.0,K,3000.0,K,2.27237,0.106913,0.611406,parsed,ZEUS,rmg_rxn_15728,43.49,86.57,0.0
reverse,8.72119e-07,cm^3/(mol*s),5.50769,38.7358,kJ/mol,1.0,K,300.0,K,3000.0,K,2.34282,0.11089,0.63415,parsed,ZEUS,rmg_rxn_16653,33.19,67.49,0.0
forward,2.16433e-06,cm^3/(mol*s),5.11828,4.0861,kJ/mol,1.0,K,300.0,K,3000.0,K,2.03274,0.0923983,0.5284,parsed,ZEUS,rmg_rxn_16653,33.19,67.49,0.0
reverse,0.00112322,cm^3/(mol*s),4.49895,133.645,kJ/mol,1.0,K,300.0,K,3000.0,K,1.54636,0.0567768,0.324691,parsed,ZEUS,rmg_rxn_15579,121.44,149.6,0.0
forward,0.00302255,cm^3/(mol*s),4.05016,11.3093,kJ/mol,1.0,K,300.0,K,3000.0,K,1.35346,0.0394227,0.225447,parsed,ZEUS,rmg_rxn_15579,121.44,149.6,0.0
reverse,0.000214389,cm^3/(mol*s),4.37038,45.3558,kJ/mol,1.0,K,300.0,K,3000.0,K,1.56625,0.0584415,0.334211,parsed,ZEUS,rmg_rxn_15405,32.82,63.62,0.0
forward,0.000364508,cm^3/(mol*s),4.49194,12.7901,kJ/mol,1.0,K,300.0,K,3000.0,K,1.63939,0.0643864,0.368208,parsed,ZEUS,rmg_rxn_15405,32.82,63.62,0.0
reverse,8.91711e-05,cm^3/(mol*s),4.53124,100.729,kJ/mol,1.0,K,300.0,K,3000.0,K,1.62678,0.0633803,0.362454,parsed,ZEUS,rmg_rxn_15723,93.08,118.77,0.0
forward,9.69563e-05,cm^3/(mol*s),4.35339,7.39663,kJ/mol,1.0,K,300.0,K,3000.0,K,1.50304,0.0530762,0.303528,parsed,ZEUS,rmg_rxn_15723,93.08,118.77,0.0
reverse,6.49478e-08,cm^3/(mol*s),5.03311,27.4673,kJ/mol,1.0,K,300.0,K,3000.0,K,2.48258,0.118437,0.67731,parsed,ZEUS,rmg_rxn_15637,5.11,54.31,0.0
forward,1.42692e-07,cm^3/(mol*s),4.99533,22.7641,kJ/mol,1.0,K,300.0,K,3000.0,K,2.47021,0.117787,0.673589,parsed,ZEUS,rmg_rxn_15637,5.11,54.31,0.0
reverse,0.00339421,cm^3/(mol*s),3.79547,57.0168,kJ/mol,1.0,K,300.0,K,3000.0,K,1.10493,0.0129973,0.0743279,parsed,ZEUS,rmg_rxn_15515,59.43,70.95,0.0
forward,0.0224943,cm^3/(mol*s),3.78905,-2.16267,kJ/mol,1.0,K,300.0,K,3000.0,K,1.11963,0.0147181,0.0841688,parsed,ZEUS,rmg_rxn_15515,59.43,70.95,0.0
reverse,0.000565258,cm^3/(mol*s),4.35732,43.5455,kJ/mol,1.0,K,300.0,K,3000.0,K,1.54883,0.0569852,0.325883,parsed,ZEUS,rmg_rxn_15466,31.93,62.09,0.0
forward,0.000355527,cm^3/(mol*s),4.46458,11.6837,kJ/mol,1.0,K,300.0,K,3000.0,K,1.61226,0.0622126,0.355777,parsed,ZEUS,rmg_rxn_15466,31.93,62.09,0.0
reverse,0.00723691,cm^3/(mol*s),4.20687,105.4,kJ/mol,1.0,K,300.0,K,3000.0,K,1.3056,0.034733,0.198629,parsed,ZEUS,rmg_rxn_15729,105.33,120.99,0.0
forward,0.00668375,cm^3/(mol*s),3.93562,-0.447545,kJ/mol,1.0,K,300.0,K,3000.0,K,1.13889,0.0169399,0.0968744,parsed,ZEUS,rmg_rxn_15729,105.33,120.99,0.0
reverse,4.22646e-05,cm^3/(mol*s),4.53625,37.7792,kJ/mol,1.0,K,300.0,K,3000.0,K,1.56029,0.0579455,0.331374,parsed,ZEUS,rmg_rxn_16731,33.85,57.57,0.0
forward,0.000198528,cm^3/(mol*s),4.29958,4.07551,kJ/mol,1.0,K,300.0,K,3000.0,K,1.41096,0.0448417,0.256437,parsed,ZEUS,rmg_rxn_16731,33.85,57.57,0.0
reverse,9.27421e-06,cm^3/(mol*s),4.628,36.6727,kJ/mol,1.0,K,300.0,K,3000.0,K,1.72769,0.0712197,0.407286,parsed,ZEUS,rmg_rxn_16547,26.93,57.14,0.0
forward,3.19266e-05,cm^3/(mol*s),4.37656,9.6642,kJ/mol,1.0,K,300.0,K,3000.0,K,1.63675,0.0641764,0.367007,parsed,ZEUS,rmg_rxn_16547,26.93,57.14,0.0
reverse,3.28219e-06,cm^3/(mol*s),4.87056,91.6777,kJ/mol,1.0,K,300.0,K,3000.0,K,2.52083,0.120429,0.688699,parsed,ZEUS,rmg_rxn_16807,45.4,114.5,0.0
forward,1.37902e-05,cm^3/(mol*s),4.90559,47.8226,kJ/mol,1.0,K,300.0,K,3000.0,K,2.63496,0.126196,0.721682,parsed,ZEUS,rmg_rxn_16807,45.4,114.5,0.0
reverse,3.04478e-05,cm^3/(mol*s),4.79513,19.1767,kJ/mol,1.0,K,300.0,K,3000.0,K,2.13777,0.0989597,0.565923,parsed,ZEUS,rmg_rxn_16575,0.0,51.27,9.15
forward,9.54555e-06,cm^3/(mol*s),5.0097,27.7015,kJ/mol,1.0,K,300.0,K,3000.0,K,2.26371,0.106416,0.608561,parsed,ZEUS,rmg_rxn_16575,0.0,51.27,9.15
reverse,2.54085e-05,cm^3/(mol*s),4.7744,54.9263,kJ/mol,1.0,K,300.0,K,3000.0,K,1.78246,0.0752845,0.430531,parsed,ZEUS,rmg_rxn_16498,47.79,76.59,0.0
forward,7.59589e-05,cm^3/(mol*s),4.52414,6.71023,kJ/mol,1.0,K,300.0,K,3000.0,K,1.6283,0.0635022,0.363151,parsed,ZEUS,rmg_rxn_16498,47.79,76.59,0.0
reverse,0.00913996,cm^3/(mol*s),4.22031,53.206,kJ/mol,1.0,K,300.0,K,3000.0,K,1.28784,0.0329491,0.188427,parsed,ZEUS,rmg_rxn_16515,52.74,69.48,0.0
forward,0.037842,cm^3/(mol*s),3.94903,0.2915,kJ/mol,1.0,K,300.0,K,3000.0,K,1.17907,0.0214552,0.122696,parsed,ZEUS,rmg_rxn_16515,52.74,69.48,0.0
reverse,4.32163e-06,cm^3/(mol*s),4.88478,30.2069,kJ/mol,1.0,K,300.0,K,3000.0,K,2.26395,0.10643,0.608643,parsed,ZEUS,rmg_rxn_15719,6.22,53.15,0.0
forward,1.7302e-06,cm^3/(mol*s),4.90489,22.8699,kJ/mol,1.0,K,300.0,K,3000.0,K,2.29997,0.108486,0.6204,parsed,ZEUS,rmg_rxn_15719,6.22,53.15,0.0
reverse,0.000238451,cm^3/(mol*s),4.6095,75.0313,kJ/mol,1.0,K,300.0,K,3000.0,K,1.91961,0.0849398,0.485747,parsed,ZEUS,rmg_rxn_16705,0.89,90.0,0.0
forward,0.00013986,cm^3/(mol*s),4.60745,73.5356,kJ/mol,1.0,K,300.0,K,3000.0,K,1.98252,0.0891398,0.509766,parsed,ZEUS,rmg_rxn_16705,0.89,90.0,0.0
reverse,0.770485,cm^3/(mol*s),3.75449,133.051,kJ/mol,1.0,K,300.0,K,3000.0,K,1.0719,0.0090433,0.0517161,parsed,ZEUS,rmg_rxn_15664,137.24,141.56,0.0
forward,3.79714,cm^3/(mol*s),3.48324,-3.51305,kJ/mol,1.0,K,300.0,K,3000.0,K,1.04723,0.00601052,0.0343725,parsed,ZEUS,rmg_rxn_15664,137.24,141.56,0.0
reverse,53.3234,cm^3/(mol*s),2.93471,29.6022,kJ/mol,1.0,K,300.0,K,3000.0,K,1.29137,0.0333059,0.190467,parsed,ZEUS,rmg_rxn_15379,35.79,41.51,0.0
forward,1864.37,cm^3/(mol*s),2.77028,-2.98968,kJ/mol,1.0,K,300.0,K,3000.0,K,1.08772,0.0109521,0.0626322,parsed,ZEUS,rmg_rxn_15379,35.79,41.51,0.0
reverse,0.038879,cm^3/(mol*s),4.00278,68.5972,kJ/mol,1.0,K,300.0,K,3000.0,K,1.23734,0.0277392,0.158633,parsed,ZEUS,rmg_rxn_15491,64.04,80.92,0.0
forward,0.0921291,cm^3/(mol*s),3.96685,5.18364,kJ/mol,1.0,K,300.0,K,3000.0,K,1.23248,0.0272259,0.155697,parsed,ZEUS,rmg_rxn_15491,64.04,80.92,0.0
reverse,1.42223e-06,cm^3/(mol*s),4.98016,27.1517,kJ/mol,1.0,K,300.0,K,3000.0,K,2.27583,0.107111,0.612541,parsed,ZEUS,rmg_rxn_15617,7.44,50.56,0.0
forward,7.10797e-06,cm^3/(mol*s),4.83444,20.3758,kJ/mol,1.0,K,300.0,K,3000.0,K,2.19433,0.102361,0.585375,parsed,ZEUS,rmg_rxn_15617,7.44,50.56,0.0
reverse,0.161831,cm^3/(mol*s),3.7503,88.7454,kJ/mol,1.0,K,300.0,K,3000.0,K,1.08218,0.0102874,0.058831,parsed,ZEUS,rmg_rxn_15708,93.08,96.8,0.0
forward,0.178535,cm^3/(mol*s),3.47145,-4.62792,kJ/mol,1.0,K,300.0,K,3000.0,K,1.06248,0.00789387,0.0451428,parsed,ZEUS,rmg_rxn_15708,93.08,96.8,0.0
reverse,0.0267725,cm^3/(mol*s),3.98191,63.9281,kJ/mol,1.0,K,300.0,K,3000.0,K,1.24456,0.0284962,0.162962,parsed,ZEUS,rmg_rxn_15622,59.04,78.28,0.0
forward,0.0139324,cm^3/(mol*s),4.14872,4.61054,kJ/mol,1.0,K,300.0,K,3000.0,K,1.3305,0.0371934,0.212699,parsed,ZEUS,rmg_rxn_15622,59.04,78.28,0.0
reverse,0.00784967,cm^3/(mol*s),4.34982,59.4406,kJ/mol,1.0,K,300.0,K,3000.0,K,1.37304,0.0412934,0.236146,parsed,ZEUS,rmg_rxn_16529,57.37,75.94,0.0
forward,0.00925742,cm^3/(mol*s),4.0538,1.96895,kJ/mol,1.0,K,300.0,K,3000.0,K,1.24955,0.0290182,0.165947,parsed,ZEUS,rmg_rxn_16529,57.37,75.94,0.0
reverse,0.0346321,cm^3/(mol*s),3.96345,-0.414357,kJ/mol,1.0,K,300.0,K,3000.0,K,1.17051,0.0205065,0.117271,parsed,ZEUS,rmg_rxn_16689,0.0,26.89,13.27
forward,0.0440588,cm^3/(mol*s),3.94481,12.6104,kJ/mol,1.0,K,300.0,K,3000.0,K,1.13607,0.0166171,0.0950286,parsed,ZEUS,rmg_rxn_16689,0.0,26.89,13.27
reverse,0.00146271,cm^3/(mol*s),4.41031,140.238,kJ/mol,1.0,K,300.0,K,3000.0,K,1.71211,0.0700393,0.400535,parsed,ZEUS,rmg_rxn_16527,87.13,155.81,0.0
forward,0.00123857,cm^3/(mol*s),4.21325,51.9624,kJ/mol,1.0,K,300.0,K,3000.0,K,1.6439,0.0647442,0.370254,parsed,ZEUS,rmg_rxn_16527,87.13,155.81,0.0
reverse,0.0617688,cm^3/(mol*s),3.86319,59.114,kJ/mol,1.0,K,300.0,K,3000.0,K,1.11239,0.0138732,0.0793372,parsed,ZEUS,rmg_rxn_15699,63.4,67.94,0.0
forward,0.323794,cm^3/(mol*s),3.29725,-5.45423,kJ/mol,1.0,K,300.0,K,3000.0,K,1.15418,0.0186772,0.10681,parsed,ZEUS,rmg_rxn_15699,63.4,67.94,0.0
reverse,0.527198,cm^3/(mol*s),3.9313,119.668,kJ/mol,1.0,K,300.0,K,3000.0,K,1.2069,0.0244945,0.140077,parsed,ZEUS,rmg_rxn_15509,114.31,128.3,0.0
forward,0.777478,cm^3/(mol*s),3.84888,4.83699,kJ/mol,1.0,K,300.0,K,3000.0,K,1.17116,0.0205785,0.117683,parsed,ZEUS,rmg_rxn_15509,114.31,128.3,0.0
reverse,0.000863476,cm^3/(mol*s),4.41318,51.0466,kJ/mol,1.0,K,300.0,K,3000.0,K,1.41006,0.0447587,0.255963,parsed,ZEUS,rmg_rxn_16467,48.61,68.13,0.0
forward,0.00124052,cm^3/(mol*s),4.18091,1.43358,kJ/mol,1.0,K,300.0,K,3000.0,K,1.31237,0.0354068,0.202482,parsed,ZEUS,rmg_rxn_16467,48.61,68.13,0.0
reverse,0.347788,cm^3/(mol*s),3.82086,61.6395,kJ/mol,1.0,K,300.0,K,3000.0,K,1.14558,0.0177022,0.101234,parsed,ZEUS,rmg_rxn_15427,57.56,70.46,0.0
forward,0.707593,cm^3/(mol*s),3.80444,4.27872,kJ/mol,1.0,K,300.0,K,3000.0,K,1.1586,0.0191748,0.109655,parsed,ZEUS,rmg_rxn_15427,57.56,70.46,0.0
reverse,0.000873956,cm^3/(mol*s),4.43591,54.4103,kJ/mol,1.0,K,300.0,K,3000.0,K,1.44852,0.048264,0.276009,parsed,ZEUS,rmg_rxn_16474,50.51,71.79,0.0
forward,0.00149535,cm^3/(mol*s),4.18052,3.59631,kJ/mol,1.0,K,300.0,K,3000.0,K,1.31443,0.0356111,0.20365,parsed,ZEUS,rmg_rxn_16474,50.51,71.79,0.0
reverse,0.0119585,cm^3/(mol*s),4.20009,50.5137,kJ/mol,1.0,K,300.0,K,3000.0,K,1.44602,0.0480384,0.274718,parsed,ZEUS,rmg_rxn_15421,39.52,65.16,0.0
forward,0.0211565,cm^3/(mol*s),4.29013,11.5062,kJ/mol,1.0,K,300.0,K,3000.0,K,1.47206,0.050363,0.288012,parsed,ZEUS,rmg_rxn_15421,39.52,65.16,0.0
reverse,1.6643e-06,cm^3/(mol*s),4.83838,32.1619,kJ/mol,1.0,K,300.0,K,3000.0,K,2.13701,0.0989138,0.565661,parsed,ZEUS,rmg_rxn_15660,13.47,56.67,0.0
forward,1.5656e-06,cm^3/(mol*s),4.83984,18.0062,kJ/mol,1.0,K,300.0,K,3000.0,K,2.14343,0.0993043,0.567894,parsed,ZEUS,rmg_rxn_15660,13.47,56.67,0.0
reverse,2.92894e-05,cm^3/(mol*s),4.48757,17.942,kJ/mol,1.0,K,300.0,K,3000.0,K,1.65226,0.0654047,0.374032,parsed,ZEUS,rmg_rxn_15050,5.62,36.36,0.0
forward,0.000458788,cm^3/(mol*s),4.26657,13.3877,kJ/mol,1.0,K,300.0,K,3000.0,K,1.56233,0.0581153,0.332346,parsed,ZEUS,rmg_rxn_15050,5.62,36.36,0.0
reverse,0.0244671,cm^3/(mol*s),4.50286,114.428,kJ/mol,1.0,K,300.0,K,3000.0,K,1.40197,0.0440092,0.251676,parsed,ZEUS,rmg_rxn_15382,112.89,128.66,0.0
forward,0.114206,cm^3/(mol*s),3.9695,-0.290564,kJ/mol,1.0,K,300.0,K,3000.0,K,1.15501,0.0187703,0.107342,parsed,ZEUS,rmg_rxn_15382,112.89,128.66,0.0
reverse,4.69172e-07,cm^3/(mol*s),4.94254,35.3482,kJ/mol,1.0,K,300.0,K,3000.0,K,2.23852,0.104958,0.600229,parsed,ZEUS,rmg_rxn_15685,18.65,60.5,0.0
forward,1.87845e-06,cm^3/(mol*s),4.79882,17.9428,kJ/mol,1.0,K,300.0,K,3000.0,K,2.14103,0.0991587,0.567061,parsed,ZEUS,rmg_rxn_15685,18.65,60.5,0.0
reverse,0.54656,cm^3/(mol*s),3.82737,61.6827,kJ/mol,1.0,K,300.0,K,3000.0,K,1.14651,0.0178086,0.101842,parsed,ZEUS,rmg_rxn_15524,57.12,70.64,0.0
forward,1.06003,cm^3/(mol*s),3.80935,4.83742,kJ/mol,1.0,K,300.0,K,3000.0,K,1.16587,0.0199894,0.114314,parsed,ZEUS,rmg_rxn_15524,57.12,70.64,0.0
reverse,0.00757083,cm^3/(mol*s),4.31174,49.0604,kJ/mol,1.0,K,300.0,K,3000.0,K,1.49952,0.0527706,0.30178,parsed,ZEUS,rmg_rxn_15722,40.07,66.21,0.0
forward,0.00256708,cm^3/(mol*s),4.49448,8.18864,kJ/mol,1.0,K,300.0,K,3000.0,K,1.60264,0.0614332,0.35132,parsed,ZEUS,rmg_rxn_15722,40.07,66.21,0.0
reverse,3.65151e-07,cm^3/(mol*s),4.93549,39.3551,kJ/mol,1.0,K,300.0,K,3000.0,K,2.21768,0.10374,0.593259,parsed,ZEUS,rmg_rxn_15604,23.47,63.66,0.0
forward,4.40418e-06,cm^3/(mol*s),4.80072,17.3524,kJ/mol,1.0,K,300.0,K,3000.0,K,2.12382,0.0981076,0.56105,parsed,ZEUS,rmg_rxn_15604,23.47,63.66,0.0
reverse,3.7846,cm^3/(mol*s),3.53048,139.907,kJ/mol,1.0,K,300.0,K,3000.0,K,1.04876,0.00620063,0.0354597,parsed,ZEUS,rmg_rxn_15592,145.78,147.81,0.0
forward,4.38988,cm^3/(mol*s),3.45068,-6.05268,kJ/mol,1.0,K,300.0,K,3000.0,K,1.08135,0.0101867,0.0582552,parsed,ZEUS,rmg_rxn_15592,145.78,147.81,0.0
