rxn,label,A,A_units,n,Ea,Ea_units,T0,Tmin,Tmax,dA,dn,dEa,source_comment,A_log10,Ea_yj
rxn_773,k_for (TST+T),0.0342597,cm^3/(mol*s),4.31872,12.7525,kJ/mol,1.0 K,300.0 K,3000.0 K,1.5916,0.0605325,0.346169,"Fitted to 50 data points; dA = *|/ 1.5916, dn = +|- 0.0605325, dEa = +|- 0.346169 kJ/mol",-1.4652164443160722,-0.33021332087124305
rxn_2021,k_for (TST+T),2.69947e-07,cm^3/(mol*s),5.21405,33.045,kJ/mol,1.0 K,300.0 K,3000.0 K,2.89195,0.138318,0.791,"Fitted to 50 data points; dA = *|/ 2.89195, dn = +|- 0.138318, dEa = +|- 0.791 kJ/mol",-6.568721494607576,0.37019973953000646
rxn_1,k_for (TST+T),0.00933315,cm^3/(mol*s),3.37044,-7.37415,kJ/mol,1.0 K,300.0 K,3000.0 K,1.10893,0.0134677,0.0770183,"Fitted to 50 data points; dA = *|/ 1.10893, dn = +|- 0.0134677, dEa = +|- 0.0770183 kJ/mol",-2.0299717542456945,-3.081456232075953
rxn_877,k_for (TST+T),0.0272973,cm^3/(mol*s),4.37108,78.2297,kJ/mol,1.0 K,300.0 K,3000.0 K,1.50657,0.0533819,0.305277,"Fitted to 50 data points; dA = *|/ 1.50657, dn = +|- 0.0533819, dEa = +|- 0.305277 kJ/mol",-1.5638803072849008,1.4337893145934508
rxn_1952,k_for (TST+T),0.0200782,cm^3/(mol*s),3.876,7.41807,kJ/mol,1.0 K,300.0 K,3000.0 K,1.24525,0.0285691,0.163379,"Fitted to 50 data points; dA = *|/ 1.24525, dn = +|- 0.0285691, dEa = +|- 0.163379 kJ/mol",-1.6972752240522784,-0.5848657810602642
rxn_229,k_for (TST+T),0.0267325,cm^3/(mol*s),3.94276,72.3871,kJ/mol,1.0 K,300.0 K,3000.0 K,1.12191,0.0149835,0.0856867,"Fitted to 50 data points; dA = *|/ 1.12191, dn = +|- 0.0149835, dEa = +|- 0.0856867 kJ/mol",-1.5729604245044195,1.3153146934962687
rxn_1900,k_for (TST+T),2.06467e-06,cm^3/(mol*s),4.72212,52.9279,kJ/mol,1.0 K,300.0 K,3000.0 K,1.88719,0.0827213,0.47306,"Fitted to 50 data points; dA = *|/ 1.88719, dn = +|- 0.0827213, dEa = +|- 0.47306 kJ/mol",-5.685149352545954,0.886915258718014
rxn_1052,k_for (TST+T),3.41057e-07,cm^3/(mol*s),5.25314,28.9345,kJ/mol,1.0 K,300.0 K,3000.0 K,3.00964,0.143513,0.820714,"Fitted to 50 data points; dA = *|/ 3.00964, dn = +|- 0.143513, dEa = +|- 0.820714 kJ/mol",-6.46717303239533,0.2479044723976424
rxn_613,k_for (TST+T),5.43369e-05,cm^3/(mol*s),4.44318,34.2064,kJ/mol,1.0 K,300.0 K,3000.0 K,1.61917,0.0627694,0.358961,"Fitted to 50 data points; dA = *|/ 1.61917, dn = +|- 0.0627694, dEa = +|- 0.358961 kJ/mol",-4.2649051423498126,0.4035551869575956
rxn_1281,k_for (TST+T),3.23038e-06,cm^3/(mol*s),4.87431,17.2098,kJ/mol,1.0 K,300.0 K,3000.0 K,2.09851,0.0965455,0.552117,"Fitted to 50 data points; dA = *|/ 2.09851, dn = +|- 0.0965455, dEa = +|- 0.552117 kJ/mol",-5.4907463872057,-0.1498655638016297
rxn_1235,k_for (TST+T),1.53491e-06,cm^3/(mol*s),5.1736,25.7674,kJ/mol,1.0 K,300.0 K,3000.0 K,2.82786,0.135399,0.774307,"Fitted to 50 data points; dA = *|/ 2.82786, dn = +|- 0.135399, dEa = +|- 0.774307 kJ/mol",-5.813917084453423,0.1485380727946755
rxn_99,k_for (TST+T),0.00555756,cm^3/(mol*s),4.43474,26.8775,kJ/mol,1.0 K,300.0 K,3000.0 K,1.64096,0.0645109,0.36892,"Fitted to 50 data points; dA = *|/ 1.64096, dn = +|- 0.0645109, dEa = +|- 0.36892 kJ/mol",-2.2551158399149362,0.18392858918123556
rxn_760,k_for (TST+T),0.0167659,cm^3/(mol*s),4.50195,14.0246,kJ/mol,1.0 K,300.0 K,3000.0 K,1.77054,0.0744101,0.425531,"Fitted to 50 data points; dA = *|/ 1.77054, dn = +|- 0.0744101, dEa = +|- 0.425531 kJ/mol",-1.7755731285135608,-0.27640620881798655
rxn_1377,k_for (TST+T),1.11412e-07,cm^3/(mol*s),5.76527,66.2099,kJ/mol,1.0 K,300.0 K,3000.0 K,3.90929,0.177579,1.01552,"Fitted to 50 data points; dA = *|/ 3.90929, dn = +|- 0.177579, dEa = +|- 1.01552 kJ/mol",-6.9530680295113925,1.1854380619933962
rxn_1138,k_for (TST+T),2.6042e-09,cm^3/(mol*s),5.65212,39.1254,kJ/mol,1.0 K,300.0 K,3000.0 K,4.08727,0.183378,1.04869,"Fitted to 50 data points; dA = *|/ 4.08727, dn = +|- 0.183378, dEa = +|- 1.04869 kJ/mol",-8.58432566543374,0.5397433424600863
rxn_1834,k_for (TST+T),1.30228e-05,cm^3/(mol*s),5.31848,32.9822,kJ/mol,1.0 K,300.0 K,3000.0 K,2.84064,0.135986,0.777667,"Fitted to 50 data points; dA = *|/ 2.84064, dn = +|- 0.135986, dEa = +|- 0.777667 kJ/mol",-4.885295629146264,0.36838194421214965
rxn_331,k_for (TST+T),1.33522e-05,cm^3/(mol*s),5.04893,33.5803,kJ/mol,1.0 K,300.0 K,3000.0 K,2.51283,0.120015,0.68633,"Fitted to 50 data points; dA = *|/ 2.51283, dn = +|- 0.120015, dEa = +|- 0.68633 kJ/mol",-4.874447171067736,0.3856348636978802
rxn_1669,k_for (TST+T),6.07431e-05,cm^3/(mol*s),4.71509,57.3655,kJ/mol,1.0 K,300.0 K,3000.0 K,2.11848,0.0977795,0.559174,"Fitted to 50 data points; dA = *|/ 2.11848, dn = +|- 0.0977795, dEa = +|- 0.559174 kJ/mol",-4.216503047805652,0.989927254110839
rxn_1683,k_for (TST+T),0.000644187,cm^3/(mol*s),4.37095,89.7776,kJ/mol,1.0 K,300.0 K,3000.0 K,1.63252,0.0638394,0.36508,"Fitted to 50 data points; dA = *|/ 1.63252, dn = +|- 0.0638394, dEa = +|- 0.36508 kJ/mol",-3.1909880436970663,1.6571547256567116
rxn_935,k_for (TST+T),0.047195,cm^3/(mol*s),3.95945,88.9367,kJ/mol,1.0 K,300.0 K,3000.0 K,1.17688,0.0212133,0.121313,"Fitted to 50 data points; dA = *|/ 1.17688, dn = +|- 0.0212133, dEa = +|- 0.121313 kJ/mol",-1.3261040095742187,1.6413292194506557
rxn_1604,k_for (TST+T),0.0154993,cm^3/(mol*s),4.20486,56.6021,kJ/mol,1.0 K,300.0 K,3000.0 K,1.3944,0.0433039,0.247643,"Fitted to 50 data points; dA = *|/ 1.3944, dn = +|- 0.0433039, dEa = +|- 0.247643 kJ/mol",-1.8096879155717855,0.9724585534108284
rxn_325,k_for (TST+T),0.0137633,cm^3/(mol*s),4.63973,62.7461,kJ/mol,1.0 K,300.0 K,3000.0 K,1.71587,0.0703254,0.402171,"Fitted to 50 data points; dA = *|/ 1.71587, dn = +|- 0.0703254, dEa = +|- 0.402171 kJ/mol",-1.8612774236613996,1.1103051956121455
rxn_1795,k_for (TST+T),0.689414,cm^3/(mol*s),4.05005,1.99046,kJ/mol,1.0 K,300.0 K,3000.0 K,1.23412,0.0273992,0.156688,"Fitted to 50 data points; dA = *|/ 1.23412, dn = +|- 0.0273992, dEa = +|- 0.156688 kJ/mol",-0.16151990157644458,-0.9390985712366036
rxn_1967,k_for (TST+T),9.11556e-05,cm^3/(mol*s),4.52198,26.3325,kJ/mol,1.0 K,300.0 K,3000.0 K,1.93862,0.0862231,0.493086,"Fitted to 50 data points; dA = *|/ 1.93862, dn = +|- 0.0862231, dEa = +|- 0.493086 kJ/mol",-4.040216645995373,0.1666328977598118
rxn_694,k_for (TST+T),26.9606,cm^3/(mol*s),3.33343,-6.94002,kJ/mol,1.0 K,300.0 K,3000.0 K,1.12034,0.0148007,0.0846412,"Fitted to 50 data points; dA = *|/ 1.12034, dn = +|- 0.0148007, dEa = +|- 0.0846412 kJ/mol",1.430729553063193,-2.9315609168843526
rxn_991,k_for (TST+T),0.00197216,cm^3/(mol*s),4.91785,30.5788,kJ/mol,1.0 K,300.0 K,3000.0 K,2.00712,0.0907459,0.518951,"Fitted to 50 data points; dA = *|/ 2.00712, dn = +|- 0.0907459, dEa = +|- 0.518951 kJ/mol",-2.705057853949419,0.2976623296402825
rxn_680,k_for (TST+T),3.08215,cm^3/(mol*s),3.27973,12.2568,kJ/mol,1.0 K,300.0 K,3000.0 K,1.5463,0.0567718,0.324662,"Fitted to 50 data points; dA = *|/ 1.5463, dn = +|- 0.0567718, dEa = +|- 0.324662 kJ/mol",0.48885377084802784,-0.351770689713287
rxn_1327,k_for (TST+T),2.21638e-05,cm^3/(mol*s),4.75752,52.9778,kJ/mol,1.0 K,300.0 K,3000.0 K,1.98536,0.089326,0.510831,"Fitted to 50 data points; dA = *|/ 1.98536, dn = +|- 0.089326, dEa = +|- 0.510831 kJ/mol",-4.654355777447718,0.8880939390068691
rxn_481,k_for (TST+T),0.00039281,cm^3/(mol*s),4.41672,19.3124,kJ/mol,1.0 K,300.0 K,3000.0 K,1.69367,0.0686288,0.392469,"Fitted to 50 data points; dA = *|/ 1.69367, dn = +|- 0.0686288, dEa = +|- 0.392469 kJ/mol",-3.405817464648993,-0.07164742065652237
rxn_1587,k_for (TST+T),0.0984843,cm^3/(mol*s),3.8929,72.4313,kJ/mol,1.0 K,300.0 K,3000.0 K,1.14643,0.017799,0.101787,"Fitted to 50 data points; dA = *|/ 1.14643, dn = +|- 0.017799, dEa = +|- 0.101787 kJ/mol",-1.0066329975919397,1.3162262564210412
rxn_1248,k_for (TST+T),1.88331e-06,cm^3/(mol*s),5.37734,59.1371,kJ/mol,1.0 K,300.0 K,3000.0 K,3.03745,0.144711,0.827564,"Fitted to 50 data points; dA = *|/ 3.03745, dn = +|- 0.144711, dEa = +|- 0.827564 kJ/mol",-5.725078187573154,1.0300826714189362
rxn_1859,k_for (TST+T),4.77018e-06,cm^3/(mol*s),5.21569,34.2573,kJ/mol,1.0 K,300.0 K,3000.0 K,2.55138,0.121998,0.69767,"Fitted to 50 data points; dA = *|/ 2.55138, dn = +|- 0.121998, dEa = +|- 0.69767 kJ/mol",-5.321465232798079,0.4050058571437709
rxn_617,k_for (TST+T),0.0050477,cm^3/(mol*s),4.19868,4.64663,kJ/mol,1.0 K,300.0 K,3000.0 K,1.35378,0.039453,0.225621,"Fitted to 50 data points; dA = *|/ 1.35378, dn = +|- 0.039453, dEa = +|- 0.225621 kJ/mol",-2.2969064644248194,-0.7462088163076515
rxn_791,k_for (TST+T),31056.0,cm^3/(mol*s),2.32357,100.278,kJ/mol,1.0 K,300.0 K,3000.0 K,1.23729,0.0277334,0.1586,"Fitted to 50 data points; dA = *|/ 1.23729, dn = +|- 0.0277334, dEa = +|- 0.1586 kJ/mol",4.492145518044287,1.8495999845120206
rxn_552,k_for (TST+T),0.000249341,cm^3/(mol*s),4.56364,45.5398,kJ/mol,1.0 K,300.0 K,3000.0 K,1.88893,0.0828411,0.473745,"Fitted to 50 data points; dA = *|/ 1.88893, dn = +|- 0.0828411, dEa = +|- 0.473745 kJ/mol",-3.6032063030857944,0.7067191854391797
rxn_113,k_for (TST+T),52981.6,cm^3/(mol*s),2.65803,17.2751,kJ/mol,1.0 K,300.0 K,3000.0 K,1.46171,0.0494442,0.282758,"Fitted to 50 data points; dA = *|/ 1.46171, dn = +|- 0.0494442, dEa = +|- 0.282758 kJ/mol",4.724125069489311,-0.14737827851829352
rxn_1827,k_for (TST+T),8.62158e-06,cm^3/(mol*s),5.05011,42.1532,kJ/mol,1.0 K,300.0 K,3000.0 K,2.60078,0.124495,0.711955,"Fitted to 50 data points; dA = *|/ 2.60078, dn = +|- 0.124495, dEa = +|- 0.711955 kJ/mol",-5.064413137608925,0.6199225221425373
rxn_987,k_for (TST+T),0.00167758,cm^3/(mol*s),4.29215,67.365,kJ/mol,1.0 K,300.0 K,3000.0 K,1.40028,0.043852,0.250777,"Fitted to 50 data points; dA = *|/ 1.40028, dn = +|- 0.043852, dEa = +|- 0.250777 kJ/mol",-2.7753167601425064,1.2101117680173166
rxn_561,k_for (TST+T),0.00205656,cm^3/(mol*s),4.05013,67.1275,kJ/mol,1.0 K,300.0 K,3000.0 K,1.29065,0.0332328,0.190049,"Fitted to 50 data points; dA = *|/ 1.29065, dn = +|- 0.0332328, dEa = +|- 0.190049 kJ/mol",-2.6868586154576044,1.2050537038872757
rxn_450,k_for (TST+T),0.0673618,cm^3/(mol*s),3.42835,-5.64633,kJ/mol,1.0 K,300.0 K,3000.0 K,1.08683,0.0108458,0.062024,"Fitted to 50 data points; dA = *|/ 1.08683, dn = +|- 0.0108458, dEa = +|- 0.062024 kJ/mol",-1.171586316407117,-2.506504322068769
rxn_1191,k_for (TST+T),0.00029867,cm^3/(mol*s),4.18733,10.4989,kJ/mol,1.0 K,300.0 K,3000.0 K,1.44948,0.0483498,0.276499,"Fitted to 50 data points; dA = *|/ 1.44948, dn = +|- 0.0483498, dEa = +|- 0.276499 kJ/mol",-3.524808398047957,-0.4312512818508975
rxn_2006,k_for (TST+T),5.95164e-06,cm^3/(mol*s),4.75385,19.9544,kJ/mol,1.0 K,300.0 K,3000.0 K,2.1351,0.0987969,0.564992,"Fitted to 50 data points; dA = *|/ 2.1351, dn = +|- 0.0987969, dEa = +|- 0.564992 kJ/mol",-5.225363346068004,-0.04848473104519271
rxn_1529,k_for (TST+T),2.08392e-05,cm^3/(mol*s),4.82161,71.4727,kJ/mol,1.0 K,300.0 K,3000.0 K,2.22145,0.103961,0.594526,"Fitted to 50 data points; dA = *|/ 2.22145, dn = +|- 0.103961, dEa = +|- 0.594526 kJ/mol",-4.681118957265715,1.2964018859997246
rxn_1412,k_for (TST+T),0.00115017,cm^3/(mol*s),4.07124,3.18483,kJ/mol,1.0 K,300.0 K,3000.0 K,1.29063,0.0332313,0.19004,"Fitted to 50 data points; dA = *|/ 1.29063, dn = +|- 0.0332313, dEa = +|- 0.19004 kJ/mol",-2.9392379643372957,-0.8456745786568582
rxn_1243,k_for (TST+T),7.34356e-07,cm^3/(mol*s),5.72102,69.2868,kJ/mol,1.0 K,300.0 K,3000.0 K,4.08497,0.183304,1.04827,"Fitted to 50 data points; dA = *|/ 4.08497, dn = +|- 0.183304, dEa = +|- 1.04827 kJ/mol",-6.134093352408207,1.2507592636037086
rxn_1155,k_for (TST+T),1.27965e-05,cm^3/(mol*s),4.87951,41.2344,kJ/mol,1.0 K,300.0 K,3000.0 K,2.38121,0.113007,0.646257,"Fitted to 50 data points; dA = *|/ 2.38121, dn = +|- 0.113007, dEa = +|- 0.646257 kJ/mol",-4.8929087989881666,0.5958615113864697
rxn_424,k_for (TST+T),0.000987898,cm^3/(mol*s),3.83264,28.1159,kJ/mol,1.0 K,300.0 K,3000.0 K,1.165,0.0198918,0.113756,"Fitted to 50 data points; dA = *|/ 1.165, dn = +|- 0.0198918, dEa = +|- 0.113756 kJ/mol",-3.005287893796938,0.22268428935893236
rxn_889,k_for (TST+T),9.03313e-05,cm^3/(mol*s),4.84162,48.9153,kJ/mol,1.0 K,300.0 K,3000.0 K,2.05947,0.0941,0.538132,"Fitted to 50 data points; dA = *|/ 2.05947, dn = +|- 0.0941, dEa = +|- 0.538132 kJ/mol",-4.044161739587529,0.7905026063332371
rxn_897,k_for (TST+T),0.00461763,cm^3/(mol*s),4.44911,97.8218,kJ/mol,1.0 K,300.0 K,3000.0 K,1.54376,0.0565579,0.323439,"Fitted to 50 data points; dA = *|/ 1.54376, dn = +|- 0.0565579, dEa = +|- 0.323439 kJ/mol",-2.3355808690359816,1.8054040583653113
rxn_1221,k_for (TST+T),9.48686e-05,cm^3/(mol*s),5.21712,92.8214,kJ/mol,1.0 K,300.0 K,3000.0 K,2.85444,0.136617,0.781277,"Fitted to 50 data points; dA = *|/ 2.85444, dn = +|- 0.136617, dEa = +|- 0.781277 kJ/mol",-4.0228775083658865,1.7139053500914256
rxn_1893,k_for (TST+T),1.26939e-05,cm^3/(mol*s),4.93555,68.0586,kJ/mol,1.0 K,300.0 K,3000.0 K,2.28703,0.107751,0.616196,"Fitted to 50 data points; dA = *|/ 2.28703, dn = +|- 0.107751, dEa = +|- 0.616196 kJ/mol",-4.89640492729347,1.224839293865552
rxn_1049,k_for (TST+T),6.19091e-07,cm^3/(mol*s),5.40926,50.4356,kJ/mol,1.0 K,300.0 K,3000.0 K,3.37572,0.158465,0.906216,"Fitted to 50 data points; dA = *|/ 3.37572, dn = +|- 0.158465, dEa = +|- 0.906216 kJ/mol",-6.208245509472393,0.8274197617044107
rxn_1211,k_for (TST+T),1.01606e-05,cm^3/(mol*s),4.73891,24.7235,kJ/mol,1.0 K,300.0 K,3000.0 K,2.20692,0.103106,0.589637,"Fitted to 50 data points; dA = *|/ 2.20692, dn = +|- 0.103106, dEa = +|- 0.589637 kJ/mol",-4.993080645497449,0.11466308371019887
rxn_1303,k_for (TST+T),0.0180254,cm^3/(mol*s),4.18126,7.61047,kJ/mol,1.0 K,300.0 K,3000.0 K,1.41527,0.0452385,0.258707,"Fitted to 50 data points; dA = *|/ 1.41527, dn = +|- 0.0452385, dEa = +|- 0.258707 kJ/mol",-1.7441150891125405,-0.5746127867077757
rxn_127,k_for (TST+T),780050.0,cm^3/(mol*s),2.28879,6.16995,kJ/mol,1.0 K,300.0 K,3000.0 K,1.15889,0.0192077,0.109843,"Fitted to 50 data points; dA = *|/ 1.15889, dn = +|- 0.0192077, dEa = +|- 0.109843 kJ/mol",5.892122441188096,-0.654065843186008
rxn_732,k_for (TST+T),2576880.0,cm^3/(mol*s),2.30865,31.3134,kJ/mol,1.0 K,300.0 K,3000.0 K,1.24834,0.0288916,0.165223,"Fitted to 50 data points; dA = *|/ 1.24834, dn = +|- 0.0288916, dEa = +|- 0.165223 kJ/mol",6.411094194821273,0.31952198677360494
rxn_356,k_for (TST+T),0.99908,cm^3/(mol*s),3.88835,54.0801,kJ/mol,1.0 K,300.0 K,3000.0 K,1.21252,0.0250998,0.143539,"Fitted to 50 data points; dA = *|/ 1.21252, dn = +|- 0.0250998, dEa = +|- 0.143539 kJ/mol",-0.0003997348295802195,0.9140099020598833
rxn_574,k_for (TST+T),0.00129497,cm^3/(mol*s),4.30869,32.5078,kJ/mol,1.0 K,300.0 K,3000.0 K,1.67755,0.0673833,0.385346,"Fitted to 50 data points; dA = *|/ 1.67755, dn = +|- 0.0673833, dEa = +|- 0.385346 kJ/mol",-2.887740292575295,0.3546019356573209
rxn_1623,k_for (TST+T),0.00502901,cm^3/(mol*s),4.28949,45.1596,kJ/mol,1.0 K,300.0 K,3000.0 K,1.51044,0.0537156,0.307185,"Fitted to 50 data points; dA = *|/ 1.51044, dn = +|- 0.0537156, dEa = +|- 0.307185 kJ/mol",-2.2985175007997327,0.6971168461276676
rxn_1495,k_for (TST+T),0.107459,cm^3/(mol*s),3.91552,0.906416,kJ/mol,1.0 K,300.0 K,3000.0 K,1.18491,0.0220989,0.126377,"Fitted to 50 data points; dA = *|/ 1.18491, dn = +|- 0.0220989, dEa = +|- 0.126377 kJ/mol",-0.9687572052385945,-1.0396728120807386
rxn_1616,k_for (TST+T),9.70538,cm^3/(mol*s),3.591,114.923,kJ/mol,1.0 K,300.0 K,3000.0 K,1.04769,0.00606828,0.0347028,"Fitted to 50 data points; dA = *|/ 1.04769, dn = +|- 0.00606828, dEa = +|- 0.0347028 kJ/mol",0.9870125442243599,2.1038823954035957
rxn_98,k_for (TST+T),0.287808,cm^3/(mol*s),3.85776,1.69385,kJ/mol,1.0 K,300.0 K,3000.0 K,1.18862,0.0225064,0.128708,"Fitted to 50 data points; dA = *|/ 1.18862, dn = +|- 0.0225064, dEa = +|- 0.128708 kJ/mol",-0.5408971384481709,-0.9647387683437852
rxn_624,k_for (TST+T),2682430.0,cm^3/(mol*s),2.18997,7.62804,kJ/mol,1.0 K,300.0 K,3000.0 K,1.12353,0.0151705,0.0867559,"Fitted to 50 data points; dA = *|/ 1.12353, dn = +|- 0.0151705, dEa = +|- 0.0867559 kJ/mol",6.4285283975493055,-0.5736815366642499
rxn_1266,k_for (TST+T),4.14707e-05,cm^3/(mol*s),4.78313,79.7516,kJ/mol,1.0 K,300.0 K,3000.0 K,2.07547,0.0951075,0.543894,"Fitted to 50 data points; dA = *|/ 2.07547, dn = +|- 0.0951075, dEa = +|- 0.543894 kJ/mol",-4.382258633949423,1.464011321336824
rxn_1965,k_for (TST+T),1.04598e-07,cm^3/(mol*s),5.1561,51.2467,kJ/mol,1.0 K,300.0 K,3000.0 K,2.87833,0.137703,0.787484,"Fitted to 50 data points; dA = *|/ 2.87833, dn = +|- 0.137703, dEa = +|- 0.787484 kJ/mol",-6.980476619457921,0.8469188129771987
rxn_1615,k_for (TST+T),0.676035,cm^3/(mol*s),3.69315,93.8471,kJ/mol,1.0 K,300.0 K,3000.0 K,1.08556,0.010693,0.0611503,"Fitted to 50 data points; dA = *|/ 1.08556, dn = +|- 0.010693, dEa = +|- 0.0611503 kJ/mol",-0.17003081897939787,1.7328458201647203
rxn_10,k_for (TST+T),6.69241e-06,cm^3/(mol*s),4.80147,25.3124,kJ/mol,1.0 K,300.0 K,3000.0 K,2.01911,0.091522,0.523389,"Fitted to 50 data points; dA = *|/ 2.01911, dn = +|- 0.091522, dEa = +|- 0.523389 kJ/mol",-5.174417460524472,0.13384604334258776
rxn_927,k_for (TST+T),0.000314161,cm^3/(mol*s),4.65302,40.6248,kJ/mol,1.0 K,300.0 K,3000.0 K,2.13283,0.0986588,0.564202,"Fitted to 50 data points; dA = *|/ 2.13283, dn = +|- 0.0986588, dEa = +|- 0.564202 kJ/mol",-3.5028477293408,0.579770199156218
rxn_1979,k_for (TST+T),0.0129351,cm^3/(mol*s),3.96119,1.73406,kJ/mol,1.0 K,300.0 K,3000.0 K,1.20936,0.0247595,0.141592,"Fitted to 50 data points; dA = *|/ 1.20936, dn = +|- 0.0247595, dEa = +|- 0.141592 kJ/mol",-1.8882302094460606,-0.9611924326083838
rxn_1491,k_for (TST+T),2.74422e-06,cm^3/(mol*s),4.67698,59.3705,kJ/mol,1.0 K,300.0 K,3000.0 K,1.86259,0.081012,0.463286,"Fitted to 50 data points; dA = *|/ 1.86259, dn = +|- 0.081012, dEa = +|- 0.463286 kJ/mol",-5.561581074832605,1.0353338693546363
rxn_899,k_for (TST+T),0.308131,cm^3/(mol*s),4.16331,141.627,kJ/mol,1.0 K,300.0 K,3000.0 K,1.27791,0.0319408,0.182661,"Fitted to 50 data points; dA = *|/ 1.27791, dn = +|- 0.0319408, dEa = +|- 0.182661 kJ/mol",-0.5112646066110803,2.5335537210745964
rxn_966,k_for (TST+T),0.00256105,cm^3/(mol*s),4.64794,38.045,kJ/mol,1.0 K,300.0 K,3000.0 K,1.90547,0.0839765,0.480239,"Fitted to 50 data points; dA = *|/ 1.90547, dn = +|- 0.0839765, dEa = +|- 0.480239 kJ/mol",-2.59158194261235,0.5104918407271459
rxn_686,k_for (TST+T),0.354974,cm^3/(mol*s),3.87903,-1.40645,kJ/mol,1.0 K,300.0 K,3000.0 K,1.15319,0.018565,0.106168,"Fitted to 50 data points; dA = *|/ 1.15319, dn = +|- 0.018565, dEa = +|- 0.106168 kJ/mol",-0.4498034555929255,-1.3878327511418675
rxn_422,k_for (TST+T),0.00591259,cm^3/(mol*s),4.03868,2.40567,kJ/mol,1.0 K,300.0 K,3000.0 K,1.26934,0.0310643,0.177648,"Fitted to 50 data points; dA = *|/ 1.26934, dn = +|- 0.0310643, dEa = +|- 0.177648 kJ/mol",-2.228222235479352,-0.9050190667480292
rxn_1670,k_for (TST+T),0.000107067,cm^3/(mol*s),4.58009,59.6672,kJ/mol,1.0 K,300.0 K,3000.0 K,1.86524,0.0811975,0.464346,"Fitted to 50 data points; dA = *|/ 1.86524, dn = +|- 0.0811975, dEa = +|- 0.464346 kJ/mol",-3.9703443660152424,1.0419963384106428
rxn_1322,k_for (TST+T),0.00413997,cm^3/(mol*s),4.1526,10.4832,kJ/mol,1.0 K,300.0 K,3000.0 K,1.42786,0.0463921,0.265304,"Fitted to 50 data points; dA = *|/ 1.42786, dn = +|- 0.0463921, dEa = +|- 0.265304 kJ/mol",-2.383002805951967,-0.4319843783471136
rxn_1962,k_for (TST+T),1.43853e-06,cm^3/(mol*s),5.04493,29.6986,kJ/mol,1.0 K,300.0 K,3000.0 K,2.7762,0.132997,0.760574,"Fitted to 50 data points; dA = *|/ 2.7762, dn = +|- 0.132997, dEa = +|- 0.760574 kJ/mol",-5.842081076631771,0.27117270633133306
rxn_347,k_for (TST+T),0.00399775,cm^3/(mol*s),4.65004,29.1935,kJ/mol,1.0 K,300.0 K,3000.0 K,2.0124,0.0910884,0.520909,"Fitted to 50 data points; dA = *|/ 2.0124, dn = +|- 0.0910884, dEa = +|- 0.520909 kJ/mol",-2.3981843680506283,0.2558205024795852
rxn_795,k_for (TST+T),2025.08,cm^3/(mol*s),2.68192,78.1142,kJ/mol,1.0 K,300.0 K,3000.0 K,1.07122,0.00896103,0.0512457,"Fitted to 50 data points; dA = *|/ 1.07122, dn = +|- 0.00896103, dEa = +|- 0.0512457 kJ/mol",3.3064421845246517,1.4314853074908553
rxn_1903,k_for (TST+T),1.27942e-05,cm^3/(mol*s),4.96879,34.7557,kJ/mol,1.0 K,300.0 K,3000.0 K,2.14833,0.0996018,0.569595,"Fitted to 50 data points; dA = *|/ 2.14833, dn = +|- 0.0996018, dEa = +|- 0.569595 kJ/mol",-4.892986864637881,0.41916200579222185
rxn_660,k_for (TST+T),43.2752,cm^3/(mol*s),3.25887,-7.35649,kJ/mol,1.0 K,300.0 K,3000.0 K,1.14624,0.0177771,0.101662,"Fitted to 50 data points; dA = *|/ 1.14624, dn = +|- 0.0177771, dEa = +|- 0.101662 kJ/mol",1.6362390836807803,-3.0752903438784345
rxn_1413,k_for (TST+T),0.00259619,cm^3/(mol*s),3.98829,0.93762,kJ/mol,1.0 K,300.0 K,3000.0 K,1.22824,0.0267775,0.153133,"Fitted to 50 data points; dA = *|/ 1.22824, dn = +|- 0.0267775, dEa = +|- 0.153133 kJ/mol",-2.5856635272291193,-1.036468859053216
rxn_1143,k_for (TST+T),0.0701732,cm^3/(mol*s),3.89282,0.739372,kJ/mol,1.0 K,300.0 K,3000.0 K,1.17309,0.0207935,0.118912,"Fitted to 50 data points; dA = *|/ 1.17309, dn = +|- 0.0207935, dEa = +|- 0.118912 kJ/mol",-1.1538287185594776,-1.0572331760335891
rxn_1985,k_for (TST+T),8.45634e-07,cm^3/(mol*s),5.08684,39.2363,kJ/mol,1.0 K,300.0 K,3000.0 K,2.84409,0.136144,0.77857,"Fitted to 50 data points; dA = *|/ 2.84409, dn = +|- 0.136144, dEa = +|- 0.77857 kJ/mol",-6.072817563879987,0.5427261722829231
rxn_96,k_for (TST+T),0.00584366,cm^3/(mol*s),4.54008,11.8701,kJ/mol,1.0 K,300.0 K,3000.0 K,1.77728,0.0749053,0.428363,"Fitted to 50 data points; dA = *|/ 1.77728, dn = +|- 0.0749053, dEa = +|- 0.428363 kJ/mol",-2.2333150604344207,-0.3688355287150989
rxn_1862,k_for (TST+T),0.00294213,cm^3/(mol*s),4.37681,61.9903,kJ/mol,1.0 K,300.0 K,3000.0 K,2.01378,0.0911778,0.52142,"Fitted to 50 data points; dA = *|/ 2.01378, dn = +|- 0.0911778, dEa = +|- 0.52142 kJ/mol",-2.53133814158969,1.093674080627239
