rxn,label,A,A_units,n,Ea,Ea_units,T0,Tmin,Tmax,dA,dn,dEa,source_comment,A_log10,Ea_yj
rmg_rxn_306,k_for (TST+T),2.49087,cm^3/(mol*s),3.54172,-1.18526,kJ/mol,1.0 K,300.0 K,3000.0 K,1.07735,0.00970413,0.0554952,"Fitted to 50 data points; dA = *|/ 1.07735, dn = +|- 0.00970413, dEa = +|- 0.0554952 kJ/mol",0.39635106203834614,-1.344152399817464
rmg_rxn_528,k_for (TST+T),2.01519e-08,cm^3/(mol*s),5.46737,32.1934,kJ/mol,1.0 K,300.0 K,3000.0 K,3.22557,0.152538,0.872324,"Fitted to 50 data points; dA = *|/ 3.22557, dn = +|- 0.152538, dEa = +|- 0.872324 kJ/mol",-7.6956840006089875,0.3454220775692253
rmg_rxn_254,k_for (TST+T),0.00828149,cm^3/(mol*s),4.27196,18.555,kJ/mol,1.0 K,300.0 K,3000.0 K,1.51836,0.0543972,0.311083,"Fitted to 50 data points; dA = *|/ 1.51836, dn = +|- 0.0543972, dEa = +|- 0.311083 kJ/mol",-2.081891518219738,-0.09939256324673008
rmg_rxn_257,k_for (TST+T),6.08253e-06,cm^3/(mol*s),4.90784,22.6368,kJ/mol,1.0 K,300.0 K,3000.0 K,2.3801,0.112946,0.645908,"Fitted to 50 data points; dA = *|/ 2.3801, dn = +|- 0.112946, dEa = +|- 0.645908 kJ/mol",-5.215915740382787,0.04507859587643402
rmg_rxn_337,k_for (TST+T),6.30698e-05,cm^3/(mol*s),4.3794,12.6842,kJ/mol,1.0 K,300.0 K,3000.0 K,1.67226,0.0669723,0.382996,"Fitted to 50 data points; dA = *|/ 1.67226, dn = +|- 0.0669723, dEa = +|- 0.382996 kJ/mol",-4.200178546191302,-0.33316302011254256
rmg_rxn_1345,k_for (TST+T),0.139724,cm^3/(mol*s),2.95165,-2.00122,kJ/mol,1.0 K,300.0 K,3000.0 K,1.20169,0.0239314,0.136857,"Fitted to 50 data points; dA = *|/ 1.20169, dn = +|- 0.0239314, dEa = +|- 0.136857 kJ/mol",-0.8547289899320325,-1.5140145611729285
rmg_rxn_30,k_for (TST+T),0.065276,cm^3/(mol*s),3.52509,-2.45949,kJ/mol,1.0 K,300.0 K,3000.0 K,1.02947,0.00378337,0.0216361,"Fitted to 50 data points; dA = *|/ 1.02947, dn = +|- 0.00378337, dEa = +|- 0.0216361 kJ/mol",-1.1852464662510114,-1.619197396222464
rmg_rxn_197,k_for (TST+T),9.14293e-06,cm^3/(mol*s),4.791,27.6145,kJ/mol,1.0 K,300.0 K,3000.0 K,2.24271,0.105202,0.601622,"Fitted to 50 data points; dA = *|/ 2.24271, dn = +|- 0.105202, dEa = +|- 0.601622 kJ/mol",-5.038914605260006,0.20708223083897281
rmg_rxn_235,k_for (TST+T),1.38807e-05,cm^3/(mol*s),4.59805,15.0833,kJ/mol,1.0 K,300.0 K,3000.0 K,1.84897,0.0800558,0.457817,"Fitted to 50 data points; dA = *|/ 1.84897, dn = +|- 0.0800558, dEa = +|- 0.457817 kJ/mol",-4.857588631973979,-0.23313985836489065
rmg_rxn_529,k_for (TST+T),2.45119,cm^3/(mol*s),3.36247,-0.41971,kJ/mol,1.0 K,300.0 K,3000.0 K,1.02682,0.00344775,0.0197167,"Fitted to 50 data points; dA = *|/ 1.02682, dn = +|- 0.00344775, dEa = +|- 0.0197167 kJ/mol",0.38937697618615963,-1.2085015899398452
rmg_rxn_233,k_for (TST+T),0.246355,cm^3/(mol*s),3.73206,5.67245,kJ/mol,1.0 K,300.0 K,3000.0 K,1.14968,0.0181676,0.103895,"Fitted to 50 data points; dA = *|/ 1.14968, dn = +|- 0.0181676, dEa = +|- 0.103895 kJ/mol",-0.6084386188959795,-0.683115162577592
rmg_rxn_665,k_for (TST+T),1.17748e-06,cm^3/(mol*s),5.03928,29.3632,kJ/mol,1.0 K,300.0 K,3000.0 K,2.51804,0.120285,0.687874,"Fitted to 50 data points; dA = *|/ 2.51804, dn = +|- 0.120285, dEa = +|- 0.687874 kJ/mol",-5.929046460813423,0.2609909652581878
rmg_rxn_153,k_for (TST+T),0.354861,cm^3/(mol*s),3.62308,1.33154,kJ/mol,1.0 K,300.0 K,3000.0 K,1.07504,0.00942421,0.0538944,"Fitted to 50 data points; dA = *|/ 1.07504, dn = +|- 0.00942421, dEa = +|- 0.0538944 kJ/mol",-0.4499417279431749,-0.9978144157088423
rmg_rxn_355,k_for (TST+T),0.0024255,cm^3/(mol*s),4.32162,6.6362,kJ/mol,1.0 K,300.0 K,3000.0 K,1.43576,0.0471109,0.269414,"Fitted to 50 data points; dA = *|/ 1.43576, dn = +|- 0.0471109, dEa = +|- 0.269414 kJ/mol",-2.6151987210379177,-0.6276376585725727
rmg_rxn_232,k_for (TST+T),0.0214442,cm^3/(mol*s),3.75332,-1.90396,kJ/mol,1.0 K,300.0 K,3000.0 K,1.04873,0.00619791,0.0354442,"Fitted to 50 data points; dA = *|/ 1.04873, dn = +|- 0.00619791, dEa = +|- 0.0354442 kJ/mol",-1.6686901509668142,-1.4925542238445355
rmg_rxn_265,k_for (TST+T),7.55658e-06,cm^3/(mol*s),4.84432,22.2077,kJ/mol,1.0 K,300.0 K,3000.0 K,2.31416,0.109287,0.624981,"Fitted to 50 data points; dA = *|/ 2.31416, dn = +|- 0.109287, dEa = +|- 0.624981 kJ/mol",-5.1216747155024,0.030438501752333584
rmg_rxn_677,k_for (TST+T),0.00788339,cm^3/(mol*s),3.68482,-3.22839,kJ/mol,1.0 K,300.0 K,3000.0 K,1.04223,0.0053878,0.0308113,"Fitted to 50 data points; dA = *|/ 1.04223, dn = +|- 0.0053878, dEa = +|- 0.0308113 kJ/mol",-2.103286987878535,-1.8096930861615481
rmg_rxn_272,k_for (TST+T),0.00985017,cm^3/(mol*s),3.85882,0.583865,kJ/mol,1.0 K,300.0 K,3000.0 K,1.15396,0.0186518,0.106664,"Fitted to 50 data points; dA = *|/ 1.15396, dn = +|- 0.0186518, dEa = +|- 0.106664 kJ/mol",-2.00655627412931,-1.0742619823903778
rmg_rxn_1154,k_for (TST+T),2809.8,cm^3/(mol*s),3.11522,7.61386,kJ/mol,1.0 K,300.0 K,3000.0 K,1.50701,0.0534194,0.305491,"Fitted to 50 data points; dA = *|/ 1.50701, dn = +|- 0.0534194, dEa = +|- 0.305491 kJ/mol",3.4486754081657236,-0.5744330438342619
rmg_rxn_300,k_for (TST+T),0.000100221,cm^3/(mol*s),4.39458,8.83633,kJ/mol,1.0 K,300.0 K,3000.0 K,1.55394,0.0574142,0.328336,"Fitted to 50 data points; dA = *|/ 1.55394, dn = +|- 0.0574142, dEa = +|- 0.328336 kJ/mol",-3.999041268203847,-0.5115208208195677
rmg_rxn_193,k_for (TST+T),0.00242338,cm^3/(mol*s),4.09313,1.37055,kJ/mol,1.0 K,300.0 K,3000.0 K,1.24819,0.0288764,0.165136,"Fitted to 50 data points; dA = *|/ 1.24819, dn = +|- 0.0288764, dEa = +|- 0.165136 kJ/mol",-2.6155784806361346,-0.9941492521134677
rmg_rxn_659,k_for (TST+T),1.35728e-06,cm^3/(mol*s),4.79656,19.0084,kJ/mol,1.0 K,300.0 K,3000.0 K,2.14034,0.0991164,0.566819,"Fitted to 50 data points; dA = *|/ 2.14034, dn = +|- 0.0991164, dEa = +|- 0.566819 kJ/mol",-5.867330550342412,-0.08272786373888198
rmg_rxn_2013,k_for (TST+T),0.00652613,cm^3/(mol*s),3.76756,71.6182,kJ/mol,1.0 K,300.0 K,3000.0 K,1.25001,0.0290662,0.166222,"Fitted to 50 data points; dA = *|/ 1.25001, dn = +|- 0.0290662, dEa = +|- 0.166222 kJ/mol",-2.185344279349811,1.2994183108381665
rmg_rxn_22,k_for (TST+T),0.00170958,cm^3/(mol*s),3.83986,-1.94394,kJ/mol,1.0 K,300.0 K,3000.0 K,1.12683,0.0155527,0.0889414,"Fitted to 50 data points; dA = *|/ 1.12683, dn = +|- 0.0155527, dEa = +|- 0.0889414 kJ/mol",-2.7671105715297877,-1.5013380494649213
rmg_rxn_590,k_for (TST+T),0.00962513,cm^3/(mol*s),3.81207,4.70174,kJ/mol,1.0 K,300.0 K,3000.0 K,1.17122,0.0205858,0.117725,"Fitted to 50 data points; dA = *|/ 1.17122, dn = +|- 0.0205858, dEa = +|- 0.117725 kJ/mol",-2.0165933960634748,-0.7426969859797037
rmg_rxn_19,k_for (TST+T),0.221004,cm^3/(mol*s),3.34669,-2.30382,kJ/mol,1.0 K,300.0 K,3000.0 K,1.04068,0.00519382,0.029702,"Fitted to 50 data points; dA = *|/ 1.04068, dn = +|- 0.00519382, dEa = +|- 0.029702 kJ/mol",-0.6555998658524154,-1.5827330424185957
rmg_rxn_628,k_for (TST+T),4.73091e-05,cm^3/(mol*s),4.54744,17.0155,kJ/mol,1.0 K,300.0 K,3000.0 K,1.82038,0.078026,0.446209,"Fitted to 50 data points; dA = *|/ 1.82038, dn = +|- 0.078026, dEa = +|- 0.446209 kJ/mol",-4.32505531381471,-0.15728981967127728
rmg_rxn_1534,k_for (TST+T),8.09439e-05,cm^3/(mol*s),4.39866,6.80978,kJ/mol,1.0 K,300.0 K,3000.0 K,1.56198,0.058086,0.332178,"Fitted to 50 data points; dA = *|/ 1.56198, dn = +|- 0.058086, dEa = +|- 0.332178 kJ/mol",-4.091815874472806,-0.6179813274553597
rmg_rxn_670,k_for (TST+T),0.0331895,cm^3/(mol*s),3.7487,4.35642,kJ/mol,1.0 K,300.0 K,3000.0 K,1.14018,0.0170871,0.0977165,"Fitted to 50 data points; dA = *|/ 1.14018, dn = +|- 0.0170871, dEa = +|- 0.0977165 kJ/mol",-1.478999290190872,-0.7649570390456317
rmg_rxn_198,k_for (TST+T),8.16342e-05,cm^3/(mol*s),4.45563,14.2519,kJ/mol,1.0 K,300.0 K,3000.0 K,1.76432,0.0739521,0.422912,"Fitted to 50 data points; dA = *|/ 1.76432, dn = +|- 0.0739521, dEa = +|- 0.422912 kJ/mol",-4.088127858898097,-0.26700658627938956
rmg_rxn_258,k_for (TST+T),2.28961e-07,cm^3/(mol*s),5.64728,41.293,kJ/mol,1.0 K,300.0 K,3000.0 K,3.63518,0.16811,0.961374,"Fitted to 50 data points; dA = *|/ 3.63518, dn = +|- 0.16811, dEa = +|- 0.961374 kJ/mol",-6.640238486774666,0.5974029380810459
rmg_rxn_94,k_for (TST+T),1.1152e-08,cm^3/(mol*s),5.97053,75.1671,kJ/mol,1.0 K,300.0 K,3000.0 K,3.51632,0.16378,0.936611,"Fitted to 50 data points; dA = *|/ 3.51632, dn = +|- 0.16378, dEa = +|- 0.936611 kJ/mol",-7.952647239246065,1.3721858226306451
rmg_rxn_253,k_for (TST+T),3.22934e-06,cm^3/(mol*s),5.02705,10.5564,kJ/mol,1.0 K,300.0 K,3000.0 K,2.10424,0.0969008,0.554149,"Fitted to 50 data points; dA = *|/ 2.10424, dn = +|- 0.0969008, dEa = +|- 0.554149 kJ/mol",-5.4908862280239035,-0.42857013235454433
rmg_rxn_50,k_for (TST+T),4.7833e-09,cm^3/(mol*s),5.91786,54.8194,kJ/mol,1.0 K,300.0 K,3000.0 K,3.72362,0.171241,0.979278,"Fitted to 50 data points; dA = *|/ 3.72362, dn = +|- 0.171241, dEa = +|- 0.979278 kJ/mol",-8.32027238010258,0.9312635517196047
rmg_rxn_606,k_for (TST+T),2.26627e-07,cm^3/(mol*s),5.37085,17.5277,kJ/mol,1.0 K,300.0 K,3000.0 K,2.88253,0.137893,0.788571,"Fitted to 50 data points; dA = *|/ 2.88253, dn = +|- 0.137893, dEa = +|- 0.788571 kJ/mol",-6.6446883501986695,-0.13779337959453167
rmg_rxn_45,k_for (TST+T),0.00228873,cm^3/(mol*s),3.89703,-0.814158,kJ/mol,1.0 K,300.0 K,3000.0 K,1.13283,0.0162452,0.0929018,"Fitted to 50 data points; dA = *|/ 1.13283, dn = +|- 0.0162452, dEa = +|- 0.0929018 kJ/mol",-2.6404054377432624,-1.2752122572676494
rmg_rxn_26,k_for (TST+T),0.00840448,cm^3/(mol*s),3.68715,1.40815,kJ/mol,1.0 K,300.0 K,3000.0 K,1.11853,0.0145904,0.0834386,"Fitted to 50 data points; dA = *|/ 1.11853, dn = +|- 0.0145904, dEa = +|- 0.0834386 kJ/mol",-2.07548915195881,-0.990641635815622
rmg_rxn_183,k_for (TST+T),0.000159369,cm^3/(mol*s),4.86452,22.9837,kJ/mol,1.0 K,300.0 K,3000.0 K,2.2512,0.105694,0.604436,"Fitted to 50 data points; dA = *|/ 2.2512, dn = +|- 0.105694, dEa = +|- 0.604436 kJ/mol",-3.797596152439647,0.05682876272336554
rmg_rxn_1500,k_for (TST+T),2.57204e-08,cm^3/(mol*s),5.4904,18.3749,kJ/mol,1.0 K,300.0 K,3000.0 K,2.86691,0.137185,0.784523,"Fitted to 50 data points; dA = *|/ 2.86691, dn = +|- 0.137185, dEa = +|- 0.784523 kJ/mol",-7.589722281609326,-0.1060593067087412
rmg_rxn_524,k_for (TST+T),2.66146e-06,cm^3/(mol*s),4.64477,13.7496,kJ/mol,1.0 K,300.0 K,3000.0 K,1.92944,0.0856049,0.489551,"Fitted to 50 data points; dA = *|/ 1.92944, dn = +|- 0.0856049, dEa = +|- 0.489551 kJ/mol",-5.574880056603689,-0.2878625671566562
rmg_rxn_44,k_for (TST+T),6.82503e-05,cm^3/(mol*s),4.55341,14.8294,kJ/mol,1.0 K,300.0 K,3000.0 K,1.85299,0.0803393,0.459438,"Fitted to 50 data points; dA = *|/ 1.85299, dn = +|- 0.0803393, dEa = +|- 0.459438 kJ/mol",-4.165895435304668,-0.24339877795990184
rmg_rxn_610,k_for (TST+T),0.000125847,cm^3/(mol*s),4.13567,58.2836,kJ/mol,1.0 K,300.0 K,3000.0 K,1.64525,0.0648511,0.370865,"Fitted to 50 data points; dA = *|/ 1.64525, dn = +|- 0.0648511, dEa = +|- 0.370865 kJ/mol",-3.900157132908427,1.010803111083403
rmg_rxn_175,k_for (TST+T),0.0529363,cm^3/(mol*s),3.99362,12.378,kJ/mol,1.0 K,300.0 K,3000.0 K,1.30333,0.0345062,0.197332,"Fitted to 50 data points; dA = *|/ 1.30333, dn = +|- 0.0345062, dEa = +|- 0.197332 kJ/mol",-1.2762464171287162,-0.34646750211425514
rmg_rxn_252,k_for (TST+T),0.393475,cm^3/(mol*s),3.40194,-1.05943,kJ/mol,1.0 K,300.0 K,3000.0 K,1.03267,0.00418695,0.023944,"Fitted to 50 data points; dA = *|/ 1.03267, dn = +|- 0.00418695, dEa = +|- 0.023944 kJ/mol",-0.40508285595284377,-1.3201479482031946
rmg_rxn_314,k_for (TST+T),0.000812869,cm^3/(mol*s),4.1797,6.71205,kJ/mol,1.0 K,300.0 K,3000.0 K,1.39574,0.0434285,0.248356,"Fitted to 50 data points; dA = *|/ 1.39574, dn = +|- 0.0434285, dEa = +|- 0.248356 kJ/mol",-3.089979438614072,-0.623406317122141
rmg_rxn_179,k_for (TST+T),0.000106378,cm^3/(mol*s),4.42779,13.9237,kJ/mol,1.0 K,300.0 K,3000.0 K,1.66935,0.0667452,0.381697,"Fitted to 50 data points; dA = *|/ 1.66935, dn = +|- 0.0667452, dEa = +|- 0.381697 kJ/mol",-3.973148179057071,-0.28059883266175084
rmg_rxn_1129,k_for (TST+T),10450.0,cm^3/(mol*s),2.81363,-0.937545,kJ/mol,1.0 K,300.0 K,3000.0 K,1.26454,0.0305712,0.174829,"Fitted to 50 data points; dA = *|/ 1.26454, dn = +|- 0.0305712, dEa = +|- 0.174829 kJ/mol",4.019116290447073,-1.2975041376246697
rmg_rxn_539,k_for (TST+T),0.00131349,cm^3/(mol*s),3.87664,-0.868905,kJ/mol,1.0 K,300.0 K,3000.0 K,1.13358,0.0163314,0.0933949,"Fitted to 50 data points; dA = *|/ 1.13358, dn = +|- 0.0163314, dEa = +|- 0.0933949 kJ/mol",-2.8815732292816802,-1.2850233924966665
rmg_rxn_229,k_for (TST+T),0.290543,cm^3/(mol*s),3.28149,-4.9018,kJ/mol,1.0 K,300.0 K,3000.0 K,1.11451,0.0141208,0.0807532,"Fitted to 50 data points; dA = *|/ 1.11451, dn = +|- 0.0141208, dEa = +|- 0.0807532 kJ/mol",-0.5367895834776425,-2.277537746242402
rmg_rxn_1155,k_for (TST+T),19306.9,cm^3/(mol*s),2.82846,7.43354,kJ/mol,1.0 K,300.0 K,3000.0 K,1.40073,0.0438941,0.251018,"Fitted to 50 data points; dA = *|/ 1.40073, dn = +|- 0.0438941, dEa = +|- 0.251018 kJ/mol",4.285712547162458,-0.5840375930469114
rmg_rxn_317,k_for (TST+T),0.545635,cm^3/(mol*s),3.45629,-0.585896,kJ/mol,1.0 K,300.0 K,3000.0 K,1.03913,0.00499894,0.0285875,"Fitted to 50 data points; dA = *|/ 1.03913, dn = +|- 0.00499894, dEa = +|- 0.0285875 kJ/mol",-0.2630977794451608,-1.2357288067494194
rmg_rxn_65,k_for (TST+T),1.6136e-06,cm^3/(mol*s),5.21052,28.9693,kJ/mol,1.0 K,300.0 K,3000.0 K,2.67671,0.128244,0.73339,"Fitted to 50 data points; dA = *|/ 2.67671, dn = +|- 0.128244, dEa = +|- 0.73339 kJ/mol",-5.7922041147952905,0.24896984368070924
rmg_rxn_190,k_for (TST+T),0.217538,cm^3/(mol*s),3.67212,1.06522,kJ/mol,1.0 K,300.0 K,3000.0 K,1.09978,0.0123887,0.0708477,"Fitted to 50 data points; dA = *|/ 1.09978, dn = +|- 0.0123887, dEa = +|- 0.0708477 kJ/mol",-0.6624648685998165,-1.0235975351472395
rmg_rxn_586,k_for (TST+T),0.00350195,cm^3/(mol*s),3.81724,5.19108,kJ/mol,1.0 K,300.0 K,3000.0 K,1.19254,0.0229354,0.131161,"Fitted to 50 data points; dA = *|/ 1.19254, dn = +|- 0.0229354, dEa = +|- 0.131161 kJ/mol",-2.455690058960486,-0.7121461765304301
rmg_rxn_301,k_for (TST+T),0.0257938,cm^3/(mol*s),3.92863,4.52308,kJ/mol,1.0 K,300.0 K,3000.0 K,1.24103,0.028127,0.16085,"Fitted to 50 data points; dA = *|/ 1.24103, dn = +|- 0.028127, dEa = +|- 0.16085 kJ/mol",-1.5884846719194132,-0.7541372462916242
rmg_rxn_247,k_for (TST+T),2.23139e-05,cm^3/(mol*s),4.76778,23.3311,kJ/mol,1.0 K,300.0 K,3000.0 K,2.14621,0.0994733,0.568861,"Fitted to 50 data points; dA = *|/ 2.14621, dn = +|- 0.0994733, dEa = +|- 0.568861 kJ/mol",-4.651424517548748,0.06852104906612073
rmg_rxn_521,k_for (TST+T),7.80555e-07,cm^3/(mol*s),4.79716,17.1332,kJ/mol,1.0 K,300.0 K,3000.0 K,2.13706,0.0989169,0.565678,"Fitted to 50 data points; dA = *|/ 2.13706, dn = +|- 0.0989169, dEa = +|- 0.565678 kJ/mol",-6.10759648996871,-0.1527882823717913
rmg_rxn_7,k_for (TST+T),8.75422e-11,cm^3/(mol*s),6.41589,23.2108,kJ/mol,1.0 K,300.0 K,3000.0 K,6.50184,0.243841,1.39446,"Fitted to 50 data points; dA = *|/ 6.50184, dn = +|- 0.243841, dEa = +|- 1.39446 kJ/mol",-10.057782543445379,0.06448054324331205
rmg_rxn_240,k_for (TST+T),0.000893727,cm^3/(mol*s),4.51078,16.6903,kJ/mol,1.0 K,300.0 K,3000.0 K,1.8005,0.0765958,0.43803,"Fitted to 50 data points; dA = *|/ 1.8005, dn = +|- 0.0765958, dEa = +|- 0.43803 kJ/mol",-3.048795121584276,-0.16979521615330387
rmg_rxn_647,k_for (TST+T),0.00693303,cm^3/(mol*s),4.34295,7.31632,kJ/mol,1.0 K,300.0 K,3000.0 K,1.46447,0.0496901,0.284164,"Fitted to 50 data points; dA = *|/ 1.46447, dn = +|- 0.0496901, dEa = +|- 0.284164 kJ/mol",-2.1590769205561298,-0.5903297792577051
rmg_rxn_671,k_for (TST+T),6.57037e-06,cm^3/(mol*s),4.65359,16.5452,kJ/mol,1.0 K,300.0 K,3000.0 K,1.91936,0.0849229,0.485651,"Fitted to 50 data points; dA = *|/ 1.91936, dn = +|- 0.0849229, dEa = +|- 0.485651 kJ/mol",-5.182410173144367,-0.17540761760306614
rmg_rxn_661,k_for (TST+T),4.93637e-06,cm^3/(mol*s),5.0007,23.1831,kJ/mol,1.0 K,300.0 K,3000.0 K,2.38621,0.11328,0.647819,"Fitted to 50 data points; dA = *|/ 2.38621, dn = +|- 0.11328, dEa = +|- 0.647819 kJ/mol",-5.306592295705766,0.0635489335866903
rmg_rxn_343,k_for (TST+T),0.303598,cm^3/(mol*s),4.00555,3.34995,kJ/mol,1.0 K,300.0 K,3000.0 K,1.23536,0.0275301,0.157437,"Fitted to 50 data points; dA = *|/ 1.23536, dn = +|- 0.0275301, dEa = +|- 0.157437 kJ/mol",-0.5177010937509472,-0.8337444341335607
rmg_rxn_1476,k_for (TST+T),0.000772718,cm^3/(mol*s),4.10808,4.08186,kJ/mol,1.0 K,300.0 K,3000.0 K,1.30461,0.0346345,0.198065,"Fitted to 50 data points; dA = *|/ 1.30461, dn = +|- 0.0346345, dEa = +|- 0.198065 kJ/mol",-3.1119789710089845,-0.7831108900789752
rmg_rxn_1475,k_for (TST+T),3.20979e-05,cm^3/(mol*s),4.52045,5.44997,kJ/mol,1.0 K,300.0 K,3000.0 K,1.62759,0.0634453,0.362826,"Fitted to 50 data points; dA = *|/ 1.62759, dn = +|- 0.0634453, dEa = +|- 0.362826 kJ/mol",-4.493523380313062,-0.6964138778592626
rmg_rxn_199,k_for (TST+T),5.0393e-05,cm^3/(mol*s),4.42291,12.0351,kJ/mol,1.0 K,300.0 K,3000.0 K,1.69794,0.0689567,0.394344,"Fitted to 50 data points; dA = *|/ 1.69794, dn = +|- 0.0689567, dEa = +|- 0.394344 kJ/mol",-4.297629786421702,-0.3615269220675851
rmg_rxn_614,k_for (TST+T),1.09678e-08,cm^3/(mol*s),5.49007,27.3549,kJ/mol,1.0 K,300.0 K,3000.0 K,3.92349,0.178051,1.01822,"Fitted to 50 data points; dA = *|/ 3.92349, dn = +|- 0.178051, dEa = +|- 1.01822 kJ/mol",-7.959880477592023,0.19895693482324464
rmg_rxn_238,k_for (TST+T),5.89672e-05,cm^3/(mol*s),4.42961,11.4258,kJ/mol,1.0 K,300.0 K,3000.0 K,1.67139,0.0669043,0.382607,"Fitted to 50 data points; dA = *|/ 1.67139, dn = +|- 0.0669043, dEa = +|- 0.382607 kJ/mol",-4.2293894937826435,-0.3887236705589521
rmg_rxn_98,k_for (TST+T),0.000356183,cm^3/(mol*s),4.54511,17.6697,kJ/mol,1.0 K,300.0 K,3000.0 K,1.86502,0.0811816,0.464255,"Fitted to 50 data points; dA = *|/ 1.86502, dn = +|- 0.0811816, dEa = +|- 0.464255 kJ/mol",-3.4483268125043827,-0.1324304751085993
rmg_rxn_588,k_for (TST+T),0.008511,cm^3/(mol*s),3.96075,9.8053,kJ/mol,1.0 K,300.0 K,3000.0 K,1.29328,0.0334983,0.191568,"Fitted to 50 data points; dA = *|/ 1.29328, dn = +|- 0.0334983, dEa = +|- 0.191568 kJ/mol",-2.0700194094844853,-0.4640717544682518
rmg_rxn_1479,k_for (TST+T),3.65791e-05,cm^3/(mol*s),4.23676,2.23729,kJ/mol,1.0 K,300.0 K,3000.0 K,1.4122,0.0449557,0.257089,"Fitted to 50 data points; dA = *|/ 1.4122, dn = +|- 0.0449557, dEa = +|- 0.257089 kJ/mol",-4.436766984202471,-0.9186054957902056
rmg_rxn_599,k_for (TST+T),4.91346e-22,cm^3/(mol*s),9.74409,65.1042,kJ/mol,1.0 K,300.0 K,3000.0 K,85.7788,0.579848,3.31599,"Fitted to 50 data points; dA = *|/ 85.7788, dn = +|- 0.579848, dEa = +|- 3.31599 kJ/mol",-21.308612575146707,1.1616439166305887
rmg_rxn_530,k_for (TST+T),2.98189e-07,cm^3/(mol*s),4.95758,21.9813,kJ/mol,1.0 K,300.0 K,3000.0 K,2.3779,0.112826,0.645219,"Fitted to 50 data points; dA = *|/ 2.3779, dn = +|- 0.112826, dEa = +|- 0.645219 kJ/mol",-6.5255083814310275,0.022666089336508325
rmg_rxn_201,k_for (TST+T),7.06132e-05,cm^3/(mol*s),4.69311,20.9991,kJ/mol,1.0 K,300.0 K,3000.0 K,2.078,0.0952664,0.544802,"Fitted to 50 data points; dA = *|/ 2.078, dn = +|- 0.0952664, dEa = +|- 0.544802 kJ/mol",-4.1511141070032815,-0.011451188392304306
rmg_rxn_187,k_for (TST+T),3.99621e-06,cm^3/(mol*s),4.8517,28.9176,kJ/mol,1.0 K,300.0 K,3000.0 K,2.34455,0.110986,0.634699,"Fitted to 50 data points; dA = *|/ 2.34455, dn = +|- 0.110986, dEa = +|- 0.634699 kJ/mol",-5.398351697762162,0.24738689694485377
rmg_rxn_20,k_for (TST+T),0.0267651,cm^3/(mol*s),3.88516,8.7598,kJ/mol,1.0 K,300.0 K,3000.0 K,1.22098,0.0260048,0.148714,"Fitted to 50 data points; dA = *|/ 1.22098, dn = +|- 0.0260048, dEa = +|- 0.148714 kJ/mol",-1.5724311296626883,-0.5153543215757713
rmg_rxn_336,k_for (TST+T),1.99958e-05,cm^3/(mol*s),4.40122,12.7004,kJ/mol,1.0 K,300.0 K,3000.0 K,1.63531,0.0640614,0.366349,"Fitted to 50 data points; dA = *|/ 1.63531, dn = +|- 0.0640614, dEa = +|- 0.366349 kJ/mol",-4.699061215754753,-0.3324627984778418
rmg_rxn_195,k_for (TST+T),2.42267e-06,cm^3/(mol*s),4.79982,27.2915,kJ/mol,1.0 K,300.0 K,3000.0 K,2.16202,0.100429,0.574327,"Fitted to 50 data points; dA = *|/ 2.16202, dn = +|- 0.100429, dEa = +|- 0.574327 kJ/mol",-5.615705738540761,0.19696758581981738
rmg_rxn_237,k_for (TST+T),3.30236e-05,cm^3/(mol*s),4.37183,9.89538,kJ/mol,1.0 K,300.0 K,3000.0 K,1.63006,0.0636425,0.363954,"Fitted to 50 data points; dA = *|/ 1.63006, dn = +|- 0.0636425, dEa = +|- 0.363954 kJ/mol",-4.481175584770589,-0.45975785433149474
rmg_rxn_1446,k_for (TST+T),0.00699686,cm^3/(mol*s),3.85496,-1.50926,kJ/mol,1.0 K,300.0 K,3000.0 K,1.08184,0.0102464,0.0585962,"Fitted to 50 data points; dA = *|/ 1.08184, dn = +|- 0.0102464, dEa = +|- 0.0585962 kJ/mol",-2.155096815788552,-1.408756433116235
rmg_rxn_59,k_for (TST+T),0.0907986,cm^3/(mol*s),3.29329,-3.94261,kJ/mol,1.0 K,300.0 K,3000.0 K,1.04627,0.00589172,0.0336931,"Fitted to 50 data points; dA = *|/ 1.04627, dn = +|- 0.00589172, dEa = +|- 0.0336931 kJ/mol",-1.0419208477009638,-2.0009760098075895
rmg_rxn_1161,k_for (TST+T),58112.2,cm^3/(mol*s),2.87255,-0.033632,kJ/mol,1.0 K,300.0 K,3000.0 K,1.23834,0.0278437,0.15923,"Fitted to 50 data points; dA = *|/ 1.23834, dn = +|- 0.0278437, dEa = +|- 0.15923 kJ/mol",4.7642673171832985,-1.1507132572291368
rmg_rxn_1147,k_for (TST+T),368.869,cm^3/(mol*s),3.39988,11.8025,kJ/mol,1.0 K,300.0 K,3000.0 K,1.81807,0.0778607,0.445264,"Fitted to 50 data points; dA = *|/ 1.81807, dn = +|- 0.0778607, dEa = +|- 0.445264 kJ/mol",2.566872158358686,-0.3718417564057695
rmg_rxn_1482,k_for (TST+T),0.0366045,cm^3/(mol*s),3.80417,-0.703014,kJ/mol,1.0 K,300.0 K,3000.0 K,1.09586,0.0119227,0.0681825,"Fitted to 50 data points; dA = *|/ 1.09586, dn = +|- 0.0119227, dEa = +|- 0.0681825 kJ/mol",-1.4364655210253852,-1.2556953412850556
