rxn,direction,E0_total,E0_TS0,delta_E0
rmg_rxn_375,reverse,-1121488.0,,
rmg_rxn_376,forward,-716327.0,,
rmg_rxn_376,reverse,-1121485.0,,
rmg_rxn_377,forward,-807535.0,,
rmg_rxn_377,reverse,-1212699.0,,
rmg_rxn_378,forward,-807535.0,,
rmg_rxn_378,reverse,-1212720.0,,
rmg_rxn_379,forward,-807535.0,,
rmg_rxn_379,reverse,-1212723.0,,
rmg_rxn_380,forward,-1048590.0,,
rmg_rxn_380,reverse,-1453793.0,,
rmg_rxn_381,forward,-1461180.0,,
rmg_rxn_381,reverse,-1866383.0,,
rmg_rxn_382,forward,-1461180.0,,
rmg_rxn_382,reverse,-1866343.0,,
rmg_rxn_383,forward,-548878.0,,
rmg_rxn_383,reverse,-954185.0,,
rmg_rxn_384,forward,-548878.0,,
rmg_rxn_384,reverse,-954040.0,,
rmg_rxn_387,forward,-348436.0,,
rmg_rxn_387,reverse,-753621.0,,
rmg_rxn_388,forward,-409308.0,,
rmg_rxn_388,reverse,-814518.0,,
rmg_rxn_389,forward,-352970.0,,
rmg_rxn_389,reverse,-758196.0,,
rmg_rxn_39,forward,-1215131.0,-1215070.0,61.0
rmg_rxn_39,reverse,-1215154.0,-1215070.0,84.0
rmg_rxn_390,forward,-291956.0,,
rmg_rxn_390,reverse,-697185.0,,
rmg_rxn_391,forward,-715959.0,,
rmg_rxn_392,forward,-1254880.0,,
rmg_rxn_392,reverse,-1660103.0,,
rmg_rxn_394,forward,-548938.0,,
rmg_rxn_394,reverse,-954185.0,,
rmg_rxn_395,forward,-915206.0,,
rmg_rxn_395,reverse,-510044.0,,
rmg_rxn_396,forward,-714487.0,,
rmg_rxn_396,reverse,-309368.0,,
rmg_rxn_398,forward,-810206.0,-810237.0,-31.0
rmg_rxn_398,reverse,-810415.0,-810237.0,178.0
rmg_rxn_399,forward,-810191.0,-810217.0,-26.0
rmg_rxn_399,reverse,-810415.0,-810217.0,198.0
rmg_rxn_4,forward,-662036.0,,
rmg_rxn_4,reverse,-351303.0,,
rmg_rxn_40,forward,-2060706.0,-2060680.0,26.0
rmg_rxn_40,reverse,-2060741.0,-2060680.0,61.0
rmg_rxn_409,forward,-1855694.0,-1855720.0,-26.0
rmg_rxn_409,reverse,-1855878.0,-1855720.0,158.0
rmg_rxn_41,forward,-1354701.0,-1354690.0,11.0
rmg_rxn_41,reverse,-1354821.0,-1354690.0,131.0
rmg_rxn_410,forward,-1855664.0,-1855680.0,-16.0
rmg_rxn_410,reverse,-1855878.0,-1855680.0,198.0
rmg_rxn_411,forward,-943504.0,-943577.0,-73.0
rmg_rxn_411,reverse,-943583.0,-943577.0,6.0
rmg_rxn_417,forward,-747515.0,-747489.0,26.0
rmg_rxn_417,reverse,-747676.0,-747489.0,187.0
rmg_rxn_42,forward,-2266981.0,-2266940.0,41.0
rmg_rxn_42,reverse,-2266996.0,-2266940.0,56.0
rmg_rxn_422,forward,-943504.0,-943519.0,-15.0
rmg_rxn_422,reverse,-943644.0,-943519.0,125.0
rmg_rxn_43,forward,-1221523.0,-1221490.0,33.0
rmg_rxn_43,reverse,-1221533.0,-1221490.0,43.0
rmg_rxn_44,forward,-1221508.0,-1221470.0,38.0
rmg_rxn_44,reverse,-1221533.0,-1221470.0,63.0
rmg_rxn_45,forward,-962928.0,-962911.0,17.0
rmg_rxn_45,reverse,-962997.0,-962911.0,86.0
rmg_rxn_46,forward,-962913.0,-962897.0,16.0
rmg_rxn_46,reverse,-962997.0,-962897.0,100.0
rmg_rxn_47,forward,-1354762.0,-1354740.0,22.0
rmg_rxn_47,reverse,-1354821.0,-1354740.0,81.0
rmg_rxn_48,forward,-2008386.0,-2008360.0,26.0
rmg_rxn_48,reverse,-2008460.0,-2008360.0,100.0
rmg_rxn_49,forward,-1096165.0,-1096090.0,75.0
rmg_rxn_49,reverse,-1096226.0,-1096090.0,136.0
rmg_rxn_498,forward,-1461180.0,,
rmg_rxn_498,reverse,-1772050.0,,
rmg_rxn_499,forward,-1461180.0,,
rmg_rxn_499,reverse,-1772010.0,,
rmg_rxn_50,forward,-956595.0,-956509.0,86.0
rmg_rxn_50,reverse,-956559.0,-956509.0,50.0
rmg_rxn_500,forward,-548878.0,,
rmg_rxn_500,reverse,-859852.0,,
rmg_rxn_501,forward,-548878.0,,
rmg_rxn_501,reverse,-859707.0,,
rmg_rxn_504,forward,-348436.0,,
rmg_rxn_504,reverse,-659288.0,,
rmg_rxn_505,forward,-409308.0,,
rmg_rxn_505,reverse,-720185.0,,
rmg_rxn_506,reverse,-663863.0,,
rmg_rxn_507,forward,-291956.0,,
rmg_rxn_507,reverse,-602852.0,,
rmg_rxn_508,forward,-621626.0,,
rmg_rxn_509,forward,-1254880.0,,
rmg_rxn_509,reverse,-1565770.0,,
rmg_rxn_51,forward,-900237.0,-900209.0,28.0
rmg_rxn_51,reverse,-900258.0,-900209.0,49.0
rmg_rxn_511,forward,-548938.0,,
rmg_rxn_511,reverse,-859852.0,,
rmg_rxn_512,forward,-820873.0,,
rmg_rxn_512,reverse,-510044.0,,
rmg_rxn_513,forward,-620154.0,,
rmg_rxn_513,reverse,-309368.0,,
rmg_rxn_514,forward,-312560.0,,
rmg_rxn_514,reverse,-406893.0,,
rmg_rxn_519,forward,-1772012.0,-1771970.0,42.0
rmg_rxn_519,reverse,-1772027.0,-1771970.0,57.0
rmg_rxn_52,forward,-839227.0,-839210.0,17.0
rmg_rxn_52,reverse,-839245.0,-839210.0,35.0
rmg_rxn_520,forward,-1771997.0,-1771960.0,37.0
rmg_rxn_520,reverse,-1772027.0,-1771960.0,67.0
rmg_rxn_521,forward,-2072622.0,-2072580.0,42.0
rmg_rxn_521,reverse,-2072642.0,-2072580.0,62.0
rmg_rxn_522,forward,-2072640.0,-2072600.0,40.0
rmg_rxn_522,reverse,-2072642.0,-2072600.0,42.0
rmg_rxn_523,forward,-2072642.0,-2072600.0,42.0
rmg_rxn_523,reverse,-2072642.0,-2072600.0,42.0
rmg_rxn_524,forward,-2072610.0,-2072570.0,40.0
rmg_rxn_524,reverse,-2072642.0,-2072570.0,72.0
rmg_rxn_525,forward,-2072608.0,-2072570.0,38.0
rmg_rxn_525,reverse,-2072642.0,-2072570.0,72.0
rmg_rxn_526,forward,-2163822.0,-2163790.0,32.0
rmg_rxn_526,reverse,-2163851.0,-2163790.0,61.0
rmg_rxn_527,forward,-2163844.0,-2163790.0,54.0
rmg_rxn_527,reverse,-2163851.0,-2163790.0,61.0
rmg_rxn_528,forward,-2163846.0,-2163790.0,56.0
rmg_rxn_528,reverse,-2163851.0,-2163790.0,61.0
rmg_rxn_529,forward,-2404910.0,-2404910.0,0.0
rmg_rxn_529,reverse,-2404920.0,-2404910.0,10.0
rmg_rxn_53,forward,-858004.0,,
rmg_rxn_53,reverse,-547292.0,,
rmg_rxn_530,forward,-2817490.0,-2817450.0,40.0
rmg_rxn_530,reverse,-2817500.0,-2817450.0,50.0
rmg_rxn_531,forward,-2817470.0,-2817430.0,40.0
rmg_rxn_531,reverse,-2817490.0,-2817430.0,60.0
rmg_rxn_539,forward,-1648275.0,-1648260.0,15.0
rmg_rxn_539,reverse,-1648311.0,-1648260.0,51.0
rmg_rxn_54,forward,-1802146.0,-1802100.0,46.0
rmg_rxn_54,reverse,-1802170.0,-1802100.0,70.0
rmg_rxn_541,forward,-2611200.0,-2611190.0,10.0
rmg_rxn_541,reverse,-2611230.0,-2611190.0,40.0
rmg_rxn_543,forward,-1905256.0,-1905240.0,16.0
rmg_rxn_543,reverse,-1905310.0,-1905240.0,70.0
rmg_rxn_545,forward,-1665685.0,-1665600.0,85.0
rmg_rxn_545,reverse,-1665612.0,-1665600.0,12.0
rmg_rxn_547,forward,-1752534.0,-1752570.0,-36.0
rmg_rxn_547,reverse,-1752728.0,-1752570.0,158.0
rmg_rxn_55,forward,-1770246.0,,
rmg_rxn_55,reverse,-1459490.0,,
rmg_rxn_550,forward,-1358020.0,,
rmg_rxn_550,reverse,-1668890.0,,
rmg_rxn_56,forward,-1751435.0,-1751420.0,15.0
rmg_rxn_56,reverse,-1751461.0,-1751420.0,41.0
rmg_rxn_57,forward,-1812448.0,-1812430.0,18.0
rmg_rxn_57,reverse,-1812471.0,-1812430.0,41.0
rmg_rxn_58,forward,-1868785.0,-1868730.0,55.0
rmg_rxn_58,reverse,-1868793.0,-1868730.0,63.0
rmg_rxn_586,forward,-859710.0,-859689.0,21.0
rmg_rxn_586,reverse,-859832.0,-859689.0,143.0
rmg_rxn_587,forward,-859695.0,-859669.0,26.0
rmg_rxn_587,reverse,-859832.0,-859669.0,163.0
rmg_rxn_588,forward,-1160320.0,-1160300.0,20.0
rmg_rxn_588,reverse,-1160447.0,-1160300.0,147.0
rmg_rxn_59,forward,-2714360.0,-2714360.0,0.0
rmg_rxn_59,reverse,-2714380.0,-2714360.0,20.0
rmg_rxn_590,forward,-1160340.0,-1160320.0,20.0
rmg_rxn_590,reverse,-1160447.0,-1160320.0,127.0
rmg_rxn_591,forward,-1160308.0,-1160280.0,28.0
rmg_rxn_591,reverse,-1160447.0,-1160280.0,167.0
rmg_rxn_592,forward,-1160306.0,-1160280.0,26.0
rmg_rxn_592,reverse,-1160447.0,-1160280.0,167.0
rmg_rxn_596,forward,-1492618.0,-1492600.0,18.0
rmg_rxn_596,reverse,-1492715.0,-1492600.0,115.0
rmg_rxn_599,forward,-993000.0,-992869.0,131.0
rmg_rxn_599,reverse,-993008.0,-992869.0,139.0
rmg_rxn_6,forward,-857944.0,,
rmg_rxn_6,reverse,-547292.0,,
rmg_rxn_60,forward,-2008416.0,-2008390.0,26.0
rmg_rxn_60,reverse,-2008460.0,-2008390.0,70.0
rmg_rxn_600,forward,-992863.0,-992830.0,33.0
rmg_rxn_600,reverse,-993000.0,-992830.0,170.0
rmg_rxn_605,forward,-797019.0,-796970.0,49.0
rmg_rxn_605,reverse,-797093.0,-796970.0,123.0
rmg_rxn_606,forward,-736009.0,-735962.0,47.0
rmg_rxn_606,reverse,-736080.0,-735962.0,118.0
rmg_rxn_607,forward,-754785.0,,
rmg_rxn_607,reverse,-444126.0,,
rmg_rxn_61,forward,-2008355.0,-2008290.0,65.0
rmg_rxn_61,reverse,-2008460.0,-2008290.0,170.0
rmg_rxn_610,forward,-993008.0,-992931.0,77.0
rmg_rxn_610,reverse,-993061.0,-992931.0,130.0
rmg_rxn_611,forward,-954028.0,-954002.0,26.0
rmg_rxn_611,reverse,-954166.0,-954002.0,164.0
rmg_rxn_613,forward,-445719.0,,
rmg_rxn_613,reverse,-851019.0,,
rmg_rxn_614,forward,-840339.0,-840277.0,62.0
rmg_rxn_614,reverse,-840426.0,-840277.0,149.0
rmg_rxn_618,forward,-1802038.0,-1802010.0,28.0
rmg_rxn_618,reverse,-1802145.0,-1802010.0,135.0
rmg_rxn_62,forward,-2920620.0,-2920580.0,40.0
rmg_rxn_62,reverse,-2920650.0,-2920580.0,70.0
rmg_rxn_628,forward,-1418966.0,-1418930.0,36.0
rmg_rxn_628,reverse,-1418974.0,-1418930.0,44.0
rmg_rxn_629,forward,-1418966.0,-1418930.0,36.0
rmg_rxn_629,reverse,-1418996.0,-1418930.0,66.0
rmg_rxn_63,forward,-1875162.0,-1875120.0,42.0
rmg_rxn_63,reverse,-1875187.0,-1875120.0,67.0
rmg_rxn_630,forward,-1418966.0,-1418940.0,26.0
rmg_rxn_630,reverse,-1418998.0,-1418940.0,58.0
rmg_rxn_631,forward,-1660025.0,-1660030.0,-5.0
rmg_rxn_631,reverse,-1660072.0,-1660030.0,42.0
rmg_rxn_632,forward,-2072605.0,-2072590.0,15.0
rmg_rxn_632,reverse,-2072652.0,-2072590.0,62.0
rmg_rxn_633,forward,-2072605.0,-2072560.0,45.0
rmg_rxn_633,reverse,-2072622.0,-2072560.0,62.0
rmg_rxn_634,forward,-1160310.0,-1160300.0,10.0
rmg_rxn_634,reverse,-1160462.0,-1160300.0,162.0
rmg_rxn_635,forward,-1160310.0,-1160270.0,40.0
rmg_rxn_635,reverse,-1160317.0,-1160270.0,47.0
rmg_rxn_638,forward,-959869.0,-959841.0,28.0
rmg_rxn_638,reverse,-959899.0,-959841.0,58.0
rmg_rxn_64,forward,-1875147.0,-1875110.0,37.0
rmg_rxn_64,reverse,-1875187.0,-1875110.0,77.0
rmg_rxn_640,forward,-964403.0,-964398.0,5.0
rmg_rxn_640,reverse,-964473.0,-964398.0,75.0
rmg_rxn_641,forward,-903390.0,-903394.0,-4.0
rmg_rxn_641,reverse,-903463.0,-903394.0,69.0
rmg_rxn_642,forward,-922242.0,,
rmg_rxn_642,reverse,-611439.0,,
rmg_rxn_643,forward,-1866315.0,-1866320.0,-5.0
rmg_rxn_643,reverse,-1866382.0,-1866320.0,62.0
rmg_rxn_645,forward,-1160371.0,-1160360.0,11.0
rmg_rxn_645,reverse,-1160462.0,-1160360.0,102.0
rmg_rxn_646,forward,-1121482.0,-1121450.0,32.0
rmg_rxn_646,reverse,-1121476.0,-1121450.0,26.0
rmg_rxn_647,forward,-920764.0,-920741.0,23.0
rmg_rxn_647,reverse,-920800.0,-920741.0,59.0
rmg_rxn_648,forward,-613176.0,,
rmg_rxn_648,reverse,-1018332.0,,
rmg_rxn_649,forward,-1007649.0,-1007680.0,-31.0
rmg_rxn_649,reverse,-1007880.0,-1007680.0,200.0
rmg_rxn_65,forward,-2266996.0,-2266950.0,46.0
rmg_rxn_65,reverse,-2267011.0,-2266950.0,61.0
rmg_rxn_652,forward,-923999.0,,
rmg_rxn_652,reverse,-613176.0,,
rmg_rxn_653,forward,-1969455.0,-1969430.0,25.0
rmg_rxn_653,reverse,-1969492.0,-1969430.0,62.0
rmg_rxn_657,forward,-1027151.0,-1027110.0,41.0
rmg_rxn_657,reverse,-1027158.0,-1027110.0,48.0
rmg_rxn_658,forward,-1027136.0,-1027100.0,36.0
rmg_rxn_658,reverse,-1027158.0,-1027100.0,58.0
rmg_rxn_659,forward,-1327761.0,-1327720.0,41.0
rmg_rxn_659,reverse,-1327773.0,-1327720.0,53.0
rmg_rxn_660,forward,-1327773.0,-1327730.0,43.0
rmg_rxn_660,reverse,-1327779.0,-1327730.0,49.0
rmg_rxn_661,forward,-1327773.0,-1327730.0,43.0
rmg_rxn_661,reverse,-1327781.0,-1327730.0,51.0
rmg_rxn_662,forward,-1327749.0,-1327710.0,39.0
rmg_rxn_662,reverse,-1327773.0,-1327710.0,63.0
rmg_rxn_663,forward,-1327747.0,-1327700.0,47.0
rmg_rxn_663,reverse,-1327773.0,-1327700.0,73.0
rmg_rxn_664,forward,-1418961.0,-1418920.0,41.0
rmg_rxn_664,reverse,-1418982.0,-1418920.0,62.0
rmg_rxn_665,forward,-1418982.0,-1418930.0,52.0
rmg_rxn_665,reverse,-1418983.0,-1418930.0,53.0
rmg_rxn_666,forward,-1418985.0,-1418920.0,65.0
rmg_rxn_666,reverse,-1418982.0,-1418920.0,62.0
rmg_rxn_667,forward,-1660041.0,-1660050.0,-9.0
rmg_rxn_667,reverse,-1660059.0,-1660050.0,9.0
rmg_rxn_668,forward,-2072621.0,-2072570.0,51.0
rmg_rxn_668,reverse,-2072639.0,-2072570.0,69.0
rmg_rxn_669,forward,-2072609.0,-2072560.0,49.0
rmg_rxn_669,reverse,-2072621.0,-2072560.0,61.0
rmg_rxn_670,forward,-1160326.0,-1160310.0,16.0
rmg_rxn_670,reverse,-1160449.0,-1160310.0,139.0
rmg_rxn_671,forward,-1160304.0,-1160270.0,34.0
rmg_rxn_671,reverse,-1160326.0,-1160270.0,56.0
rmg_rxn_675,forward,-1020756.0,-1020710.0,46.0
rmg_rxn_675,reverse,-1020782.0,-1020710.0,72.0
rmg_rxn_676,forward,-964419.0,-964401.0,18.0
rmg_rxn_676,reverse,-964460.0,-964401.0,59.0
rmg_rxn_677,forward,-903406.0,-903394.0,12.0
rmg_rxn_677,reverse,-903450.0,-903394.0,56.0
rmg_rxn_678,forward,-922229.0,,
rmg_rxn_678,reverse,-611455.0,,
rmg_rxn_679,forward,-1866331.0,-1866330.0,1.0
rmg_rxn_679,reverse,-1866369.0,-1866330.0,39.0
rmg_rxn_681,forward,-1160387.0,-1160370.0,17.0
rmg_rxn_681,reverse,-1160449.0,-1160370.0,79.0
rmg_rxn_682,forward,-1121469.0,-1121450.0,19.0
rmg_rxn_682,reverse,-1121492.0,-1121450.0,42.0
rmg_rxn_683,forward,-920751.0,-920737.0,14.0
rmg_rxn_683,reverse,-920816.0,-920737.0,79.0
rmg_rxn_685,forward,-1007867.0,-1007700.0,167.0
rmg_rxn_685,reverse,-1007665.0,-1007700.0,-35.0
rmg_rxn_688,forward,-613163.0,,
rmg_rxn_688,reverse,-924015.0,,
rmg_rxn_689,forward,-1969471.0,-1969420.0,51.0
rmg_rxn_689,reverse,-1969479.0,-1969420.0,59.0
rmg_rxn_691,forward,-1057169.0,-1057150.0,19.0
rmg_rxn_691,reverse,-1057284.0,-1057150.0,134.0
rmg_rxn_7,forward,-839166.0,-839103.0,63.0
rmg_rxn_7,reverse,-839245.0,-839103.0,142.0
rmg_rxn_739,forward,-959631.0,-959736.0,-105.0
rmg_rxn_739,reverse,-959831.0,-959736.0,95.0
rmg_rxn_745,forward,-1704479.0,-1704580.0,-101.0
rmg_rxn_745,reverse,-1704693.0,-1704580.0,113.0
rmg_rxn_76,forward,-1357656.0,,
rmg_rxn_76,reverse,-1046900.0,,
rmg_rxn_760,forward,-650202.0,,
rmg_rxn_760,reverse,-245244.0,,
rmg_rxn_77,forward,-1338855.0,-1338860.0,-5.0
rmg_rxn_77,reverse,-1338881.0,-1338860.0,21.0
rmg_rxn_78,forward,-1399868.0,-1399870.0,-2.0
rmg_rxn_78,reverse,-1399891.0,-1399870.0,21.0
rmg_rxn_8,forward,-900176.0,-900136.0,40.0
rmg_rxn_8,reverse,-900258.0,-900136.0,122.0
rmg_rxn_80,forward,-2301780.0,-2301780.0,0.0
rmg_rxn_80,reverse,-2301800.0,-2301780.0,20.0
rmg_rxn_81,forward,-1595836.0,-1595800.0,36.0
rmg_rxn_81,reverse,-1595880.0,-1595800.0,80.0
rmg_rxn_83,forward,-2508040.0,-2508030.0,10.0
rmg_rxn_83,reverse,-2508070.0,-2508030.0,40.0
rmg_rxn_84,forward,-1462607.0,-1462590.0,17.0
rmg_rxn_84,reverse,-1462582.0,-1462590.0,-8.0
rmg_rxn_85,forward,-1462607.0,-1462570.0,37.0
rmg_rxn_85,reverse,-1462567.0,-1462570.0,-3.0
rmg_rxn_86,forward,-1854416.0,-1854420.0,-4.0
rmg_rxn_86,reverse,-1854431.0,-1854420.0,11.0
rmg_rxn_87,forward,-2508070.0,-2508060.0,10.0
rmg_rxn_87,reverse,-2508070.0,-2508060.0,10.0
rmg_rxn_89,forward,-657502.0,,
rmg_rxn_89,reverse,-346728.0,,
rmg_rxn_94,forward,-895724.0,-895617.0,107.0
rmg_rxn_94,reverse,-895663.0,-895617.0,46.0
rmg_rxn_96,forward,-1807884.0,-1807840.0,44.0
rmg_rxn_96,reverse,-1807897.0,-1807840.0,57.0
rmg_rxn_97,forward,-762426.0,-762387.0,39.0
rmg_rxn_97,reverse,-762434.0,-762387.0,47.0
rmg_rxn_98,forward,-762411.0,-762371.0,40.0
rmg_rxn_98,reverse,-762434.0,-762371.0,63.0
rxn_1,forward,-1009347.0,-1009340.0,7.0
rxn_1,reverse,-1009405.0,-1009340.0,65.0
rxn_10,forward,-924048.0,-924002.0,46.0
rxn_10,reverse,-924039.0,-924002.0,37.0
rxn_100,forward,-456030.0,-456006.0,24.0
rxn_100,reverse,-456114.0,-456006.0,108.0
rxn_1000,forward,-720223.0,-720142.0,81.0
rxn_1000,reverse,-720208.0,-720142.0,66.0
rxn_1001,forward,-823387.0,-823304.0,83.0
rxn_1001,reverse,-823363.0,-823304.0,59.0
rxn_1003,forward,-923377.0,-923266.0,111.0
rxn_1003,reverse,-923317.0,-923266.0,51.0
rxn_1005,forward,-716974.0,-716904.0,70.0
rxn_1005,reverse,-716973.0,-716904.0,69.0
rxn_1006,forward,-820140.0,-820066.0,74.0
rxn_1006,reverse,-820127.0,-820066.0,61.0
rxn_1007,forward,-813713.0,-813624.0,89.0
rxn_1007,reverse,-813679.0,-813624.0,55.0
rxn_1008,forward,-916878.0,-916785.0,93.0
rxn_1008,reverse,-916832.0,-916785.0,47.0
rxn_1009,forward,-1020343.0,-1020280.0,63.0
rxn_1009,reverse,-1020358.0,-1020280.0,78.0
rxn_101,forward,-559179.0,-559146.0,33.0
rxn_101,reverse,-559202.0,-559146.0,56.0
rxn_1011,forward,-1226665.0,-1226600.0,65.0
rxn_1011,reverse,-1226661.0,-1226600.0,61.0
rxn_1012,forward,-513798.0,-513783.0,15.0
rxn_1012,reverse,-513897.0,-513783.0,114.0
rxn_1014,forward,-716981.0,-716924.0,57.0
rxn_1014,reverse,-717029.0,-716924.0,105.0
rxn_1015,forward,-917087.0,-917080.0,7.0
rxn_1015,reverse,-917195.0,-917080.0,115.0
rxn_1016,forward,-713737.0,-713694.0,43.0
rxn_1016,reverse,-713784.0,-713694.0,90.0
rxn_1017,forward,-1459385.0,-1459340.0,45.0
rxn_1017,reverse,-1459424.0,-1459340.0,84.0
rxn_1018,forward,-1562545.0,-1562500.0,45.0
rxn_1018,reverse,-1562574.0,-1562500.0,74.0
rxn_1019,forward,-1665705.0,-1665660.0,45.0
rxn_1019,reverse,-1665724.0,-1665660.0,64.0
rxn_102,forward,-559192.0,-559170.0,22.0
rxn_102,reverse,-559278.0,-559170.0,108.0
rxn_1020,forward,-1559405.0,-1559330.0,75.0
rxn_1020,reverse,-1559384.0,-1559330.0,54.0
rxn_1023,forward,-1765755.0,-1765650.0,105.0
rxn_1023,reverse,-1765694.0,-1765650.0,44.0
rxn_1025,forward,-1659335.0,-1659240.0,95.0
rxn_1025,reverse,-1659354.0,-1659240.0,114.0
rxn_1026,forward,-1662555.0,-1662460.0,95.0
rxn_1026,reverse,-1662534.0,-1662460.0,74.0
rxn_1027,forward,-1765715.0,-1765620.0,95.0
rxn_1027,reverse,-1765684.0,-1765620.0,64.0
rxn_1028,forward,-2604925.0,-2604810.0,115.0
rxn_1028,reverse,-2604854.0,-2604810.0,44.0
rxn_1029,forward,-2708095.0,-2707970.0,125.0
rxn_1029,reverse,-2708014.0,-2707970.0,44.0
rxn_103,forward,-662344.0,-662329.0,15.0
rxn_103,reverse,-662434.0,-662329.0,105.0
rxn_1030,forward,-1659305.0,-1659230.0,75.0
rxn_1030,reverse,-1659284.0,-1659230.0,54.0
rxn_1031,forward,-1762465.0,-1762390.0,75.0
rxn_1031,reverse,-1762444.0,-1762390.0,54.0
rxn_1036,forward,-2501725.0,-2501660.0,65.0
rxn_1036,reverse,-2501724.0,-2501660.0,64.0
rxn_1037,forward,-1659355.0,-1659280.0,75.0
rxn_1037,reverse,-1659354.0,-1659280.0,74.0
rxn_1039,forward,-620192.0,-620160.0,32.0
rxn_1039,reverse,-620265.0,-620160.0,105.0
rxn_104,forward,-662334.0,-662302.0,32.0
rxn_104,reverse,-662355.0,-662302.0,53.0
rxn_1040,forward,-723356.0,-723324.0,32.0
rxn_1040,reverse,-723415.0,-723324.0,91.0
rxn_1043,forward,-926536.0,-926464.0,72.0
rxn_1043,reverse,-926527.0,-926464.0,63.0
rxn_1044,forward,-923366.0,-923268.0,98.0
rxn_1044,reverse,-923328.0,-923268.0,60.0
rxn_1045,forward,-1026526.0,-1026430.0,96.0
rxn_1045,reverse,-1026481.0,-1026430.0,51.0
rxn_1047,forward,-820123.0,-820062.0,61.0
rxn_1047,reverse,-820137.0,-820062.0,75.0
rxn_1048,forward,-923289.0,-923227.0,62.0
rxn_1048,reverse,-923291.0,-923227.0,64.0
rxn_1049,forward,-916862.0,-916785.0,77.0
rxn_1049,reverse,-916843.0,-916785.0,58.0
rxn_105,forward,-662334.0,-662323.0,11.0
rxn_105,reverse,-662442.0,-662323.0,119.0
rxn_1050,forward,-1020027.0,-1019950.0,77.0
rxn_1050,reverse,-1019996.0,-1019950.0,46.0
rxn_1052,forward,-1226655.0,-1226600.0,55.0
rxn_1052,reverse,-1226671.0,-1226600.0,71.0
rxn_1053,forward,-1329814.0,-1329760.0,54.0
rxn_1053,reverse,-1329825.0,-1329760.0,65.0
rxn_1054,forward,-616947.0,-616938.0,9.0
rxn_1054,reverse,-617061.0,-616938.0,123.0
rxn_1055,forward,-720125.0,-720113.0,12.0
rxn_1055,reverse,-720223.0,-720113.0,110.0
rxn_1056,forward,-820130.0,-820082.0,48.0
rxn_1056,reverse,-820193.0,-820082.0,111.0
rxn_1057,forward,-1020236.0,-1020240.0,-4.0
rxn_1057,reverse,-1020359.0,-1020240.0,119.0
rxn_1058,forward,-816886.0,-816852.0,34.0
rxn_1058,reverse,-816948.0,-816852.0,96.0
rxn_1059,forward,-1562534.0,-1562490.0,44.0
rxn_1059,reverse,-1562588.0,-1562490.0,98.0
rxn_106,forward,-662351.0,-662330.0,21.0
rxn_106,reverse,-662434.0,-662330.0,104.0
rxn_1060,forward,-1665694.0,-1665660.0,34.0
rxn_1060,reverse,-1665738.0,-1665660.0,78.0
rxn_1061,forward,-1768854.0,-1768820.0,34.0
rxn_1061,reverse,-1768888.0,-1768820.0,68.0
rxn_1062,forward,-1662554.0,-1662490.0,64.0
rxn_1062,reverse,-1662548.0,-1662490.0,58.0
rxn_1063,forward,-1765724.0,-1765650.0,74.0
rxn_1063,reverse,-1765698.0,-1765650.0,48.0
rxn_1067,forward,-1762484.0,-1762420.0,64.0
rxn_1067,reverse,-1762518.0,-1762420.0,98.0
rxn_1069,forward,-1868864.0,-1868780.0,84.0
rxn_1069,reverse,-1868848.0,-1868780.0,68.0
rxn_107,forward,-352868.0,-352820.0,48.0
rxn_107,reverse,-352853.0,-352820.0,33.0
rxn_1070,forward,-2708074.0,-2707970.0,104.0
rxn_1070,reverse,-2708018.0,-2707970.0,48.0
rxn_1071,forward,-2811244.0,-2811130.0,114.0
rxn_1071,reverse,-2811178.0,-2811130.0,48.0
rxn_1072,forward,-1762454.0,-1762390.0,64.0
rxn_1072,reverse,-1762448.0,-1762390.0,58.0
rxn_1077,forward,-1662514.0,-1662470.0,44.0
rxn_1077,reverse,-1662548.0,-1662470.0,78.0
rxn_1078,forward,-2604874.0,-2604820.0,54.0
rxn_1078,reverse,-2604888.0,-2604820.0,68.0
rxn_1079,forward,-1762504.0,-1762440.0,64.0
rxn_1079,reverse,-1762518.0,-1762440.0,78.0
rxn_108,forward,-555944.0,-555927.0,17.0
rxn_108,reverse,-556029.0,-555927.0,102.0
rxn_1082,forward,-620188.0,-620164.0,24.0
rxn_1082,reverse,-620289.0,-620164.0,125.0
rxn_1083,forward,-723347.0,-723321.0,26.0
rxn_1083,reverse,-723429.0,-723321.0,108.0
rxn_1085,forward,-929677.0,-929653.0,24.0
rxn_1085,reverse,-929735.0,-929653.0,82.0
rxn_1087,forward,-926527.0,-926464.0,63.0
rxn_1087,reverse,-926536.0,-926464.0,72.0
rxn_1088,forward,-1026521.0,-1026430.0,91.0
rxn_1088,reverse,-1026492.0,-1026430.0,62.0
rxn_1089,forward,-1129681.0,-1129600.0,81.0
rxn_1089,reverse,-1129645.0,-1129600.0,45.0
rxn_1091,forward,-923278.0,-923227.0,51.0
rxn_1091,reverse,-923301.0,-923227.0,74.0
rxn_1092,forward,-1026444.0,-1026390.0,54.0
rxn_1092,reverse,-1026455.0,-1026390.0,65.0
rxn_1093,forward,-1020017.0,-1019950.0,67.0
rxn_1093,reverse,-1020007.0,-1019950.0,57.0
rxn_1095,forward,-1226647.0,-1226600.0,47.0
rxn_1095,reverse,-1226686.0,-1226600.0,86.0
rxn_1099,forward,-823278.0,-823274.0,4.0
