TYPE,i,j,d,k,VALUE,LABEL,ATOM_LABELS
D,1,4,6.0,12.0,-1.9285069391206249,D(1-4-6-12),C-O-H-H
D,1,4,6.0,13.0,3.1208928979012183,D(1-4-6-13),C-O-H-H
D,1,4,7.0,8.0,0.1759518305288831,D(1-4-7-8),C-O-H-H
D,1,4,7.0,9.0,-0.23652678596977475,D(1-4-7-9),C-O-H-H
D,1,4,7.0,10.0,-0.1175643091307224,D(1-4-7-10),C-O-H-H
D,1,4,7.0,11.0,0.8759742946893124,D(1-4-7-11),C-O-H-H
D,1,4,7.0,12.0,-1.2538875231517783,D(1-4-7-12),C-O-H-H
D,1,4,7.0,13.0,-2.1658108759368147,D(1-4-7-13),C-O-H-H
D,1,4,8.0,9.0,0.10047623256268898,D(1-4-8-9),C-O-H-H
D,1,4,8.0,10.0,0.7167917449001965,D(1-4-8-10),C-O-H-H
D,1,4,8.0,11.0,1.6373415697757319,D(1-4-8-11),C-O-H-H
D,1,4,8.0,12.0,-0.58833523818405,D(1-4-8-12),C-O-H-H
D,1,4,8.0,13.0,-1.457314877538234,D(1-4-8-13),C-O-H-H
D,1,4,9.0,10.0,-2.3996815811348737,D(1-4-9-10),C-O-H-H
D,1,4,9.0,11.0,-1.5976656348521334,D(1-4-9-11),C-O-H-H
D,1,4,9.0,12.0,2.2644173705579322,D(1-4-9-12),C-O-H-H
D,1,4,9.0,13.0,1.5405544326976641,D(1-4-9-13),C-O-H-H
D,1,4,10.0,11.0,-1.8017149684662415,D(1-4-10-11),C-O-H-H
D,1,4,10.0,12.0,1.3124137127920485,D(1-4-10-12),C-O-H-H
D,1,4,10.0,13.0,1.2442846886435468,D(1-4-10-13),C-O-H-H
D,1,4,11.0,12.0,1.033580909429807,D(1-4-11-12),C-O-H-H
D,1,4,11.0,13.0,0.27698153680902976,D(1-4-11-13),C-O-H-H
D,1,4,12.0,13.0,1.8839965991922887,D(1-4-12-13),C-O-H-H
D,1,5,6.0,7.0,1.2433987916744598,D(1-5-6-7),C-C-H-H
D,1,5,6.0,8.0,0.16733863388978015,D(1-5-6-8),C-C-H-H
D,1,5,6.0,9.0,-0.45751515599431225,D(1-5-6-9),C-C-H-H
D,1,5,6.0,10.0,-0.49721228103375686,D(1-5-6-10),C-C-H-H
D,1,5,6.0,11.0,0.12220086362080637,D(1-5-6-11),C-C-H-H
D,1,5,6.0,12.0,-1.659958527406081,D(1-5-6-12),C-C-H-H
D,1,5,6.0,13.0,2.720338438747139,D(1-5-6-13),C-C-H-H
D,1,5,7.0,8.0,-0.023428366400732415,D(1-5-7-8),C-C-H-H
D,1,5,7.0,9.0,-0.22336568814075858,D(1-5-7-9),C-C-H-H
D,1,5,7.0,10.0,0.4897741625342896,D(1-5-7-10),C-C-H-H
D,1,5,7.0,11.0,1.0184471774823634,D(1-5-7-11),C-C-H-H
D,1,5,7.0,12.0,-0.8863860510497467,D(1-5-7-12),C-C-H-H
D,1,5,7.0,13.0,-3.0092331208789678,D(1-5-7-13),C-C-H-H
D,1,5,8.0,9.0,-0.5263951512299471,D(1-5-8-9),C-C-H-H
D,1,5,8.0,10.0,0.3884089136703132,D(1-5-8-10),C-C-H-H
D,1,5,8.0,11.0,1.008914816356202,D(1-5-8-11),C-C-H-H
D,1,5,8.0,12.0,-0.6641154027927132,D(1-5-8-12),C-C-H-H
D,1,5,8.0,13.0,-3.0327296783255195,D(1-5-8-13),C-C-H-H
D,1,5,9.0,10.0,-1.7811159509367163,D(1-5-9-10),C-C-H-H
D,1,5,9.0,11.0,-1.2293226573266638,D(1-5-9-11),C-C-H-H
D,1,5,9.0,12.0,-3.0644092510976217,D(1-5-9-12),C-C-H-H
D,1,5,9.0,13.0,1.4909388912153867,D(1-5-9-13),C-C-H-H
D,1,5,10.0,11.0,-1.588170235137571,D(1-5-10-11),C-C-H-H
D,1,5,10.0,12.0,1.9102761310051264,D(1-5-10-12),C-C-H-H
D,1,5,10.0,13.0,-2.8319049429098224,D(1-5-10-13),C-C-H-H
D,1,5,11.0,12.0,1.6033071989322547,D(1-5-11-12),C-C-H-H
D,1,5,11.0,13.0,-2.5364369237191484,D(1-5-11-13),C-C-H-H
D,1,5,12.0,13.0,2.716906946053269,D(1-5-12-13),C-C-H-H
D,1,6,7.0,8.0,-0.3706048627507954,D(1-6-7-8),C-H-H-H
D,1,6,7.0,9.0,0.0371144828220898,D(1-6-7-9),C-H-H-H
D,1,6,7.0,10.0,0.6841077014517667,D(1-6-7-10),C-H-H-H
D,1,6,7.0,11.0,0.6750338289578981,D(1-6-7-11),C-H-H-H
D,1,6,7.0,12.0,1.2566291504135192,D(1-6-7-12),C-H-H-H
D,1,6,7.0,13.0,1.8347757821208548,D(1-6-7-13),C-H-H-H
D,1,6,8.0,9.0,-0.8027451407984777,D(1-6-8-9),C-H-H-H
D,1,6,8.0,10.0,0.026569843876491694,D(1-6-8-10),C-H-H-H
D,1,6,8.0,11.0,0.4612616150081619,D(1-6-8-11),C-H-H-H
D,1,6,8.0,12.0,0.04734497056984494,D(1-6-8-12),C-H-H-H
D,1,6,8.0,13.0,0.7381135795012475,D(1-6-8-13),C-H-H-H
D,1,6,9.0,10.0,-1.2343443628227877,D(1-6-9-10),C-H-H-H
D,1,6,9.0,11.0,-0.7690344795303803,D(1-6-9-11),C-H-H-H
D,1,6,9.0,12.0,-1.655657020188404,D(1-6-9-12),C-H-H-H
D,1,6,9.0,13.0,-1.2113656461585038,D(1-6-9-13),C-H-H-H
D,1,6,10.0,11.0,-1.1507321915412574,D(1-6-10-11),C-H-H-H
D,1,6,10.0,12.0,-3.1200374442265915,D(1-6-10-12),C-H-H-H
D,1,6,10.0,13.0,-2.3755746252794716,D(1-6-10-13),C-H-H-H
D,1,6,11.0,12.0,2.30595556668097,D(1-6-11-12),C-H-H-H
D,1,6,11.0,13.0,-3.0859936310330127,D(1-6-11-13),C-H-H-H
D,1,6,12.0,13.0,-1.9700265127752457,D(1-6-12-13),C-H-H-H
D,1,7,8.0,9.0,-0.4539706500648936,D(1-7-8-9),C-H-H-H
D,1,7,8.0,10.0,0.30437936162164064,D(1-7-8-10),C-H-H-H
D,1,7,8.0,11.0,0.7945796830478982,D(1-7-8-11),C-H-H-H
D,1,7,8.0,12.0,-0.24592951762632495,D(1-7-8-12),C-H-H-H
D,1,7,8.0,13.0,-0.13960950340899161,D(1-7-8-13),C-H-H-H
D,1,7,9.0,10.0,-1.2640401400356824,D(1-7-9-10),C-H-H-H
D,1,7,9.0,11.0,-0.8756706384152183,D(1-7-9-11),C-H-H-H
D,1,7,9.0,12.0,-2.1123314384049996,D(1-7-9-12),C-H-H-H
D,1,7,9.0,13.0,-2.0870097395463274,D(1-7-9-13),C-H-H-H
D,1,7,10.0,11.0,-1.9483890373645651,D(1-7-10-11),C-H-H-H
D,1,7,10.0,12.0,1.9640860394871908,D(1-7-10-12),C-H-H-H
D,1,7,10.0,13.0,2.5299518288971066,D(1-7-10-13),C-H-H-H
D,1,7,11.0,12.0,1.333522733469267,D(1-7-11-12),C-H-H-H
D,1,7,11.0,13.0,1.9693387428291425,D(1-7-11-13),C-H-H-H
D,1,7,12.0,13.0,-2.879947990038011,D(1-7-12-13),C-H-H-H
D,1,8,9.0,10.0,0.5419005742910867,D(1-8-9-10),C-H-H-H
D,1,8,9.0,11.0,0.652366724857762,D(1-8-9-11),C-H-H-H
D,1,8,9.0,12.0,-0.4124991962260558,D(1-8-9-12),C-H-H-H
D,1,8,9.0,13.0,-0.47096712145621883,D(1-8-9-13),C-H-H-H
D,1,8,10.0,11.0,2.1529407336598103,D(1-8-10-11),C-H-H-H
D,1,8,10.0,12.0,0.08369273490851299,D(1-8-10-12),C-H-H-H
D,1,8,10.0,13.0,0.5611336196593094,D(1-8-10-13),C-H-H-H
D,1,8,11.0,12.0,0.26084984412140544,D(1-8-11-12),C-H-H-H
D,1,8,11.0,13.0,0.7850186362626218,D(1-8-11-13),C-H-H-H
D,1,8,12.0,13.0,-2.182106539704019,D(1-8-12-13),C-H-H-H
D,1,9,10.0,11.0,0.5160554884824927,D(1-9-10-11),C-H-H-H
D,1,9,10.0,12.0,-1.427866829901907,D(1-9-10-12),C-H-H-H
D,1,9,10.0,13.0,-0.9747070097868987,D(1-9-10-13),C-H-H-H
D,1,9,11.0,12.0,-1.5783230463389946,D(1-9-11-12),C-H-H-H
D,1,9,11.0,13.0,-1.1156211804748695,D(1-9-11-13),C-H-H-H
D,1,9,12.0,13.0,-0.35238780077797505,D(1-9-12-13),C-H-H-H
D,1,10,11.0,12.0,-1.1615696602994008,D(1-10-11-12),C-H-H-H
D,1,10,11.0,13.0,-1.1411990760360964,D(1-10-11-13),C-H-H-H
D,1,10,12.0,13.0,1.3767450468788383,D(1-10-12-13),C-H-H-H
D,1,11,12.0,13.0,1.6597847285132894,D(1-11-12-13),C-H-H-H
D,2,3,4.0,5.0,-1.0668975547327366,D(2-3-4-5),O-C-O-C
D,2,3,4.0,6.0,-0.7153716092548768,D(2-3-4-6),O-C-O-H
D,2,3,4.0,7.0,-0.1610555029525172,D(2-3-4-7),O-C-O-H
D,2,3,4.0,8.0,-0.3313623826848583,D(2-3-4-8),O-C-O-H
D,2,3,4.0,9.0,-0.864545353313824,D(2-3-4-9),O-C-O-H
D,2,3,4.0,10.0,-2.126148694718487,D(2-3-4-10),O-C-O-H
D,2,3,4.0,11.0,2.055251506081275,D(2-3-4-11),O-C-O-H
D,2,3,4.0,12.0,-1.5387884307031603,D(2-3-4-12),O-C-O-H
D,2,3,4.0,13.0,-1.0481451540458655,D(2-3-4-13),O-C-O-H
D,2,3,5.0,6.0,-0.33060714898349003,D(2-3-5-6),O-C-C-H
D,2,3,5.0,7.0,0.46619065923424496,D(2-3-5-7),O-C-C-H
D,2,3,5.0,8.0,-0.16780140622649897,D(2-3-5-8),O-C-C-H
D,2,3,5.0,9.0,-0.734558231257115,D(2-3-5-9),O-C-C-H
D,2,3,5.0,10.0,-1.9062413286237376,D(2-3-5-10),O-C-C-H
D,2,3,5.0,11.0,2.1675819157861143,D(2-3-5-11),O-C-C-H
D,2,3,5.0,12.0,-1.9564597762453284,D(2-3-5-12),O-C-C-H
D,2,3,5.0,13.0,2.1644037816857797,D(2-3-5-13),O-C-C-H
D,2,3,6.0,7.0,1.2199428212230723,D(2-3-6-7),O-C-H-H
D,2,3,6.0,8.0,-0.12986978777064084,D(2-3-6-8),O-C-H-H
D,2,3,6.0,9.0,-0.9664910124918976,D(2-3-6-9),O-C-H-H
D,2,3,6.0,10.0,-1.9375172593857684,D(2-3-6-10),O-C-H-H
D,2,3,6.0,11.0,1.1762908032548591,D(2-3-6-11),O-C-H-H
D,2,3,6.0,12.0,-2.820082916556853,D(2-3-6-12),O-C-H-H
D,2,3,6.0,13.0,2.579616376947499,D(2-3-6-13),O-C-H-H
D,2,3,7.0,8.0,-0.43018858187157144,D(2-3-7-8),O-C-H-H
D,2,3,7.0,9.0,-0.9763112914332377,D(2-3-7-9),O-C-H-H
D,2,3,7.0,10.0,-1.6554902733975962,D(2-3-7-10),O-C-H-H
D,2,3,7.0,11.0,1.4832783349194314,D(2-3-7-11),O-C-H-H
D,2,3,7.0,12.0,-2.2588847027544134,D(2-3-7-12),O-C-H-H
D,2,3,7.0,13.0,-2.8848233602834314,D(2-3-7-13),O-C-H-H
D,2,3,8.0,9.0,-2.150950323693977,D(2-3-8-9),O-C-H-H
D,2,3,8.0,10.0,-2.0330959055148874,D(2-3-8-10),O-C-H-H
D,2,3,8.0,11.0,0.19627850956541174,D(2-3-8-11),O-C-H-H
D,2,3,8.0,12.0,-3.1351927499283634,D(2-3-8-12),O-C-H-H
D,2,3,8.0,13.0,2.5587024698476037,D(2-3-8-13),O-C-H-H
D,2,3,9.0,10.0,-2.542463192733279,D(2-3-9-10),O-C-H-H
D,2,3,9.0,11.0,-0.8676086729190071,D(2-3-9-11),O-C-H-H
D,2,3,9.0,12.0,2.4668602757177487,D(2-3-9-12),O-C-H-H
D,2,3,9.0,13.0,1.9577168382094554,D(2-3-9-13),O-C-H-H
D,2,3,10.0,11.0,-2.051896267604154,D(2-3-10-11),O-C-H-H
D,2,3,10.0,12.0,1.6671265808014264,D(2-3-10-12),O-C-H-H
D,2,3,10.0,13.0,1.8176039983982528,D(2-3-10-13),O-C-H-H
D,2,3,11.0,12.0,-2.853406553359683,D(2-3-11-12),O-C-H-H
D,2,3,11.0,13.0,-2.0983583478404513,D(2-3-11-13),O-C-H-H
D,2,3,12.0,13.0,1.5725460209649358,D(2-3-12-13),O-C-H-H
D,2,4,5.0,6.0,0.4027342632486266,D(2-4-5-6),O-O-C-H
D,2,4,5.0,7.0,0.9542567831225887,D(2-4-5-7),O-O-C-H
D,2,4,5.0,8.0,0.16801705237353787,D(2-4-5-8),O-O-C-H
D,2,4,5.0,9.0,-0.32532100648949797,D(2-4-5-9),O-O-C-H
D,2,4,5.0,10.0,-0.9700712274241436,D(2-4-5-10),O-O-C-H
D,2,4,5.0,11.0,-0.4937670235741174,D(2-4-5-11),O-O-C-H
D,2,4,5.0,12.0,-1.6285988973284014,D(2-4-5-12),O-O-C-H
D,2,4,5.0,13.0,2.60923892100688,D(2-4-5-13),O-O-C-H
D,2,4,6.0,7.0,1.3236319656806046,D(2-4-6-7),O-O-H-H
D,2,4,6.0,8.0,0.10426108501903963,D(2-4-6-8),O-O-H-H
D,2,4,6.0,9.0,-0.5742471377149512,D(2-4-6-9),O-O-H-H
D,2,4,6.0,10.0,-0.9252339327542306,D(2-4-6-10),O-O-H-H
D,2,4,6.0,11.0,-0.17467314737612882,D(2-4-6-11),O-O-H-H
D,2,4,6.0,12.0,-2.0472594095473253,D(2-4-6-12),O-O-H-H
D,2,4,6.0,13.0,3.002140427474518,D(2-4-6-13),O-O-H-H
D,2,4,7.0,8.0,-0.3223213601735679,D(2-4-7-8),O-O-H-H
D,2,4,7.0,9.0,-0.7347999766722257,D(2-4-7-9),O-O-H-H
D,2,4,7.0,10.0,-0.6158374998331734,D(2-4-7-10),O-O-H-H
D,2,4,7.0,11.0,0.37770110398686146,D(2-4-7-11),O-O-H-H
D,2,4,7.0,12.0,-1.7521607138542292,D(2-4-7-12),O-O-H-H
D,2,4,7.0,13.0,-2.6640840666392656,D(2-4-7-13),O-O-H-H
D,2,4,8.0,9.0,-1.5638985029327066,D(2-4-8-9),O-O-H-H
D,2,4,8.0,10.0,-0.9475829905951991,D(2-4-8-10),O-O-H-H
D,2,4,8.0,11.0,-0.027033165719663774,D(2-4-8-11),O-O-H-H
D,2,4,8.0,12.0,-2.2527099736794454,D(2-4-8-12),O-O-H-H
D,2,4,8.0,13.0,-3.1216896130336296,D(2-4-8-13),O-O-H-H
D,2,4,9.0,10.0,-1.4566966811287398,D(2-4-9-10),O-O-H-H
D,2,4,9.0,11.0,-0.6546807348459994,D(2-4-9-11),O-O-H-H
D,2,4,9.0,12.0,-3.0757830366155203,D(2-4-9-12),O-O-H-H
D,2,4,9.0,13.0,2.4835393327037982,D(2-4-9-13),O-O-H-H
D,2,4,10.0,11.0,-1.2059032214222252,D(2-4-10-11),O-O-H-H
D,2,4,10.0,12.0,1.908225459836065,D(2-4-10-12),O-O-H-H
D,2,4,10.0,13.0,1.8400964356875633,D(2-4-10-13),O-O-H-H
D,2,4,11.0,12.0,1.1982531936053276,D(2-4-11-12),O-O-H-H
D,2,4,11.0,13.0,0.44165382098455025,D(2-4-11-13),O-O-H-H
D,2,4,12.0,13.0,2.1743641630846935,D(2-4-12-13),O-O-H-H
D,2,5,6.0,7.0,1.1020853907470267,D(2-5-6-7),O-C-H-H
D,2,5,6.0,8.0,0.026025232962346927,D(2-5-6-8),O-C-H-H
D,2,5,6.0,9.0,-0.5988285569217455,D(2-5-6-9),O-C-H-H
D,2,5,6.0,10.0,-0.6385256819611901,D(2-5-6-10),O-C-H-H
D,2,5,6.0,11.0,-0.01911253730662682,D(2-5-6-11),O-C-H-H
D,2,5,6.0,12.0,-1.8012719283335141,D(2-5-6-12),O-C-H-H
D,2,5,6.0,13.0,2.5790250378197057,D(2-5-6-13),O-C-H-H
D,2,5,7.0,8.0,-0.585988100466686,D(2-5-7-8),O-C-H-H
D,2,5,7.0,9.0,-0.7859254222067122,D(2-5-7-9),O-C-H-H
D,2,5,7.0,10.0,-0.07278557153166411,D(2-5-7-10),O-C-H-H
D,2,5,7.0,11.0,0.45588744341641,D(2-5-7-11),O-C-H-H
D,2,5,7.0,12.0,-1.4489457851157002,D(2-5-7-12),O-C-H-H
D,2,5,7.0,13.0,2.7113924522346653,D(2-5-7-13),O-C-H-H
D,2,5,8.0,9.0,-1.5293413363664994,D(2-5-8-9),O-C-H-H
D,2,5,8.0,10.0,-0.6145372714662392,D(2-5-8-10),O-C-H-H
D,2,5,8.0,11.0,0.005968631219649763,D(2-5-8-11),O-C-H-H
D,2,5,8.0,12.0,-1.6670615879292654,D(2-5-8-12),O-C-H-H
D,2,5,8.0,13.0,2.2475094437175147,D(2-5-8-13),O-C-H-H
D,2,5,9.0,10.0,-1.0231039513496067,D(2-5-9-10),O-C-H-H
D,2,5,9.0,11.0,-0.4713106577395542,D(2-5-9-11),O-C-H-H
D,2,5,9.0,12.0,-2.306397251510512,D(2-5-9-12),O-C-H-H
D,2,5,9.0,13.0,2.248950890802496,D(2-5-9-13),O-C-H-H
D,2,5,10.0,11.0,-1.0438150286057895,D(2-5-10-11),O-C-H-H
D,2,5,10.0,12.0,2.454631337536908,D(2-5-10-12),O-C-H-H
D,2,5,10.0,13.0,-2.2875497363780406,D(2-5-10-13),O-C-H-H
D,2,5,11.0,12.0,1.742224144381483,D(2-5-11-12),O-C-H-H
D,2,5,11.0,13.0,-2.39751997826992,D(2-5-11-13),O-C-H-H
D,2,5,12.0,13.0,-3.0535808167493683,D(2-5-12-13),O-C-H-H
D,2,6,7.0,8.0,-0.6057285722257737,D(2-6-7-8),O-H-H-H
D,2,6,7.0,9.0,-0.19800922665288861,D(2-6-7-9),O-H-H-H
D,2,6,7.0,10.0,0.44898399197678834,D(2-6-7-10),O-H-H-H
D,2,6,7.0,11.0,0.43991011948291964,D(2-6-7-11),O-H-H-H
D,2,6,7.0,12.0,1.021505440938541,D(2-6-7-12),O-H-H-H
D,2,6,7.0,13.0,1.5996520726458765,D(2-6-7-13),O-H-H-H
D,2,6,8.0,9.0,-1.255139856220361,D(2-6-8-9),O-H-H-H
D,2,6,8.0,10.0,-0.42582487154539184,D(2-6-8-10),O-H-H-H
D,2,6,8.0,11.0,0.008866899586278232,D(2-6-8-11),O-H-H-H
D,2,6,8.0,12.0,-0.4050497448520386,D(2-6-8-12),O-H-H-H
D,2,6,8.0,13.0,0.2857188640793637,D(2-6-8-13),O-H-H-H
D,2,6,9.0,10.0,-0.895070096851729,D(2-6-9-10),O-H-H-H
D,2,6,9.0,11.0,-0.4297602135593216,D(2-6-9-11),O-H-H-H
D,2,6,9.0,12.0,-1.3163827542173454,D(2-6-9-12),O-H-H-H
D,2,6,9.0,13.0,-0.8720913801874451,D(2-6-9-13),O-H-H-H
D,2,6,10.0,11.0,-0.7239005631620244,D(2-6-10-11),O-H-H-H
D,2,6,10.0,12.0,-2.693205815847359,D(2-6-10-12),O-H-H-H
D,2,6,10.0,13.0,-1.9487429969002386,D(2-6-10-13),O-H-H-H
D,2,6,11.0,12.0,2.5527298386015,D(2-6-11-12),O-H-H-H
D,2,6,11.0,13.0,-2.839219359112483,D(2-6-11-13),O-H-H-H
D,2,6,12.0,13.0,-1.7313335974255328,D(2-6-12-13),O-H-H-H
D,2,7,8.0,9.0,-1.318049562583249,D(2-7-8-9),O-H-H-H
D,2,7,8.0,10.0,-0.5596995508967145,D(2-7-8-10),O-H-H-H
D,2,7,8.0,11.0,-0.06949922947045697,D(2-7-8-11),O-H-H-H
D,2,7,8.0,12.0,-1.11000843014468,D(2-7-8-12),O-H-H-H
D,2,7,8.0,13.0,-1.003688415927347,D(2-7-8-13),O-H-H-H
D,2,7,9.0,10.0,-0.80924980176162,D(2-7-9-10),O-H-H-H
D,2,7,9.0,11.0,-0.4208803001411558,D(2-7-9-11),O-H-H-H
D,2,7,9.0,12.0,-1.6575411001309373,D(2-7-9-12),O-H-H-H
D,2,7,9.0,13.0,-1.632219401272265,D(2-7-9-13),O-H-H-H
D,2,7,10.0,11.0,-1.0270022813106796,D(2-7-10-11),O-H-H-H
D,2,7,10.0,12.0,2.8854727955410766,D(2-7-10-12),O-H-H-H
D,2,7,10.0,13.0,-2.831846722228595,D(2-7-10-13),O-H-H-H
D,2,7,11.0,12.0,1.7543738981026353,D(2-7-11-12),O-H-H-H
D,2,7,11.0,13.0,2.390189907462511,D(2-7-11-13),O-H-H-H
D,2,7,12.0,13.0,-2.304124666254037,D(2-7-12-13),O-H-H-H
D,2,8,9.0,10.0,-0.22601990972770047,D(2-8-9-10),O-H-H-H
D,2,8,9.0,11.0,-0.11555375916102505,D(2-8-9-11),O-H-H-H
D,2,8,9.0,12.0,-1.1804196802448428,D(2-8-9-12),O-H-H-H
D,2,8,9.0,13.0,-1.2388876054750058,D(2-8-9-13),O-H-H-H
D,2,8,10.0,11.0,-0.20105777479993833,D(2-8-10-11),O-H-H-H
D,2,8,10.0,12.0,-2.2703057735512355,D(2-8-10-12),O-H-H-H
D,2,8,10.0,13.0,-1.792864888800439,D(2-8-10-13),O-H-H-H
D,2,8,11.0,12.0,2.736003425789798,D(2-8-11-12),O-H-H-H
D,2,8,11.0,13.0,-3.0230130892485723,D(2-8-11-13),O-H-H-H
D,2,8,12.0,13.0,-1.6165097025428286,D(2-8-12-13),O-H-H-H
D,2,9,10.0,11.0,0.0059088145931305135,D(2-9-10-11),O-H-H-H
D,2,9,10.0,12.0,-1.9380135037912691,D(2-9-10-12),O-H-H-H
D,2,9,10.0,13.0,-1.4848536836762607,D(2-9-10-13),O-H-H-H
D,2,9,11.0,12.0,-2.1815990929711413,D(2-9-11-12),O-H-H-H
D,2,9,11.0,13.0,-1.7188972271070162,D(2-9-11-13),O-H-H-H
D,2,9,12.0,13.0,-1.0380103338421234,D(2-9-12-13),O-H-H-H
D,2,10,11.0,12.0,-1.3629302794784675,D(2-10-11-12),O-H-H-H
D,2,10,11.0,13.0,-1.342559695215163,D(2-10-11-13),O-H-H-H
D,2,10,12.0,13.0,1.0086972913343866,D(2-10-12-13),O-H-H-H
D,2,11,12.0,13.0,1.6446814204660805,D(2-11-12-13),O-H-H-H
D,3,4,5.0,6.0,0.912994648575866,D(3-4-5-6),C-O-C-H
D,3,4,5.0,7.0,1.464517168449828,D(3-4-5-7),C-O-C-H
D,3,4,5.0,8.0,0.6782774377007772,D(3-4-5-8),C-O-C-H
D,3,4,5.0,9.0,0.1849393788377413,D(3-4-5-9),C-O-C-H
D,3,4,5.0,10.0,-0.4598108420969043,D(3-4-5-10),C-O-C-H
D,3,4,5.0,11.0,0.01649336175312184,D(3-4-5-11),C-O-C-H
D,3,4,5.0,12.0,-1.118338512001162,D(3-4-5-12),C-O-C-H
D,3,4,5.0,13.0,3.119499306334119,D(3-4-5-13),C-O-C-H
D,3,4,6.0,7.0,1.7244410931697252,D(3-4-6-7),C-O-H-H
D,3,4,6.0,8.0,0.5050702125081601,D(3-4-6-8),C-O-H-H
D,3,4,6.0,9.0,-0.17343801022583055,D(3-4-6-9),C-O-H-H
D,3,4,6.0,10.0,-0.52442480526511,D(3-4-6-10),C-O-H-H
D,3,4,6.0,11.0,0.22613598011299163,D(3-4-6-11),C-O-H-H
D,3,4,6.0,12.0,-1.646450282058205,D(3-4-6-12),C-O-H-H
D,3,4,6.0,13.0,-2.880235752215948,D(3-4-6-13),C-O-H-H
D,3,4,7.0,8.0,-0.2237870568164874,D(3-4-7-8),C-O-H-H
D,3,4,7.0,9.0,-0.6362656733151453,D(3-4-7-9),C-O-H-H
D,3,4,7.0,10.0,-0.5173031964760928,D(3-4-7-10),C-O-H-H
D,3,4,7.0,11.0,0.476235407343942,D(3-4-7-11),C-O-H-H
D,3,4,7.0,12.0,-1.6536264104971488,D(3-4-7-12),C-O-H-H
D,3,4,7.0,13.0,-2.565549763282185,D(3-4-7-13),C-O-H-H
D,3,4,8.0,9.0,-1.1722052268832863,D(3-4-8-9),C-O-H-H
D,3,4,8.0,10.0,-0.5558897145457788,D(3-4-8-10),C-O-H-H
D,3,4,8.0,11.0,0.3646601103297566,D(3-4-8-11),C-O-H-H
D,3,4,8.0,12.0,-1.8610166976300253,D(3-4-8-12),C-O-H-H
D,3,4,8.0,13.0,-2.7299963369842093,D(3-4-8-13),C-O-H-H
D,3,4,9.0,10.0,-0.6872438037816441,D(3-4-9-10),C-O-H-H
D,3,4,9.0,11.0,0.1147721425010965,D(3-4-9-11),C-O-H-H
D,3,4,9.0,12.0,-2.3063301592684247,D(3-4-9-12),C-O-H-H
D,3,4,9.0,13.0,-3.0301930971286923,D(3-4-9-13),C-O-H-H
D,3,4,10.0,11.0,-0.5939424901690159,D(3-4-10-11),C-O-H-H
D,3,4,10.0,12.0,2.520186191089274,D(3-4-10-12),C-O-H-H
D,3,4,10.0,13.0,2.4520571669407727,D(3-4-10-13),C-O-H-H
D,3,4,11.0,12.0,0.5503536148589276,D(3-4-11-12),C-O-H-H
D,3,4,11.0,13.0,-0.20624575776184953,D(3-4-11-13),C-O-H-H
D,3,4,12.0,13.0,2.766599507554117,D(3-4-12-13),C-O-H-H
D,3,5,6.0,7.0,1.2670433261593774,D(3-5-6-7),C-C-H-H
D,3,5,6.0,8.0,0.1909831683746977,D(3-5-6-8),C-C-H-H
D,3,5,6.0,9.0,-0.43387062150939465,D(3-5-6-9),C-C-H-H
D,3,5,6.0,10.0,-0.4735677465488393,D(3-5-6-10),C-C-H-H
D,3,5,6.0,11.0,0.1458453981057239,D(3-5-6-11),C-C-H-H
D,3,5,6.0,12.0,-1.6363139929211636,D(3-5-6-12),C-C-H-H
D,3,5,6.0,13.0,2.7439829732320566,D(3-5-6-13),C-C-H-H
D,3,5,7.0,8.0,-0.8360406271517593,D(3-5-7-8),C-C-H-H
D,3,5,7.0,9.0,-1.0359779488917855,D(3-5-7-9),C-C-H-H
D,3,5,7.0,10.0,-0.3228380982167374,D(3-5-7-10),C-C-H-H
D,3,5,7.0,11.0,0.20583491673133655,D(3-5-7-11),C-C-H-H
D,3,5,7.0,12.0,-1.6989983118007734,D(3-5-7-12),C-C-H-H
D,3,5,7.0,13.0,2.461339925549592,D(3-5-7-13),C-C-H-H
D,3,5,8.0,9.0,-1.3787661405791944,D(3-5-8-9),C-C-H-H
D,3,5,8.0,10.0,-0.46396207567893394,D(3-5-8-10),C-C-H-H
D,3,5,8.0,11.0,0.15654382700695488,D(3-5-8-11),C-C-H-H
D,3,5,8.0,12.0,-1.5164863921419605,D(3-5-8-12),C-C-H-H
D,3,5,8.0,13.0,2.3980846395048196,D(3-5-8-13),C-C-H-H
D,3,5,9.0,10.0,-0.500897083013526,D(3-5-9-10),C-C-H-H
D,3,5,9.0,11.0,0.05089621059652656,D(3-5-9-11),C-C-H-H
D,3,5,9.0,12.0,-1.7841903831744312,D(3-5-9-12),C-C-H-H
D,3,5,9.0,13.0,2.771157759138577,D(3-5-9-13),C-C-H-H
D,3,5,10.0,11.0,-0.30255483146002426,D(3-5-10-11),C-C-H-H
D,3,5,10.0,12.0,-3.0872937724969134,D(3-5-10-12),C-C-H-H
D,3,5,10.0,13.0,-1.5462895392322755,D(3-5-10-13),C-C-H-H
D,3,5,11.0,12.0,1.0007360027641905,D(3-5-11-12),C-C-H-H
D,3,5,11.0,13.0,-3.1390081198872126,D(3-5-11-13),C-C-H-H
D,3,5,12.0,13.0,-2.5541027882321443,D(3-5-12-13),C-C-H-H
D,3,6,7.0,8.0,-1.050106814295976,D(3-6-7-8),C-H-H-H
