TYPE,i,j,d,k,VALUE,LABEL,ATOM_LABELS
D,3,6,7.0,9.0,-0.6423874687230908,D(3-6-7-9),C-H-H-H
D,3,6,7.0,10.0,0.004605749906586014,D(3-6-7-10),C-H-H-H
D,3,6,7.0,11.0,-0.004468122587282623,D(3-6-7-11),C-H-H-H
D,3,6,7.0,12.0,0.5771271988683385,D(3-6-7-12),C-H-H-H
D,3,6,7.0,13.0,1.1552738305756742,D(3-6-7-13),C-H-H-H
D,3,6,8.0,9.0,-1.1596981004865823,D(3-6-8-9),C-H-H-H
D,3,6,8.0,10.0,-0.3303831158116129,D(3-6-8-10),C-H-H-H
D,3,6,8.0,11.0,0.10430865532005716,D(3-6-8-11),C-H-H-H
D,3,6,8.0,12.0,-0.3096079891182597,D(3-6-8-12),C-H-H-H
D,3,6,8.0,13.0,0.3811606198131427,D(3-6-8-13),C-H-H-H
D,3,6,9.0,10.0,-0.3727888245292307,D(3-6-9-10),C-H-H-H
D,3,6,9.0,11.0,0.09252105876317678,D(3-6-9-11),C-H-H-H
D,3,6,9.0,12.0,-0.7941014818948471,D(3-6-9-12),C-H-H-H
D,3,6,9.0,13.0,-0.3498101078649469,D(3-6-9-13),C-H-H-H
D,3,6,10.0,11.0,0.006456260762069676,D(3-6-10-11),C-H-H-H
D,3,6,10.0,12.0,-1.9628489919232648,D(3-6-10-12),C-H-H-H
D,3,6,10.0,13.0,-1.2183861729761447,D(3-6-10-13),C-H-H-H
D,3,6,11.0,12.0,0.7947241765537534,D(3-6-11-12),C-H-H-H
D,3,6,11.0,13.0,1.6859602860193572,D(3-6-11-13),C-H-H-H
D,3,6,12.0,13.0,-1.6007473003761556,D(3-6-12-13),C-H-H-H
D,3,7,8.0,9.0,-1.0351172878015293,D(3-7-8-9),C-H-H-H
D,3,7,8.0,10.0,-0.27676727611499496,D(3-7-8-10),C-H-H-H
D,3,7,8.0,11.0,0.21343304531126261,D(3-7-8-11),C-H-H-H
D,3,7,8.0,12.0,-0.8270761553629605,D(3-7-8-12),C-H-H-H
D,3,7,8.0,13.0,-0.7207561411456272,D(3-7-8-13),C-H-H-H
D,3,7,9.0,10.0,-0.23884837989094845,D(3-7-9-10),C-H-H-H
D,3,7,9.0,11.0,0.14952112172951582,D(3-7-9-11),C-H-H-H
D,3,7,9.0,12.0,-1.0871396782602656,D(3-7-9-12),C-H-H-H
D,3,7,9.0,13.0,-1.0618179794015934,D(3-7-9-13),C-H-H-H
D,3,7,10.0,11.0,0.001320373271722767,D(3-7-10-11),C-H-H-H
D,3,7,10.0,12.0,-2.369389857056108,D(3-7-10-12),C-H-H-H
D,3,7,10.0,13.0,-1.8035240676461923,D(3-7-10-13),C-H-H-H
D,3,7,11.0,12.0,0.519901513894704,D(3-7-11-12),C-H-H-H
D,3,7,11.0,13.0,1.1557175232545793,D(3-7-11-13),C-H-H-H
D,3,7,12.0,13.0,-1.935468588540443,D(3-7-12-13),C-H-H-H
D,3,8,9.0,10.0,0.05207549028457053,D(3-8-9-10),C-H-H-H
D,3,8,9.0,11.0,0.16254164085124592,D(3-8-9-11),C-H-H-H
D,3,8,9.0,12.0,-0.9023242802325719,D(3-8-9-12),C-H-H-H
D,3,8,9.0,13.0,-0.9607922054627349,D(3-8-9-13),C-H-H-H
D,3,8,10.0,11.0,0.37123278701346296,D(3-8-10-11),C-H-H-H
D,3,8,10.0,12.0,-1.6980152117378342,D(3-8-10-12),C-H-H-H
D,3,8,10.0,13.0,-1.220574326987038,D(3-8-10-13),C-H-H-H
D,3,8,11.0,12.0,0.16023242692391299,D(3-8-11-12),C-H-H-H
D,3,8,11.0,13.0,0.6844012190651293,D(3-8-11-13),C-H-H-H
D,3,8,12.0,13.0,-1.6142459572832273,D(3-8-12-13),C-H-H-H
D,3,9,10.0,11.0,0.3763322745245505,D(3-9-10-11),C-H-H-H
D,3,9,10.0,12.0,-1.5675900438598493,D(3-9-10-12),C-H-H-H
D,3,9,10.0,13.0,-1.1144302237448407,D(3-9-10-13),C-H-H-H
D,3,9,11.0,12.0,-0.17588701762264852,D(3-9-11-12),C-H-H-H
D,3,9,11.0,13.0,0.28681484824147657,D(3-9-11-13),C-H-H-H
D,3,9,12.0,13.0,-1.3602283621253641,D(3-9-12-13),C-H-H-H
D,3,10,11.0,12.0,-0.6606423677762636,D(3-10-11-12),C-H-H-H
D,3,10,11.0,13.0,-0.6402717835129593,D(3-10-11-13),C-H-H-H
D,3,10,12.0,13.0,0.3080984974263889,D(3-10-12-13),C-H-H-H
D,3,11,12.0,13.0,1.859024905670492,D(3-11-12-13),C-H-H-H
D,4,5,6.0,7.0,0.7671301901863888,D(4-5-6-7),O-C-H-H
D,4,5,6.0,8.0,-0.30892996759829094,D(4-5-6-8),O-C-H-H
D,4,5,6.0,9.0,-0.9337837574823833,D(4-5-6-9),O-C-H-H
D,4,5,6.0,10.0,-0.9734808825218281,D(4-5-6-10),O-C-H-H
D,4,5,6.0,11.0,-0.35406773786726486,D(4-5-6-11),O-C-H-H
D,4,5,6.0,12.0,-2.1362271288941526,D(4-5-6-12),O-C-H-H
D,4,5,6.0,13.0,2.244069837259068,D(4-5-6-13),O-C-H-H
D,4,5,7.0,8.0,-1.4261170499547566,D(4-5-7-8),O-C-H-H
D,4,5,7.0,9.0,-1.6260543716947828,D(4-5-7-9),O-C-H-H
D,4,5,7.0,10.0,-0.9129145210197348,D(4-5-7-10),O-C-H-H
D,4,5,7.0,11.0,-0.3842415060716611,D(4-5-7-11),O-C-H-H
D,4,5,7.0,12.0,-2.289074734603771,D(4-5-7-12),O-C-H-H
D,4,5,7.0,13.0,1.8712635027465943,D(4-5-7-13),O-C-H-H
D,4,5,8.0,9.0,-1.7810214763087706,D(4-5-8-9),O-C-H-H
D,4,5,8.0,10.0,-0.8662174114085102,D(4-5-8-10),O-C-H-H
D,4,5,8.0,11.0,-0.24571150872262132,D(4-5-8-11),O-C-H-H
D,4,5,8.0,12.0,-1.9187417278715366,D(4-5-8-12),O-C-H-H
D,4,5,8.0,13.0,1.9958293037752437,D(4-5-8-13),O-C-H-H
D,4,5,9.0,10.0,-0.6177319876656454,D(4-5-9-10),O-C-H-H
D,4,5,9.0,11.0,-0.0659386940555928,D(4-5-9-11),O-C-H-H
D,4,5,9.0,12.0,-1.9010252878265506,D(4-5-9-12),O-C-H-H
D,4,5,9.0,13.0,2.6543228544864577,D(4-5-9-13),O-C-H-H
D,4,5,10.0,11.0,0.3170216603725949,D(4-5-10-11),O-C-H-H
D,4,5,10.0,12.0,-2.467717280664294,D(4-5-10-12),O-C-H-H
D,4,5,10.0,13.0,-0.9267130473996562,D(4-5-10-13),O-C-H-H
D,4,5,11.0,12.0,-2.0959996113354675,D(4-5-11-12),O-C-H-H
D,4,5,11.0,13.0,0.047441573192715795,D(4-5-11-13),O-C-H-H
D,4,5,12.0,13.0,-2.026751840497738,D(4-5-12-13),O-C-H-H
D,4,6,7.0,8.0,-1.487542731579951,D(4-6-7-8),O-H-H-H
D,4,6,7.0,9.0,-1.0798233860070658,D(4-6-7-9),O-H-H-H
D,4,6,7.0,10.0,-0.43283016737738894,D(4-6-7-10),O-H-H-H
D,4,6,7.0,11.0,-0.44190403987125765,D(4-6-7-11),O-H-H-H
D,4,6,7.0,12.0,0.13969128158436356,D(4-6-7-12),O-H-H-H
D,4,6,7.0,13.0,0.717837913291699,D(4-6-7-13),O-H-H-H
D,4,6,8.0,9.0,-1.3887127377587818,D(4-6-8-9),O-H-H-H
D,4,6,8.0,10.0,-0.5593977530838125,D(4-6-8-10),O-H-H-H
D,4,6,8.0,11.0,-0.12470598195214228,D(4-6-8-11),O-H-H-H
D,4,6,8.0,12.0,-0.5386226263904592,D(4-6-8-12),O-H-H-H
D,4,6,8.0,13.0,0.15214598254094316,D(4-6-8-13),O-H-H-H
D,4,6,9.0,10.0,-0.2853298408367247,D(4-6-9-10),O-H-H-H
D,4,6,9.0,11.0,0.1799800424556828,D(4-6-9-11),O-H-H-H
D,4,6,9.0,12.0,-0.7066424982023409,D(4-6-9-12),O-H-H-H
D,4,6,9.0,13.0,-0.2623511241724409,D(4-6-9-13),O-H-H-H
D,4,6,10.0,11.0,0.7258741397899096,D(4-6-10-11),O-H-H-H
D,4,6,10.0,12.0,-1.243431112895425,D(4-6-10-12),O-H-H-H
D,4,6,10.0,13.0,-0.4989682939483046,D(4-6-10-13),O-H-H-H
D,4,6,11.0,12.0,-0.9163232548451388,D(4-6-11-12),O-H-H-H
D,4,6,11.0,13.0,-0.025087145379535165,D(4-6-11-13),O-H-H-H
D,4,6,12.0,13.0,-1.0410127311211765,D(4-6-12-13),O-H-H-H
D,4,7,8.0,9.0,-0.9283389973436995,D(4-7-8-9),O-H-H-H
D,4,7,8.0,10.0,-0.16998898565716525,D(4-7-8-10),O-H-H-H
D,4,7,8.0,11.0,0.3202113357690923,D(4-7-8-11),O-H-H-H
D,4,7,8.0,12.0,-0.7202978649051309,D(4-7-8-12),O-H-H-H
D,4,7,8.0,13.0,-0.6139778506877975,D(4-7-8-13),O-H-H-H
D,4,7,9.0,10.0,0.09012227461221009,D(4-7-9-10),O-H-H-H
D,4,7,9.0,11.0,0.4784917762326743,D(4-7-9-11),O-H-H-H
D,4,7,9.0,12.0,-0.7581690237571069,D(4-7-9-12),O-H-H-H
D,4,7,9.0,13.0,-0.7328473248984348,D(4-7-9-13),O-H-H-H
D,4,7,10.0,11.0,1.0182335478908915,D(4-7-10-11),O-H-H-H
D,4,7,10.0,12.0,-1.352476682436939,D(4-7-10-12),O-H-H-H
D,4,7,10.0,13.0,-0.7866108930270235,D(4-7-10-13),O-H-H-H
D,4,7,11.0,12.0,-0.7106554368350438,D(4-7-11-12),O-H-H-H
D,4,7,11.0,13.0,-0.07483942747516839,D(4-7-11-13),O-H-H-H
D,4,7,12.0,13.0,-1.338992222266446,D(4-7-12-13),O-H-H-H
D,4,8,9.0,10.0,0.4678365727357215,D(4-8-9-10),O-H-H-H
D,4,8,9.0,11.0,0.5783027233023968,D(4-8-9-11),O-H-H-H
D,4,8,9.0,12.0,-0.48656319778142093,D(4-8-9-12),O-H-H-H
D,4,8,9.0,13.0,-0.545031123011584,D(4-8-9-13),O-H-H-H
D,4,8,10.0,11.0,1.0764340275483446,D(4-8-10-11),O-H-H-H
D,4,8,10.0,12.0,-0.9928139712029527,D(4-8-10-12),O-H-H-H
D,4,8,10.0,13.0,-0.5153730864521563,D(4-8-10-13),O-H-H-H
D,4,8,11.0,12.0,-0.5508748443165167,D(4-8-11-12),O-H-H-H
D,4,8,11.0,13.0,-0.02670605217530046,D(4-8-11-13),O-H-H-H
D,4,8,12.0,13.0,-1.051933004614705,D(4-8-12-13),O-H-H-H
D,4,9,10.0,11.0,1.0632748929875016,D(4-9-10-11),O-H-H-H
D,4,9,10.0,12.0,-0.8806474253968982,D(4-9-10-12),O-H-H-H
D,4,9,10.0,13.0,-0.4274876052818897,D(4-9-10-13),O-H-H-H
D,4,9,11.0,12.0,-0.4607686006633236,D(4-9-11-12),O-H-H-H
D,4,9,11.0,13.0,0.0019332652008013805,D(4-9-11-13),O-H-H-H
D,4,9,12.0,13.0,-0.9924639003675662,D(4-9-12-13),O-H-H-H
D,4,10,11.0,12.0,0.02521535464893758,D(4-10-11-12),O-H-H-H
D,4,10,11.0,13.0,0.04558593891224189,D(4-10-11-13),O-H-H-H
D,4,10,12.0,13.0,-0.0732850082505006,D(4-10-12-13),O-H-H-H
D,4,11,12.0,13.0,-0.0887204926277961,D(4-11-12-13),O-H-H-H
D,5,6,7.0,8.0,-1.732815697515546,D(5-6-7-8),C-H-H-H
D,5,6,7.0,9.0,-1.3250963519426608,D(5-6-7-9),C-H-H-H
D,5,6,7.0,10.0,-0.6781031333129839,D(5-6-7-10),C-H-H-H
D,5,6,7.0,11.0,-0.6871770058068525,D(5-6-7-11),C-H-H-H
D,5,6,7.0,12.0,-0.10558168435123132,D(5-6-7-12),C-H-H-H
D,5,6,7.0,13.0,0.4725649473561041,D(5-6-7-13),C-H-H-H
D,5,6,8.0,9.0,-1.2974978131148494,D(5-6-8-9),C-H-H-H
D,5,6,8.0,10.0,-0.4681828284398801,D(5-6-8-10),C-H-H-H
D,5,6,8.0,11.0,-0.03349105730820999,D(5-6-8-11),C-H-H-H
D,5,6,8.0,12.0,-0.4474077017465268,D(5-6-8-12),C-H-H-H
D,5,6,8.0,13.0,0.2433609071848755,D(5-6-8-13),C-H-H-H
D,5,6,9.0,10.0,-0.038404166247090366,D(5-6-9-10),C-H-H-H
D,5,6,9.0,11.0,0.42690571704531716,D(5-6-9-11),C-H-H-H
D,5,6,9.0,12.0,-0.45971682361270666,D(5-6-9-12),C-H-H-H
D,5,6,9.0,13.0,-0.015425449582806469,D(5-6-9-13),C-H-H-H
D,5,6,10.0,11.0,1.1893613782278758,D(5-6-10-11),C-H-H-H
D,5,6,10.0,12.0,-0.7799438744574586,D(5-6-10-12),C-H-H-H
D,5,6,10.0,13.0,-0.03548105551033827,D(5-6-10-13),C-H-H-H
D,5,6,11.0,12.0,-0.6338574647232302,D(5-6-11-12),C-H-H-H
D,5,6,11.0,13.0,0.2573786447423734,D(5-6-11-13),C-H-H-H
D,5,6,12.0,13.0,-0.6401639037758738,D(5-6-12-13),C-H-H-H
D,5,7,8.0,9.0,-0.39197975698905013,D(5-7-8-9),C-H-H-H
D,5,7,8.0,10.0,0.36637025469748413,D(5-7-8-10),C-H-H-H
D,5,7,8.0,11.0,0.8565705761237418,D(5-7-8-11),C-H-H-H
D,5,7,8.0,12.0,-0.18393862455048138,D(5-7-8-12),C-H-H-H
D,5,7,8.0,13.0,-0.07761861033314815,D(5-7-8-13),C-H-H-H
D,5,7,9.0,10.0,0.6675477317482825,D(5-7-9-10),C-H-H-H
D,5,7,9.0,11.0,1.0559172333687468,D(5-7-9-11),C-H-H-H
D,5,7,9.0,12.0,-0.18074356662103444,D(5-7-9-12),C-H-H-H
D,5,7,9.0,13.0,-0.15542186776236228,D(5-7-9-13),C-H-H-H
D,5,7,10.0,11.0,1.9792283368665888,D(5-7-10-11),C-H-H-H
D,5,7,10.0,12.0,-0.3914818934612417,D(5-7-10-12),C-H-H-H
D,5,7,10.0,13.0,0.1743838959486737,D(5-7-10-13),C-H-H-H
D,5,7,11.0,12.0,-0.2658006236336669,D(5-7-11-12),C-H-H-H
D,5,7,11.0,13.0,0.3700153857262085,D(5-7-11-13),C-H-H-H
D,5,7,12.0,13.0,-0.7102932489706045,D(5-7-12-13),C-H-H-H
D,5,8,9.0,10.0,0.9001236784442782,D(5-8-9-10),C-H-H-H
D,5,8,9.0,11.0,1.0105898290109538,D(5-8-9-11),C-H-H-H
D,5,8,9.0,12.0,-0.054276092072863914,D(5-8-9-12),C-H-H-H
D,5,8,9.0,13.0,-0.11274401730302704,D(5-8-9-13),C-H-H-H
D,5,8,10.0,11.0,1.6522329955687565,D(5-8-10-11),C-H-H-H
D,5,8,10.0,12.0,-0.41701500318254087,D(5-8-10-12),C-H-H-H
D,5,8,10.0,13.0,0.06042588156825572,D(5-8-10-13),C-H-H-H
D,5,8,11.0,12.0,-0.36040781535186533,D(5-8-11-12),C-H-H-H
D,5,8,11.0,13.0,0.1637609767893511,D(5-8-11-13),C-H-H-H
D,5,8,12.0,13.0,-0.29459559313810485,D(5-8-12-13),C-H-H-H
D,5,9,10.0,11.0,1.4736791557292601,D(5-9-10-11),C-H-H-H
D,5,9,10.0,12.0,-0.4702431626551396,D(5-9-10-12),C-H-H-H
D,5,9,10.0,13.0,-0.017083342540131063,D(5-9-10-13),C-H-H-H
D,5,9,11.0,12.0,-0.4094814349233719,D(5-9-11-12),C-H-H-H
D,5,9,11.0,13.0,0.053220430940753176,D(5-9-11-13),C-H-H-H
D,5,9,12.0,13.0,-0.2873007452346651,D(5-9-12-13),C-H-H-H
D,5,10,11.0,12.0,-0.1677961649774908,D(5-10-11-12),C-H-H-H
D,5,10,11.0,13.0,-0.1474255807141865,D(5-10-11-13),C-H-H-H
D,5,10,12.0,13.0,0.3568031157498819,D(5-10-12-13),C-H-H-H
D,5,11,12.0,13.0,0.4133652082022161,D(5-11-12-13),C-H-H-H
D,6,7,8.0,9.0,0.7378710910072233,D(6-7-8-9),H-H-H-H
D,6,7,8.0,10.0,1.4962211026937577,D(6-7-8-10),H-H-H-H
D,6,7,8.0,11.0,1.9864214241200153,D(6-7-8-11),H-H-H-H
D,6,7,8.0,12.0,0.9459122234457921,D(6-7-8-12),H-H-H-H
D,6,7,8.0,13.0,1.0522322376631255,D(6-7-8-13),H-H-H-H
D,6,7,9.0,10.0,2.030168191151299,D(6-7-9-10),H-H-H-H
D,6,7,9.0,11.0,2.4185376927717632,D(6-7-9-11),H-H-H-H
D,6,7,9.0,12.0,1.1818768927819818,D(6-7-9-12),H-H-H-H
D,6,7,9.0,13.0,1.2071985916406538,D(6-7-9-13),H-H-H-H
D,6,7,10.0,11.0,-3.1216452725110413,D(6-7-10-11),H-H-H-H
D,6,7,10.0,12.0,0.7908298043407145,D(6-7-10-12),H-H-H-H
D,6,7,10.0,13.0,1.35669559375063,D(6-7-10-13),H-H-H-H
D,6,7,11.0,12.0,0.5415083083015474,D(6-7-11-12),H-H-H-H
D,6,7,11.0,13.0,1.1773243176614228,D(6-7-11-13),H-H-H-H
D,6,7,12.0,13.0,2.0145509930057814,D(6-7-12-13),H-H-H-H
D,6,8,9.0,10.0,1.7012211011117653,D(6-8-9-10),H-H-H-H
D,6,8,9.0,11.0,1.8116872516784408,D(6-8-9-11),H-H-H-H
D,6,8,9.0,12.0,0.7468213305946233,D(6-8-9-12),H-H-H-H
D,6,8,9.0,13.0,0.6883534053644601,D(6-8-9-13),H-H-H-H
D,6,8,10.0,11.0,2.0914116054152907,D(6-8-10-11),H-H-H-H
D,6,8,10.0,12.0,0.022163606663993623,D(6-8-10-12),H-H-H-H
D,6,8,10.0,13.0,0.49960449141479024,D(6-8-10-13),H-H-H-H
D,6,8,11.0,12.0,-0.3323134283221043,D(6-8-11-12),H-H-H-H
D,6,8,11.0,13.0,0.1918553638191121,D(6-8-11-13),H-H-H-H
D,6,8,12.0,13.0,1.0931186463730218,D(6-8-12-13),H-H-H-H
D,6,9,10.0,11.0,1.507387611402387,D(6-9-10-11),H-H-H-H
D,6,9,10.0,12.0,-0.4365347069820127,D(6-9-10-12),H-H-H-H
D,6,9,10.0,13.0,0.016625113132995886,D(6-9-10-13),H-H-H-H
D,6,9,11.0,12.0,-0.774508587023518,D(6-9-11-12),H-H-H-H
D,6,9,11.0,13.0,-0.3118067211593929,D(6-9-11-13),H-H-H-H
D,6,9,12.0,13.0,0.7470290450109546,D(6-9-12-13),H-H-H-H
D,6,10,11.0,12.0,-0.6715531047270851,D(6-10-11-12),H-H-H-H
D,6,10,11.0,13.0,-0.6511825204637806,D(6-10-11-13),H-H-H-H
D,6,10,12.0,13.0,1.3887224262005144,D(6-10-12-13),H-H-H-H
D,6,11,12.0,13.0,1.271559182274291,D(6-11-12-13),H-H-H-H
D,7,8,9.0,10.0,1.1867264714887642,D(7-8-9-10),H-H-H-H
D,7,8,9.0,11.0,1.2971926220554395,D(7-8-9-11),H-H-H-H
D,7,8,9.0,12.0,0.2323267009716218,D(7-8-9-12),H-H-H-H
D,7,8,9.0,13.0,0.17385877574145864,D(7-8-9-13),H-H-H-H
D,7,8,10.0,11.0,1.3107222400249943,D(7-8-10-11),H-H-H-H
D,7,8,10.0,12.0,-0.7585257587263031,D(7-8-10-12),H-H-H-H
D,7,8,10.0,13.0,-0.2810848739755066,D(7-8-10-13),H-H-H-H
D,7,8,11.0,12.0,-1.0406141133284368,D(7-8-11-12),H-H-H-H
D,7,8,11.0,13.0,-0.5164453211872204,D(7-8-11-13),H-H-H-H
D,7,8,12.0,13.0,0.13057257366343347,D(7-8-12-13),H-H-H-H
D,7,9,10.0,11.0,0.9501287945695254,D(7-9-10-11),H-H-H-H
D,7,9,10.0,12.0,-0.9937935238148745,D(7-9-10-12),H-H-H-H
D,7,9,10.0,13.0,-0.540633703699866,D(7-9-10-13),H-H-H-H
D,7,9,11.0,12.0,-1.171494225955958,D(7-9-11-12),H-H-H-H
D,7,9,11.0,13.0,-0.7087923600918331,D(7-9-11-13),H-H-H-H
D,7,9,12.0,13.0,0.038842927576982544,D(7-9-12-13),H-H-H-H
D,7,10,11.0,12.0,-0.6623362518193507,D(7-10-11-12),H-H-H-H
D,7,10,11.0,13.0,-0.6419656675560464,D(7-10-11-13),H-H-H-H
D,7,10,12.0,13.0,0.8382451234095802,D(7-10-12-13),H-H-H-H
D,7,11,12.0,13.0,0.8940626448730449,D(7-11-12-13),H-H-H-H
D,8,9,10.0,11.0,0.2476947794725927,D(8-9-10-11),H-H-H-H
D,8,9,10.0,12.0,-1.6962275389118069,D(8-9-10-12),H-H-H-H
D,8,9,10.0,13.0,-1.2430677187967984,D(8-9-10-13),H-H-H-H
D,8,9,11.0,12.0,-1.9514193074640043,D(8-9-11-12),H-H-H-H
D,8,9,11.0,13.0,-1.4887174415998792,D(8-9-11-13),H-H-H-H
D,8,9,12.0,13.0,-0.1429698248231716,D(8-9-12-13),H-H-H-H
D,8,10,11.0,12.0,-1.2600090468061969,D(8-10-11-12),H-H-H-H
D,8,10,11.0,13.0,-1.2396384625428924,D(8-10-11-13),H-H-H-H
D,8,10,12.0,13.0,1.3661411563599164,D(8-10-12-13),H-H-H-H
D,8,11,12.0,13.0,1.5993052122856262,D(8-11-12-13),H-H-H-H
D,9,10,11.0,12.0,-1.3681750704061595,D(9-10-11-12),H-H-H-H
D,9,10,11.0,13.0,-1.347804486142855,D(9-10-11-13),H-H-H-H
D,9,10,12.0,13.0,1.8363600282525565,D(9-10-12-13),H-H-H-H
D,9,11,12.0,13.0,2.054669311744002,D(9-11-12-13),H-H-H-H
D,10,11,12.0,13.0,3.100683955550136,D(10-11-12-13),H-H-H-H
